max_level,L_per_level,max_points,C1,lam,beta,quantile
100,50,250,5,10,10,0.36787944117144233
iteration,level,prior mass,likelihood,evidence
0,0,0.9138489280885003,0.0,0.0
1,0,0.22585809033927037,3.516208282364581e-195,0.0
2,0,0.22585809033927037,2.4696370781379216e-194,7.941640878899902e-196
3,0,0.22585809033927037,8.990406942590147e-194,6.3720392308828544e-195
4,0,0.22585809033927037,6.704948253119588e-193,2.6677600665146144e-194
5,0,0.22585809033927037,2.9571404357035895e-191,1.7811428149246784e-193
6,0,0.22585809033927037,7.078123441321442e-186,6.857055198222974e-192
7,0,0.22585809033927037,3.2077143670267626e-184,1.598658300697684e-186
8,1,0.10226541968913896,7.806014818732e-178,7.404748242974828e-185
9,3,0.016924688372805224,1.5575971654265548e-174,7.982861220120904e-179
10,5,0.0023960888038878614,2.0120931317435684e-170,2.6441675247410395e-176
11,7,4.518306903269375e-05,2.9423762764906268e-154,4.823797992875169e-173
12,9,1.6652621546355568e-05,3.590659171087806e-153,1.3294559042083688e-158
13,11,2.2593274176690065e-06,7.785291813348517e-149,7.308844732015971e-158
14,13,8.309598023688065e-07,2.108607333049062e-145,1.759683209318438e-154
15,15,8.309598023688065e-07,3.1621695560057294e-145,1.753927615953183e-151
16,14,3.0590182193637893e-07,1.448085674325155e-141,4.38156340526836e-151
17,13,1.1250603518502702e-07,2.999837175557996e-140,4.4341020243656165e-148
18,17,5.602458657910817e-09,1.4381199132072148e-129,3.818408070663361e-147
19,19,2.0610771772071714e-09,2.782092972753395e-125,8.057007362680122e-138
20,21,2.7894289381332545e-10,3.3223035011641594e-121,5.734914031746743e-134
21,23,3.775127914616036e-11,2.4662804004451176e-116,9.273064441440482e-131
22,24,1.3887906535069487e-11,2.5613398553346225e-115,9.311451291434922e-127
23,26,6.914394845725965e-13,3.738206316627642e-109,4.488309980687056e-126
24,28,9.357621622451623e-14,2.490935057972682e-101,2.5847883318948483e-121
25,30,3.442476498600595e-14,2.840542426196582e-100,2.3309230343396287e-114
26,32,4.6588858327323864e-15,2.4693683531446817e-96,1.2109423579799278e-113
27,34,8.533047621784086e-17,6.864369791260331e-91,1.1516614659843262e-110
28,35,8.533047621784086e-17,1.6255002444006222e-90,5.858551093702033e-107
29,37,1.1548224131042568e-17,1.0215069171172916e-87,1.9729022088394215e-106
30,39,4.248354245792344e-18,1.097866577028135e-86,1.199388105116475e-104
31,41,5.749522259428115e-19,2.30605890859851e-84,5.86351423894746e-104
32,43,7.781132238641756e-20,7.221718425872265e-81,1.3845088450434382e-102
33,44,3.8739976284858165e-21,3.2858624880030757e-78,5.633159694645222e-100
34,46,1.4251640826755604e-21,3.2375802710114664e-77,1.3292739455518943e-98
35,48,5.242885663215513e-22,1.900904712575046e-76,5.943357062576442e-98
36,50,2.6102790696676806e-23,1.6500730058365217e-73,1.5909583127274957e-97
37,52,9.602680054469877e-24,2.6208484524321463e-72,4.466246861831459e-96
38,54,4.780892883880979e-25,8.222704531606375e-69,2.963341602178987e-95
39,56,1.7587922024232968e-25,1.3673759768221876e-65,3.96082037416307e-93
40,58,8.756510762695359e-27,9.620831688072193e-60,2.408891026189965e-90
41,59,1.185064864233982e-27,4.128182465442917e-58,8.424732511371092e-86
42,61,1.185064864233982e-27,5.036860255802609e-58,5.734637244080325e-85
43,62,4.359610000062953e-28,1.671804416016356e-57,1.1703643359288584e-84
44,64,4.359610000062953e-28,6.82279888690136e-57,1.8992058609502896e-84
45,66,5.900090541597004e-29,1.0344619536612034e-55,4.873680086525644e-84
46,64,2.1705220113036442e-29,7.150393105444319e-55,1.0977099274964068e-83
47,65,7.984904245686993e-30,2.9270856565361674e-54,2.649718489980478e-83
48,62,7.984904245686993e-30,3.1683698093469783e-53,4.986968358616992e-83
49,66,7.984904245686993e-30,1.2014176734119169e-52,3.028609790117817e-82
50,67,2.9374821117108018e-30,2.5259960825512513e-52,1.262181487138802e-81
51,69,3.975449735908652e-31,1.8281094547562277e-50,2.0041883178133882e-81
52,71,1.979259877946909e-32,1.5248328358399918e-48,9.271745566936144e-81
53,73,2.6786369618080843e-33,3.0671189886805748e-46,3.9452150092477155e-80
54,75,3.625140897725975e-34,1.7012672171331223e-45,8.61021979026799e-79
55,77,9.905141149190317e-35,1.7940955647155197e-44,1.4777553157057728e-78
56,79,3.1108113213801505e-36,7.291818747687594e-43,3.254832296070126e-78
57,81,8.520260528847424e-37,2.3805883553571145e-42,5.523179527445986e-78
58,82,2.779882809040703e-37,8.408920094617969e-42,7.551502827404289e-78
59,84,2.779882809040703e-37,8.783158956406155e-42,9.889084068766831e-78
60,86,2.779882809040703e-37,9.709314579363051e-42,1.2330699327965367e-77
61,88,2.779882809040703e-37,1.3963535700178605e-41,1.5029774996639328e-77
62,89,3.8720148877604396e-38,1.4761602619336625e-40,1.891147428127459e-77
63,91,3.8720148877604396e-38,2.2890477141576206e-40,2.462718879220208e-77
64,93,3.8720148877604396e-38,5.6441736123231225e-40,3.349041562021439e-77
65,95,3.976981158184475e-39,2.4088645346373122e-39,5.534473987623414e-77
66,94,3.2886522325482185e-39,4.610566707025321e-39,6.4924748743105545e-77
67,96,3.2886522325482185e-39,4.732713688099735e-39,8.008729923747686e-77
68,98,3.2886522325482185e-39,2.3910686012846844e-38,9.565154867385756e-77
69,95,3.2886522325482185e-39,1.444910876827506e-36,1.742854796117658e-76
70,99,7.788653523655615e-40,2.1166756623144338e-35,4.926094860523747e-75
71,100,7.788653523655615e-40,2.81221311921726e-35,2.1412148216245146e-74
72,98,7.788653523655615e-40,3.796992088997107e-35,4.3315501836507205e-74
73,100,7.788653523655615e-40,5.721973031248623e-35,7.288895764976702e-74
74,98,7.788653523655615e-40,2.855570210568029e-34,1.17455423061864e-73
75,100,3.2106830319809245e-40,3.50596072748652e-34,3.3986589288773084e-73
76,100,3.2106830319809245e-40,4.910016537122607e-34,4.524311790730555e-73
77,97,3.2106830319809245e-40,4.943148375710708e-34,6.100762468979084e-73
78,96,3.2106830319809245e-40,5.872607036190627e-34,7.687850730424928e-73
79,99,1.1131653934808321e-40,1.95791402549869e-33,9.573358706883831e-73
80,98,1.1131653934808321e-40,2.00048960305079e-33,1.175284084347972e-72
81,100,1.1131653934808321e-40,2.3579396146633638e-33,1.3979716639614068e-72
82,99,2.7682004271962377e-41,5.498837739731814e-33,1.6604493418574852e-72
83,100,2.7682004271962377e-41,6.54742090959308e-33,1.8126681916595692e-72
84,97,2.7682004271962377e-41,7.378731416922866e-33,1.9939139252492607e-72
85,95,2.7682004271962377e-41,1.0253293086402315e-32,2.1981719998541826e-72
86,91,2.7682004271962377e-41,1.0775907341023315e-32,2.482003702873654e-72
87,92,2.7682004271962377e-41,1.3722748060841956e-32,2.780302415922132e-72
88,95,1.090333159114059e-41,3.083581014410365e-32,3.1601755863654227e-72
89,97,1.090333159114059e-41,4.406163911110715e-32,3.4963886492480413e-72
90,100,1.090333159114059e-41,4.7392479171806466e-32,3.976807310925612e-72
91,100,1.090333159114059e-41,6.185906656857424e-32,4.4935432262620417e-72
92,100,1.090333159114059e-41,6.195679923941553e-32,5.168013140977646e-72
93,97,2.8265710536321437e-42,9.111315384792323e-32,5.843548667410721e-72
94,94,2.8265710536321437e-42,1.0049470939545053e-31,6.101086470682393e-72
95,94,2.8265710536321437e-42,1.0551435328173656e-31,6.385141907302748e-72
96,95,2.8265710536321437e-42,1.2240708461617316e-31,6.68338572403162e-72
97,96,2.8265710536321437e-42,1.4941460272949396e-31,7.029378046167196e-72
98,100,6.364891576999101e-43,1.5582474535005075e-31,7.45170903723233e-72
99,100,6.364891576999101e-43,2.6659290201797887e-31,7.550889798148986e-72
100,99,6.364891576999101e-43,3.424287994490648e-31,7.720573289803185e-72
101,96,4.384534735143362e-43,4.451261220065783e-31,7.938525507936712e-72
102,97,4.384534735143362e-43,4.758269360416119e-31,8.133692602282463e-72
103,96,4.384534735143362e-43,6.028139760330486e-31,8.342320575181592e-72
104,100,4.384534735143362e-43,6.175998665693035e-31,8.60662645685627e-72
105,98,4.384534735143362e-43,6.204257809935208e-31,8.877415263595572e-72
106,99,4.384534735143362e-43,6.308334529300158e-31,9.149443102330026e-72
107,96,4.384534735143362e-43,6.752382549904273e-31,9.426034220976233e-72
108,90,4.384534735143362e-43,9.810117017081022e-31,9.722094779326545e-72
109,87,4.384534735143362e-43,1.3627959957957415e-30,1.0152222767498673e-71
110,87,4.384534735143362e-43,2.099372477608861e-30,1.0749745405546746e-71
111,86,4.384534735143362e-43,2.3139283380367897e-30,1.1670222560554749e-71
