iteration,level,prior mass,likelihood,evidence
0,0,0.00014459456808657567,0.0,0.0
1,0,0.0001285718901028502,5.526404853818749e-196,0.0
2,0,0.0001285718901028502,6.006752348002258e-196,7.105403175290421e-200
3,0,0.0001285718901028502,8.277852135368119e-196,1.4828398202914256e-199
4,0,0.0001285718901028502,8.595252392449491e-196,2.547138915327619e-199
5,0,0.0001285718901028502,8.689630761128369e-196,3.652246761335895e-199
6,0,0.0001285718901028502,1.9658399630887904e-195,4.769489012590038e-199
7,0,0.0001285718901028502,2.2935569844892348e-195,7.297006609530469e-199
8,0,0.0001285718901028502,2.3258061339248485e-195,1.0245876175074212e-198
9,0,0.0001285718901028502,2.414844851578934e-195,1.3236209081589418e-198
10,0,0.0001285718901028502,3.283120099268116e-195,1.634102075031582e-198
11,0,0.0001285718901028502,4.422658916607356e-195,2.056219031629141e-198
12,0,0.0001285718901028502,5.642358300284288e-195,2.624848647817572e-198
13,0,0.0001285718901028502,6.381192337072138e-195,3.350297319122628e-198
14,0,0.0001285718901028502,1.1668990108880284e-194,4.170739279009817e-198
15,0,0.0001285718901028502,1.2269337157628262e-194,5.6710433929000185e-198
16,0,0.0001285718901028502,1.976090032352814e-194,7.248535261565415e-198
17,0,0.0001285718901028502,2.749387362300683e-194,9.789231566295451e-198
18,0,0.0001285718901028502,7.822304653414375e-194,1.3324170864254336e-197
19,0,0.0001285718901028502,1.0328474067572431e-193,2.3381455806752402e-197
20,0,0.0001285718901028502,1.0814047904703074e-193,3.666097013421301e-197
21,0,0.0001285718901028502,6.255115162421256e-193,5.0564795921917423e-197
22,1,0.0001285718901028502,7.10014519705243e-193,1.309879938462672e-196
23,1,0.0001285718901028502,1.620523188719946e-192,2.2227590264523767e-196
24,1,0.0001285718901028502,3.345378338099394e-192,4.30629631974459e-196
25,1,0.0001285718901028502,1.5153746421014877e-191,8.607512480130298e-196
26,1,0.0001285718901028502,2.8060094109001226e-191,2.809097067502214e-195
27,1,0.0001285718901028502,3.6142056991064895e-191,6.416836403560353e-195
28,1,0.0001285718901028502,6.216655162694534e-191,1.1063688983106496e-194
29,1,0.0001285718901028502,6.406077824992103e-191,1.9056560026959276e-194
30,1,0.0001285718901028502,1.3006290690348559e-190,2.729297536801118e-194
31,1,0.0001285718901028502,3.326719324730835e-190,4.4015409140863366e-194
32,1,0.0001285718901028502,3.749901184510966e-190,8.678766828309546e-194
33,1,0.0001285718901028502,7.313455961765405e-190,1.3500085658224462e-193
34,1,0.0001285718901028502,2.865218511195369e-189,2.2903134220105825e-193
35,1,0.0001285718901028502,2.96957124642896e-189,5.974179017431213e-193
36,1,0.0001285718901028502,3.920634907580808e-189,9.792212896915695e-193
37,1,0.0001285718901028502,5.8831864259952725e-189,1.4833047301624472e-192
38,1,0.0001285718901028502,1.761620902390867e-188,2.2397171287800915e-192
39,1,0.0001285718901028502,4.07165832165445e-188,4.504666419430915e-192
40,1,7.650023344841171e-05,6.652935765692346e-188,9.739674482112028e-192
41,1,7.650023344841171e-05,9.471173585665103e-188,1.482918587403955e-191
42,2,7.650023344841171e-05,1.4505281155724564e-187,2.2074655777377663e-191
43,2,7.650023344841171e-05,1.5079386638677821e-187,3.317122972385543e-191
44,2,7.650023344841171e-05,1.5941013791181458e-187,4.4706995705032565e-191
45,2,7.650023344841171e-05,2.5138517557438317e-187,5.690190846932988e-191
46,2,7.650023344841171e-05,3.345048864624798e-187,7.613293308624016e-191
47,2,7.650023344841171e-05,5.45301705827959e-187,1.0172263499025431e-190
48,2,7.650023344841171e-05,5.674661372550636e-187,1.434383427859103e-190
49,2,7.650023344841171e-05,6.60534793457165e-187,1.8684963475999114e-190
50,2,7.650023344841171e-05,8.615108657424519e-187,2.373807006602627e-190
51,2,7.650023344841171e-05,2.3101690085408317e-186,3.0328648300790355e-190
52,2,7.650023344841171e-05,2.4823703000244463e-186,4.800149514665631e-190
53,2,7.650023344841171e-05,3.5551260679195526e-186,6.69916858923837e-190
54,2,7.650023344841171e-05,3.6186780116557284e-186,9.418848330582169e-190
55,2,7.650023344841171e-05,1.0351300295354084e-185,1.2187145457245143e-189
56,2,7.650023344841171e-05,1.2448480364030593e-185,2.010591434813715e-189
57,2,7.650023344841171e-05,1.6470275051178077e-185,2.9629030887400247e-189
58,2,7.650023344841171e-05,1.7337054158144984e-185,4.2228829751146985e-189
59,2,7.650023344841171e-05,1.833124742136548e-185,5.549171665520547e-189
60,2,7.650023344841171e-05,1.902224250082035e-185,6.9515163726556014e-189
61,2,7.650023344841171e-05,1.9681673412023385e-185,8.406722364680657e-189
62,3,7.650023344841171e-05,2.1684091103261986e-185,9.912374975355843e-189
63,3,7.650023344841171e-05,2.4168360015274477e-185,1.1571213006872013e-188
64,3,7.650023344841171e-05,2.7031056845081318e-185,1.342009819010577e-188
65,3,7.650023344841171e-05,5.002095255857912e-185,1.5487980349111777e-188
66,3,7.650023344841171e-05,1.0126719287281707e-184,1.9314594897155005e-188
67,3,7.650023344841171e-05,1.1228601235127154e-184,2.7061558792590844e-188
68,3,7.650023344841171e-05,1.7037289684226078e-184,3.565146495045436e-188
69,3,7.650023344841171e-05,5.211204148798398e-184,4.8685031332169475e-188
70,3,7.650023344841171e-05,9.635061249761256e-184,8.855086472521038e-188
71,3,7.650023344841171e-05,1.0393362115808382e-183,1.6225930821485852e-187
72,3,7.650023344841171e-05,1.3951368570249476e-183,2.4176877103218047e-187
73,3,7.650023344841171e-05,1.4342310840150091e-183,3.4849706628707234e-187
74,3,7.650023344841171e-05,2.2690356149302095e-183,4.582160790331891e-187
75,3,7.650023344841171e-05,2.842977032567026e-183,6.317978332781106e-187
76,3,7.650023344841171e-05,3.0014657564453556e-183,8.492862399579609e-187
77,3,7.650023344841171e-05,5.375271810548754e-183,1.0788990710134443e-186
78,3,7.650023344841171e-05,1.0953280673507754e-182,1.4901086193690905e-186
79,3,7.650023344841171e-05,1.3249986624637257e-182,2.32803714791841e-186
80,3,7.650023344841171e-05,1.3855689394120057e-182,3.341664217891493e-186
81,3,7.650023344841171e-05,4.0264355078776955e-182,4.401627691130359e-186
82,4,7.650023344841171e-05,5.992208364124386e-182,7.481860254306538e-186
83,4,7.650023344841171e-05,1.3481570540754817e-181,1.2065913641576947e-185
84,4,7.650023344841171e-05,2.518862936085744e-181,2.2379346577766686e-185
85,4,7.650023344841171e-05,3.255140543262045e-181,4.16487068412778e-185
86,4,7.650023344841171e-05,4.805899214687999e-181,6.655060798797141e-185
87,4,7.650023344841171e-05,4.861843814317943e-181,1.0331584917328846e-184
88,4,7.650023344841171e-05,1.6459281227237406e-180,1.4050906785179236e-184
89,4,4.277264972518016e-05,1.2223197956092504e-179,2.6642295347946456e-184
90,4,4.277264972518016e-05,1.775127224548898e-179,7.892415181769474e-184
91,4,4.277264972518016e-05,1.810269814773293e-179,1.5485104681095597e-183
92,4,4.277264972518016e-05,1.8764578527066614e-179,2.322810835063208e-183
93,4,4.277264972518016e-05,2.114206787676014e-179,3.1254215796420655e-183
94,4,4.277264972518016e-05,2.31633352172887e-179,4.02972384340071e-183
95,4,4.277264972518016e-05,2.7550894990580477e-179,5.020481067116729e-183
96,4,4.277264972518016e-05,3.293322554944214e-178,6.198905848164049e-183
97,4,4.277264972518016e-05,5.791601090358767e-178,2.0285319055630474e-182
98,4,4.277264972518016e-05,1.339869454919761e-177,4.5057531534219174e-182
99,4,4.277264972518016e-05,2.0630819214912776e-177,1.0236729840697018e-181
100,4,4.277264972518016e-05,5.343904309957364e-177,1.9061077878926823e-181
101,4,4.277264972518016e-05,7.552126574779273e-177,4.1918372600395515e-181
102,5,4.277264972518016e-05,1.0209601640760526e-176,7.422081906672136e-181
103,5,4.277264972518016e-05,1.2403566835998299e-176,1.1788999054810882e-180
104,5,4.277264972518016e-05,1.3921696895374584e-176,1.7094333251001045e-180
105,5,4.277264972518016e-05,2.315605793332998e-176,2.3049011899860896e-180
106,5,4.277264972518016e-05,2.9449950575222503e-176,3.295347144984392e-180
107,5,4.277264972518016e-05,3.723590590127297e-176,4.554999565362252e-180
108,5,4.277264972518016e-05,3.96254317445608e-176,6.14767792567717e-180
109,5,4.277264972518016e-05,4.6427213878074996e-176,7.842562637896304e-180
110,5,4.277264972518016e-05,1.1390892835400015e-175,9.828377594819229e-180
111,5,4.277264972518016e-05,1.4422671799911945e-175,1.4700564287875521e-179
112,5,4.277264972518016e-05,3.114235887205957e-175,2.0869523177864195e-179
113,5,4.277264972518016e-05,3.796306457754404e-175,3.41899352543688e-179
114,5,4.277264972518016e-05,4.116021037959232e-175,5.0427743891065655e-179
115,5,4.277264972518016e-05,1.5429508164594862e-174,6.803305650287592e-179
116,5,4.277264972518016e-05,2.02090195474948e-174,1.340291513184783e-178
117,5,4.277264972518016e-05,2.3608882550360724e-174,2.2046848275790968e-178
118,5,4.277264972518016e-05,2.7760109063893946e-174,3.214499291308594e-178
119,5,4.277264972518016e-05,3.6797452943079356e-174,4.401872712631329e-178
120,5,4.277264972518016e-05,6.526704755121359e-174,5.975797278144461e-178
121,5,4.277264972518016e-05,7.37236033518275e-174,8.767441841649198e-178
122,6,4.277264972518016e-05,9.082604428048877e-174,1.1920795704295035e-177
123,6,4.277264972518016e-05,1.1109992595252025e-173,1.5805666282228083e-177
124,6,4.277264972518016e-05,1.2738334014190279e-173,2.0557704499488686e-177
125,6,4.277264972518016e-05,1.769398038247973e-173,2.6006227488201776e-177
126,6,4.277264972518016e-05,2.4478401427135132e-173,3.3574411739641924e-177
127,6,4.277264972518016e-05,8.929482435621264e-173,4.404447264039394e-177
128,6,4.277264972518016e-05,1.6179477529747313e-172,8.223823508499163e-177
129,6,4.277264972518016e-05,2.6486436477311546e-172,1.5144214759662213e-176
130,6,4.277264972518016e-05,4.443076353061958e-172,2.6473165458785028e-176
131,6,2.0623077263399308e-05,2.7122596799609768e-170,4.547738031396003e-176
132,6,2.0623077263399308e-05,5.153169011847731e-170,6.048287896963391e-175
133,6,2.0623077263399308e-05,5.8186437611356996e-170,1.6675708165232474e-174
134,6,2.0623077263399308e-05,7.776678215303728e-170,2.8675542150642264e-174
135,6,2.0623077263399308e-05,1.1223754700552174e-169,4.471344571932256e-174
136,6,2.0623077263399308e-05,1.1264878876314152e-169,6.786028175681543e-174
137,6,2.0623077263399308e-05,1.5073581115408184e-169,9.109192849972158e-174
138,6,2.0623077263399308e-05,2.6163725381126048e-169,1.2217829129763955e-173
139,6,2.0623077263399308e-05,4.9110846375275824e-169,1.7613594430097196e-173
140,6,2.0623077263399308e-05,5.203529944483396e-169,2.7741762222779665e-173
141,6,2.0623077263399308e-05,6.045998070407315e-169,3.8473042231528964e-173
142,7,2.0623077263399308e-05,6.750435934312006e-169,5.0941750765566285e-173
143,7,2.0623077263399308e-05,7.52517641745849e-169,6.486322694906064e-173
144,7,2.0623077263399308e-05,1.0004856834700746e-168,8.038245641685632e-173
145,7,2.0623077263399308e-05,1.3700534276288245e-168,1.0101554996798453e-172
146,7,2.0623077263399308e-05,1.8603268344283464e-168,1.2927026766095883e-172
147,7,2.0623077263399308e-05,3.0469409918792057e-168,1.6763593170254968e-172
148,7,2.0623077263399308e-05,3.49922270571265e-168,2.3047323119509305e-172
149,7,2.0623077263399308e-05,5.820792930534709e-168,3.026379714168462e-172
150,7,2.0623077263399308e-05,8.169453913274759e-168,4.2268063375751195e-172
151,7,2.0623077263399308e-05,1.473485838831468e-167,5.911599130107571e-172
152,7,2.0623077263399308e-05,1.563196067382915e-167,8.950380360182182e-172
153,7,2.0623077263399308e-05,1.9529746940484554e-167,1.2174171687730162e-171
154,7,2.0623077263399308e-05,2.4983131812995614e-167,1.6201806488612655e-171
155,7,2.0623077263399308e-05,3.359920234420928e-167,2.1354097065223633e-171
156,7,2.0623077263399308e-05,3.943843883069286e-167,2.828328652455578e-171
157,7,2.0623077263399308e-05,4.2058773017135e-167,3.6416706236088045e-171
158,7,2.0623077263399308e-05,4.656815261908954e-167,4.509051949144953e-171
159,7,2.0623077263399308e-05,5.5846573866572075e-167,5.469430558622208e-171
160,7,2.0623077263399308e-05,6.225626183319105e-167,6.62115876636866e-171
161,7,2.0623077263399308e-05,1.5828630920131606e-166,7.905074464284976e-171
162,8,2.0623077263399308e-05,2.320056062847701e-166,1.116942524868203e-170
163,8,2.0623077263399308e-05,9.967843836181214e-166,1.5954094792634645e-170
164,8,2.0623077263399308e-05,1.453300866201098e-165,3.651085615094102e-170
165,8,2.0623077263399308e-05,3.460299748482266e-165,6.64823922015714e-170
166,8,2.0623077263399308e-05,5.016817008889387e-165,1.3784442126904235e-169
167,8,2.0623077263399308e-05,5.049812892427497e-165,2.41306626059704e-169
168,8,2.0623077263399308e-05,6.10214961446489e-165,3.4544930750594623e-169
169,8,2.0623077263399308e-05,1.8673402225412437e-164,4.7129441047787795e-169
170,8,9.183158660217895e-06,9.38115562069717e-164,8.563974273430913e-169
171,8,9.183158660217895e-06,1.4704146985752097e-163,1.7178838321536614e-168
172,8,9.183158660217895e-06,2.84693561625641e-163,3.0681889794869234e-168
173,8,9.183158660217895e-06,4.155427221474325e-163,5.682575125437705e-168
174,8,9.183158660217895e-06,4.3071739066379386e-163,9.498569873016417e-168
175,8,9.183158660217895e-06,4.575610611947964e-163,1.345391600919709e-167
176,8,9.183158660217895e-06,6.512853250312907e-163,1.7655771830886574e-167
177,8,9.183158660217895e-06,1.0289507620722508e-162,2.36366283037205e-167
178,8,9.183158660217895e-06,1.6263146965527734e-162,3.308564640538209e-167
179,8,9.183158660217895e-06,1.628057250272774e-162,4.802035229527033e-167
180,8,9.183158660217895e-06,1.9765144716452056e-162,6.297106033244328e-167
