max_level,L_per_level,max_points,C1,lam,beta,quantile
100,2000,10000,200,5,10,0.36787944117144233
iteration,level,prior mass,likelihood,evidence
0,0,0.00017414922872016625,0.0,0.0
1,0,0.0001353452651285984,4.029010409552393e-196,0.0
2,0,0.0001353452651285984,1.094169349035373e-195,5.453074820867514e-200
3,0,0.0001353452651285984,1.1659281786011538e-195,2.0262138884945362e-199
4,0,0.0001353452651285984,2.1501566000909403e-195,3.604242473031306e-199
5,0,0.0001353452651285984,5.538122158352868e-195,6.514377624104447e-199
6,0,0.0001353452651285984,7.700954319538553e-195,1.4009963742472793e-198
7,0,0.0001353452651285984,8.46421586907534e-195,2.4432840783684497e-198
8,0,0.0001353452651285984,2.750516204096398e-194,3.588875619274141e-198
9,0,0.0001353452651285984,2.8035319403202693e-194,7.311569068113472e-198
10,0,0.0001353452651285984,4.21119272674348e-194,1.1106016805704879e-197
11,0,0.0001353452651285984,4.6501366727898184e-194,1.6805666766792094e-197
12,0,0.0001353452651285984,5.4219367373288504e-194,2.3099406575421658e-197
13,0,0.0001353452651285984,5.572587770351425e-194,3.0437741227664267e-197
14,0,0.0001353452651285984,6.192794105645398e-194,3.7979974919970253e-197
15,0,0.0001353452651285984,9.300367311686093e-194,4.636162852112423e-197
16,0,0.0001353452651285984,1.2339078984097908e-193,5.894923531705928e-197
17,0,0.0001353452651285984,2.909051461975826e-193,7.564959448251376e-197
18,0,0.0001353452651285984,3.1406949151544614e-193,1.1502222862189925e-196
19,0,0.0001353452651285984,3.311850832166907e-193,1.575300472198614e-196
20,0,0.0001353452651285984,3.5432786166319234e-193,2.0235438011446132e-196
21,0,0.0001353452651285984,3.9098092309434306e-193,2.503109784937154e-196
22,1,0.0001353452651285984,4.970934565152606e-193,3.032283951901434e-196
23,1,0.0001353452651285984,5.461462554477724e-193,3.7050764085589277e-196
24,1,0.0001353452651285984,8.688556555508518e-193,4.444259505984628e-196
25,1,0.0001353452651285984,9.948968083438847e-193,5.62021449657475e-196
26,1,0.0001353452651285984,2.9704556605111693e-192,6.966760219583744e-196
27,1,0.0001353452651285984,4.186526681267109e-192,1.0987131308830045e-195
28,1,0.0001353452651285984,4.3257055220993e-192,1.6653396945270525e-195
29,1,0.0001353452651285984,1.1403650030999192e-191,2.2508034552838244e-195
30,1,0.0001353452651285984,1.4095632127028738e-191,3.79423349216316e-195
31,1,0.0001353452651285984,2.394756931431035e-191,5.702010559551054e-195
32,1,0.0001353452651285984,2.995070483135269e-191,8.943200677581875e-195
33,1,0.0001353452651285984,3.5324863363751515e-191,1.2996886763769697e-194
34,1,0.0001353452651285984,7.24267666653423e-191,1.777793976136816e-194
35,1,0.0001353452651285984,8.629492558648478e-191,2.7580559698096047e-194
36,1,0.0001353452651285984,1.5848128621206652e-190,3.9260169280851495e-194
37,1,0.0001353452651285984,3.0396567073522014e-190,6.070986098114493e-194
38,1,0.0001353452651285984,3.150179833759486e-190,1.0185017527679555e-193
39,1,0.0001353452651285984,9.716345583949653e-190,1.444863677570897e-193
40,1,0.0001353452651285984,1.2031492561548447e-189,2.759925046711649e-193
41,1,7.412946363101178e-05,2.8607613331192664e-189,4.388330597347183e-193
42,2,7.412946363101178e-05,3.3241720533022873e-189,6.508997629351878e-193
43,2,7.412946363101178e-05,3.448422336710402e-189,8.973188542636854e-193
44,2,7.412946363101178e-05,8.18069443414239e-189,1.1529485524572278e-192
45,2,7.412946363101178e-05,1.2555665714472293e-188,1.7593790429894065e-192
46,2,7.412946363101178e-05,1.378684034534139e-188,2.690123807933522e-192
47,2,7.412946363101178e-05,1.3917252723012463e-188,3.712134887900073e-192
48,2,7.412946363101178e-05,2.2807810615259363e-188,4.743813367474225e-192
49,2,7.412946363101178e-05,1.0721130848395558e-187,6.4345441349810985e-192
50,2,7.412946363101178e-05,1.1402564561011627e-187,1.4382060928075667e-191
51,2,7.412946363101178e-05,1.1735415940649528e-187,2.283472087733342e-191
52,2,7.412946363101178e-05,1.253720965004463e-187,3.153412176900517e-191
53,2,7.412946363101178e-05,1.313869658384443e-187,4.0827888036878703e-191
54,2,7.412946363101178e-05,1.3975785615458e-187,5.0567533342588645e-191
55,2,7.412946363101178e-05,8.975357053944605e-187,6.092770825754775e-191
56,2,7.412946363101178e-05,1.2652649058553282e-186,1.2746154868812093e-190
57,2,7.412946363101178e-05,1.675948226489311e-186,2.2125495751031903e-190
58,2,7.412946363101178e-05,8.943739210640218e-186,3.4549210061331707e-190
59,2,7.412946363101178e-05,9.028716434602862e-186,1.008486691153725e-189
60,2,7.412946363101178e-05,1.0041257162508817e-185,1.6777805977273362e-189
61,2,7.412946363101178e-05,1.5738357729727597e-185,2.42213360536517e-189
62,3,7.412946363101178e-05,1.6259243459081097e-185,3.5888096223028647e-189
63,3,7.412946363101178e-05,6.160129893002339e-185,4.794098618970583e-189
64,3,7.412946363101178e-05,7.681581448473961e-185,9.360569867626838e-189
65,3,7.412946363101178e-05,1.4651961119495553e-184,1.505488499375989e-188
66,3,7.412946363101178e-05,8.593641564132719e-184,2.591630518306633e-188
67,3,7.412946363101178e-05,1.645001058450454e-183,8.962050916169909e-188
68,3,7.412946363101178e-05,2.242422274065367e-183,2.115635552970779e-187
69,3,7.412946363101178e-05,1.3480244424307802e-182,3.7779311570777725e-187
70,3,7.412946363101178e-05,1.662662803176715e-182,1.3770764044966518e-186
71,3,7.412946363101178e-05,2.2564822977541476e-182,2.6095994224838957e-186
72,3,7.412946363101178e-05,2.4425956170313842e-182,4.282317646737775e-186
73,3,7.412946363101178e-05,3.0060995857727807e-182,6.093000676317743e-186
74,3,7.412946363101178e-05,4.645472896199849e-182,8.321406175465173e-186
75,3,7.412946363101178e-05,7.148393638692442e-182,1.176507031654215e-185
76,3,7.412946363101178e-05,1.843902279572523e-181,1.706413617913822e-185
77,3,7.412946363101178e-05,1.8804319611453303e-181,3.073288487640933e-185
78,3,7.412946363101178e-05,3.293881685026548e-181,4.467242614384082e-185
79,3,7.412946363101178e-05,3.3465415494143087e-181,6.908979440134394e-185
80,3,4.7384159997242505e-05,4.6371016090768817e-181,9.389752740904173e-185
81,3,4.7384159997242505e-05,4.997167169362391e-181,1.1587004386583869e-184
82,3,4.7384159997242505e-05,9.879727641546135e-181,1.3954870073444218e-184
83,4,4.7384159997242505e-05,1.1680999750619719e-180,1.8636296026406233e-184
84,4,4.7384159997242505e-05,3.292335597647315e-180,2.417123963751738e-184
85,4,4.7384159997242505e-05,4.446659679320363e-180,3.977169530987112e-184
86,4,4.7384159997242505e-05,4.826760492928755e-180,6.084181867969143e-184
87,4,4.7384159997242505e-05,9.932088213353427e-180,8.371301782622195e-184
88,4,4.7384159997242505e-05,1.3485277361473855e-179,1.3077538352704848e-183
89,4,4.7384159997242505e-05,3.2316832243258754e-179,1.946742375373754e-183
90,4,4.7384159997242505e-05,4.0416049070613275e-179,3.4780483249923724e-183
91,4,4.7384159997242505e-05,6.495406774971288e-179,5.393128860610716e-183
92,4,4.7384159997242505e-05,9.414971605804076e-179,8.47092279933484e-183
93,4,4.7384159997242505e-05,1.6199345443688674e-178,1.2932128008723996e-182
94,4,4.7384159997242505e-05,2.105370567851869e-178,2.0608051772267454e-182
95,4,4.7384159997242505e-05,2.1555646135809293e-178,3.058417335632528e-182
96,4,4.7384159997242505e-05,2.372675056391796e-178,4.079813520975658e-182
97,4,4.7384159997242505e-05,2.5155018061842643e-178,5.20408566591101e-182
98,4,4.7384159997242505e-05,3.938438130429966e-178,6.396035066486887e-182
99,4,4.7384159997242505e-05,9.461980139909195e-178,8.262230891602229e-182
100,4,4.7384159997242505e-05,2.25182214677186e-177,1.2745710700004112e-181
101,4,4.7384159997242505e-05,2.81109730989175e-177,2.3415780788801303e-181
102,4,4.7384159997242505e-05,3.055538100436488e-177,3.673592925877417e-181
103,5,4.7384159997242505e-05,3.6986222270379382e-177,5.121433988164947e-181
104,5,4.7384159997242505e-05,8.839721149281147e-177,6.873995061918178e-181
105,5,4.7384159997242505e-05,1.0763653244137417e-176,1.106262267460364e-180
106,5,4.7384159997242505e-05,1.549536288918434e-176,1.6162889349354097e-180
107,5,4.7384159997242505e-05,3.877798222352641e-176,2.350523689291854e-180
108,5,4.7384159997242505e-05,3.929766223720608e-176,4.187985803341655e-180
109,5,4.7384159997242505e-05,5.194583536037298e-176,6.0500725183070225e-180
110,5,4.7384159997242505e-05,4.097558515376011e-175,8.511482292213352e-180
111,5,4.7384159997242505e-05,7.460706636736815e-175,2.792741912127739e-179
112,5,4.7384159997242505e-05,8.33711744594705e-175,6.327935081804002e-179
113,5,4.7384159997242505e-05,1.0216730874071218e-173,1.027840815154957e-178
114,5,4.7384159997242505e-05,1.1486182292257548e-173,5.868952919012536e-178
115,5,4.7384159997242505e-05,1.4295532901465527e-173,1.1311583913950788e-177
116,5,4.7384159997242505e-05,1.7508238125566158e-173,1.8085402096439656e-177
117,5,4.7384159997242505e-05,1.471723460760871e-172,2.638153366255614e-177
118,5,4.7384159997242505e-05,1.5654235968553604e-172,9.61179135989447e-177
119,5,4.7384159997242505e-05,2.688840700693949e-172,1.7029419577579797e-176
120,5,4.7384159997242505e-05,3.5090767480957417e-172,2.977026537445777e-176
121,5,4.7384159997242505e-05,5.751263867832698e-172,4.6397730781894975e-176
122,5,4.7384159997242505e-05,1.6482563812114527e-171,7.36496115118694e-176
123,6,4.7384159997242505e-05,5.689635304877288e-171,1.5175085559566882e-175
124,6,4.7384159997242505e-05,4.000394910026119e-170,4.213494452079339e-175
125,6,2.0876685208658654e-05,2.5998259595739123e-169,2.316902969896255e-174
126,6,2.0876685208658654e-05,2.639427444559102e-169,7.744477785428604e-174
127,6,2.0876685208658654e-05,4.249428861121848e-169,1.3254727374544076e-173
