n_iterations,n_points,stoch_prior,trapezoid
75000,75,False,True
iteration,prior mass,worst L,evidence
0,1.0132448381928043,0.0,0.0
1,0.9867551618071957,4.736995854915052e-196,6.274074361833458e-198
2,0.9867551618071957,5.0577546322476e-196,9.579168430844925e-198
3,0.973685749353145,5.373515180037059e-196,1.6555528673174406e-197
4,0.9607894391523232,6.156108901758311e-196,2.4442061568817977e-197
5,0.9480639384933955,6.2461848131981415e-196,3.2338005617274416e-197
6,0.9355069850316178,7.056584861003742e-196,4.1140245656227295e-197
7,0.9231163463866358,8.964186262699873e-196,5.21738884003985e-197
8,0.9108898197456121,9.790997384063636e-196,6.406560052984937e-197
9,0.8988252314716089,1.2774080450703516e-195,7.937494188780972e-197
10,0.8869204367171575,2.4433226559010835e-195,1.0826956863397812e-196
11,0.8751733190429475,2.680571403779047e-195,1.395500230747274e-196
12,0.8635817900415641,2.7904560383975254e-195,1.7168146870677029e-196
13,0.8521437889662113,3.657997601453952e-195,2.1324456599550446e-196
14,0.8408572823643508,4.984895440864119e-195,2.691340303889615e-196
15,0.8297202637161938,9.517819119306445e-195,3.744321821318096e-196
16,0.8187307530779818,1.5580357213983198e-194,5.445187895641823e-196
17,0.8078867967299912,3.4918692362696966e-194,9.20667941411739e-196
18,0.7971864668291995,6.049538622680345e-194,1.5637017032769548e-195
19,0.7866278610665535,5.677773694978559e-193,7.518938120801264e-195
20,0.7762091023287752,1.019209171573036e-192,1.8067509813284076e-194
21,0.7659283383646487,1.120672279371154e-192,2.951257767657357e-194
22,0.7557837414557255,1.2474590119093524e-192,4.208374000551219e-194
23,0.7457735080913922,1.2494628679496645e-192,5.450832555055493e-194
24,0.7358958586482417,1.3675925416270825e-192,6.792746564914748e-194
25,0.7261490370736909,1.5989411285478156e-192,8.340885182513918e-194
26,0.7165313105737893,1.7365411688470164e-192,9.999982499372436e-194
27,0.7070409693051614,2.0223598775855242e-192,1.1906560706916191e-193
28,0.697676326071031,2.4256989579466846e-192,1.4163097882069654e-193
29,0.6884357160212701,2.694797804546782e-192,1.6636764582518616e-193
30,0.679317496356421,2.8496045093779006e-192,1.921788932659138e-193
