n_iterations,n_points,stoch_prior,trapezoid
20000,20,False,True
iteration,prior mass,worst L,evidence
0,1.048770575499286,0.0,0.0
1,0.951229424500714,6.763385226132345e-196,3.29854189801843e-197
2,0.951229424500714,6.670465132039484e-195,1.877135497444319e-196
3,0.9048374180359595,9.203442843196348e-194,4.3532584169827715e-195
4,0.8607079764250578,9.731243428778776e-194,8.542883004714652e-195
5,0.8187307530779818,2.6111714634372684e-192,1.1547974597236326e-193
6,0.7788007830714049,7.586952510684128e-191,3.0710731623603292e-192
7,0.7408182206817179,8.33747820324728e-191,6.160637989420401e-192
8,0.7046880897187134,2.9975530257482146e-189,1.1182164634945982e-190
9,0.6703200460356393,4.991107708633787e-189,2.79173333337531e-190
10,0.6376281516217733,7.228480743034495e-189,5.09723508660449e-190
11,0.6065306597126334,2.699716715363658e-188,1.3287951692086573e-189
12,0.5769498103804866,6.304747154408961e-188,3.148314418782039e-189
13,0.5488116360940264,1.487559214009236e-187,7.231964473627857e-189
14,0.522045776761016,2.2696940511327333e-187,1.3158854260614397e-188
15,0.4965853037914095,3.0914426343601974e-187,2.083787781948257e-188
16,0.4723665527410147,4.4536191161866917e-187,3.136096470618132e-188
17,0.44932896411722156,5.184754539106021e-187,4.301412070333071e-188
18,0.4274149319487267,7.759223680182493e-187,5.96030710566917e-188
19,0.4065696597405991,6.486393787303531e-186,1.9151656473783993e-187
20,0.38674102345450123,3.171379926495987e-185,8.050234773476704e-187
21,0.36787944117144233,7.19300636332821e-185,2.128654410062675e-186
22,0.3499377491111553,1.945661386523182e-184,5.534374877138786e-186
23,0.33287108369807955,2.1235540159201305e-184,9.070196339347796e-186
24,0.3166367693790533,3.6176716968265344e-184,1.4800022464536384e-185
25,0.30119421191220214,1.4237530598887576e-183,3.625026650164409e-185
26,0.2865047968601901,1.5804735331058444e-183,5.890036371753003e-185
27,0.2725317930340126,2.215822887673707e-183,8.910705540025575e-185
28,0.2592402606458915,1.250085701694123e-182,2.5121085052174397e-184
29,0.2465969639416065,3.217518726306453e-182,6.480913438408848e-184
30,0.23457028809379765,5.042503895323858e-182,1.2397485915303552e-183
31,0.22313016014842982,1.2056903662004297e-181,2.5854385546846625e-183
32,0.21224797382674304,2.03861730250063e-181,4.749802069174228e-183
33,0.20189651799465538,3.5108772700689205e-181,8.295448470728046e-183
34,0.19204990862075413,4.4984269921666003e-181,1.2616860998161522e-182
35,0.18268352405273466,4.517591448628449e-181,1.6745028196602487e-182
36,0.17377394345044514,5.311907216974348e-181,2.136230682339982e-182
37,0.16529888822158653,9.004548536935255e-181,2.8807617442047553e-182
38,0.1572371663136276,1.3098534033618665e-180,3.910979063408467e-182
39,0.14956861922263506,2.1077938232603983e-180,5.487934995542025e-182
40,0.1422740715865136,8.76242525069919e-180,1.1723862127822413e-181
41,0.1353352832366127,9.269511098011771e-180,1.7998935528916522e-181
42,0.12873490358780423,1.0101741357768521e-179,2.4503878630358844e-181
43,0.1224564282529819,1.096885199796662e-179,3.1222709515451117e-181
44,0.11648415777349697,4.117307606339882e-179,5.521275789519945e-181
45,0.11080315836233387,7.393103268224241e-179,9.618878587268378e-181
46,0.10539922456186433,2.1346277307711531e-178,2.0872971803027e-180
47,0.10025884372280375,1.3787378411078736e-177,9.001710433070364e-180
48,0.09536916221554961,2.0752358787561768e-176,1.0799970114634566e-178
49,0.09071795328941251,2.1449016493605012e-176,2.0533078775898919e-178
50,0.0862935864993705,5.820148541417265e-176,4.565561802820442e-178
51,0.0820849986238988,6.312913716586498e-176,7.157619080456142e-178
52,0.07808166600115317,9.809183498703225e-176,1.0988801889603033e-177
53,0.07427357821433388,2.3629654342238217e-175,1.976775361938131e-177
54,0.0706512130604296,2.390006815761613e-175,2.8214115948634e-177
55,0.06720551273974976,3.3280477247624124e-175,3.940193386841237e-177
56,0.06392786120670757,1.689303723053222e-174,9.342122231381085e-177
57,0.06081006262521797,1.0608889607125826e-173,4.16119261320296e-176
58,0.057844320874838456,1.4793352877175356e-173,8.441532821456821e-176
59,0.05502322005640723,1.7683196584252094e-173,1.3308492214669172e-175
60,0.05233970594843238,3.127321631128367e-173,2.1496057434394544e-175
61,0.049787068367863944,8.2493931963848e-173,4.204027018009404e-175
62,0.04735892439114093,1.9219277732017e-172,8.756945118872559e-175
63,0.0450492023935578,3.787047741765248e-172,1.729067381199202e-174
64,0.04285212686704019,4.527059638794495e-172,2.6994422560486925e-174
65,0.04076220397836621,4.762843533076333e-172,3.670566771337396e-174
