n_iterations,n_points,stoch_prior,trapezoid
200000,200,False,True
iteration,prior mass,worst L,evidence
0,1.0049875208073176,0.0,0.0
1,0.9950124791926823,4.819874004887667e-196,2.4039221888026574e-198
2,0.9950124791926823,5.351587078534428e-196,3.7318236503455786e-198
3,0.9900498337491681,6.233181348843197e-196,6.81741658602063e-198
4,0.9851119396030626,6.763385226132345e-196,1.0148776235844353e-197
5,0.9801986733067553,7.345262731125833e-196,1.3748699627550964e-197
6,0.9753099120283326,7.992513434744257e-196,1.764630465498738e-197
7,0.9704455335485082,1.1625943021669548e-195,2.32875003992354e-197
8,0.9656054162575665,1.2126304399396723e-195,2.9142137397107796e-197
9,0.9607894391523232,1.2188287529381178e-195,3.499735076354966e-197
10,0.9559974818331,1.3431321468227936e-195,4.1417532264886244e-197
11,0.951229424500714,1.4236989235303632e-195,4.81888820172217e-197
12,0.9464851479534838,1.4453306214224405e-195,5.50288303522169e-197
13,0.9417645335842487,2.0789603628834778e-195,6.4818326824122e-197
14,0.9370674633774034,2.3168636082622766e-195,7.567365957647193e-197
15,0.9323938199059483,2.3767639937234765e-195,8.675410604047799e-197
16,0.9277434863285529,3.165429442245129e-195,1.0143769995431868e-196
17,0.9231163463866358,3.544757519779736e-195,1.1779888617815712e-196
18,0.9185122844014574,3.8675819941157175e-195,1.355610680496582e-196
19,0.9139311852712282,4.013447685404432e-195,1.5390121946746163e-196
20,0.9093729344682314,4.139518050348232e-195,1.7272312627549163e-196
21,0.9048374180359595,4.144146290118777e-195,1.9147209754154927e-196
22,0.9003245225862656,4.366589198768059e-195,2.1112891612327708e-196
23,0.8958341352965282,5.022376906886962e-195,2.336250932246467e-196
24,0.8913661439068313,5.2148208647469176e-195,2.5686676389153046e-196
25,0.8869204367171575,5.228185903669008e-195,2.800517851201066e-196
26,0.8824969025845955,5.53473958105644e-195,3.044738395628433e-196
27,0.8780954309205613,6.0653823077265055e-195,3.311038729769977e-196
28,0.8737159116880344,6.343581267225549e-195,3.5881642789694514e-196
29,0.8693582353988059,6.670465132039484e-195,3.8781166769248736e-196
30,0.8650222931107413,6.91725355108568e-195,4.177296849944721e-196
31,0.8607079764250578,9.351686061606959e-195,4.579752066148973e-196
32,0.8564151774836135,9.487845291051397e-195,4.986030494414462e-196
33,0.8521437889662113,1.1698849128569785e-194,5.484487652461402e-196
34,0.8478937040879159,1.2324410700636966e-194,6.006979341486947e-196
35,0.8436648165963837,1.4185477430435885e-194,6.605371245513319e-196
36,0.8394570207692074,1.7411029975749922e-194,7.336164858076147e-196
37,0.835270211411272,1.8780226242468072e-194,8.120496303309197e-196
38,0.8311042838521256,1.9432912341022837e-194,8.928038502775894e-196
39,0.8269591339433623,2.2531761576885297e-194,9.859684686615638e-196
40,0.8228346580560184,2.3974811136446194e-194,1.084605407264686e-195
41,0.8187307530779818,2.928484622437494e-194,1.204487927789009e-195
42,0.8146473164114145,3.223687685039014e-194,1.3357969009864124e-195
43,0.8105842459701871,3.847654887575827e-194,1.491739972537273e-195
44,0.8065414401773269,4.513938894725808e-194,1.6737746698641956e-195
45,0.8025187979624785,4.8511625861518243e-194,1.8684329393059077e-195
