n_iterations,n_points,stoch_prior,trapezoid
500000,500,False,True
iteration,prior mass,worst L,evidence
0,1.0019980013326668,0.0,0.0
1,0.9980019986673331,3.7494740986908743e-196,7.491454245984261e-199
2,0.9980019986673331,3.752294940385759e-196,1.123250979351261e-198
3,0.9960079893439915,3.7902238129799e-196,1.878270122523087e-198
4,0.9940179640539353,3.923223813378783e-196,2.658221631991053e-198
5,0.9920319148370607,4.388995827231837e-196,3.529026999467818e-198
6,0.9900498337491681,4.742951131285248e-196,4.468179221370897e-198
7,0.9880717128619305,5.005873174106525e-196,5.4574122171610736e-198
8,0.9860975442628619,5.258312687392932e-196,6.494454754123315e-198
9,0.9841273200552851,5.626741359098744e-196,7.601941471322247e-198
10,0.9821610323583008,5.688462593435517e-196,8.719339474913963e-198
11,0.9801986733067553,5.841935515776803e-196,9.864591726836729e-198
12,0.97824023505121,5.844360917112455e-196,1.1008030288584778e-197
13,0.9762857097579093,5.855066808423804e-196,1.2151274661695728e-197
14,0.9743350896087494,5.865630255554037e-196,1.329429329983921e-197
15,0.9723883668012469,6.0566187234462e-196,1.447217120285674e-197
16,0.9704455335485082,6.17783650668817e-196,1.5671222771205754e-197
17,0.9685065820791976,6.243487770994553e-196,1.6880595377721622e-197
18,0.9665715046375066,6.678849470321626e-196,1.8171713354821764e-197
19,0.9646402934831231,6.885066627141614e-196,1.9500036778741645e-197
20,0.9627129408911995,7.0567628793053665e-196,2.0858765073501698e-197
21,0.9607894391523232,7.145986662101696e-196,2.2231923692394497e-197
22,0.9588697805724845,7.159904250549535e-196,2.360500777131233e-197
23,0.9569539574730467,7.545063783409963e-196,2.504906446340045e-197
24,0.9550419621907147,7.631285577413556e-196,2.6506705025538525e-197
25,0.9531337870775047,7.778711555639419e-196,2.798953657481448e-197
26,0.951229424500714,7.966139453417683e-196,2.950506283471825e-197
27,0.9493288668428895,7.977353861710023e-196,3.101969030485781e-197
28,0.9474321065017983,8.111430500637458e-196,3.255669726672098e-197
29,0.9455391358903963,8.959741935271565e-196,3.425105572574829e-197
30,0.9436499474367985,1.0008879712248466e-195,3.6140032747938624e-197
31,0.9417645335842487,1.0410303972793348e-195,3.8100845068227854e-197
32,0.9398828867910889,1.0757288075468984e-195,4.012296461038997e-197
33,0.9380049995307295,1.093566001867004e-195,4.217450673222022e-197
34,0.9361308642916188,1.2504419626667944e-195,4.4515662923505824e-197
35,0.9342604735772135,1.3098023139560888e-195,4.696305761535979e-197
36,0.9323938199059483,1.3865633578869894e-195,4.9548705550728007e-197
37,0.9305308958112057,1.4937855172916966e-195,5.232873455519031e-197
38,0.9286716938412872,1.5837957727371427e-195,5.527038912222538e-197
39,0.9268162065593822,1.6879818800308324e-195,5.839928913374009e-197
40,0.9249644265435393,1.6956944065496366e-195,6.153620523371108e-197
41,0.9231163463866358,1.814114071063016e-195,6.488548417297917e-197
42,0.9212719586963487,1.8178266579948327e-195,6.823491185749257e-197
43,0.9194312560951247,1.8275039304249347e-195,7.159544256638417e-197
44,0.9175942312201509,1.843607897766299e-195,7.497881276520778e-197
45,0.9157608767233256,1.8658769602100933e-195,7.839620928535073e-197
46,0.9139311852712282,1.9555180817814368e-195,8.197062958490017e-197
47,0.9121051495450904,1.97398617969904e-195,8.557159790481321e-197
48,0.910282762240767,1.9859955864465827e-195,8.918723541169415e-197
