n_iterations,n_points,stoch_prior,trapezoid
20000,10000,False,True
iteration,prior mass,worst L,evidence
0,1.0000999950001668,0.0,0.0
1,0.9999000049998333,3.7027600980155954e-196,3.702574966183913e-200
2,0.9999000049998333,3.7161316799902547e-196,5.560362117979078e-200
3,0.9998000199986667,3.7235369719188817e-196,9.283154463173585e-200
4,0.9997000449955004,3.7275012913605684e-196,1.3009537678077961e-199
5,0.9996000799893344,3.7362741252503623e-196,1.674431759876495e-199
6,0.9995001249791693,3.7364740201404393e-196,2.0478923855100918e-199
7,0.9994001799640054,3.737482282653849e-196,2.421416432722377e-199
8,0.9993002449428433,3.7385899069147394e-196,2.79501381431719e-199
9,0.9992003199146837,3.745789878100801e-196,3.169293259394036e-199
10,0.9991004048785274,3.750945857785305e-196,3.54405041253763e-199
11,0.999000499833375,3.7562829213050624e-196,3.9193032647531072e-199
12,0.9989006047782276,3.758673213621222e-196,4.29475736000389e-199
13,0.9988007197120864,3.766378332068477e-196,4.67094349950869e-199
14,0.9987008446339523,3.7672235044324094e-196,5.047176429715955e-199
15,0.9986009795428267,3.7891633401752795e-196,5.425562652661162e-199
16,0.9985011244377109,3.7903352991589243e-196,5.8040280591124295e-199
17,0.9984012793176064,3.79239688147439e-196,6.182661449557898e-199
18,0.9983014441815146,3.798298971645356e-196,6.561846185072541e-199
19,0.9982016190284373,3.7993806768595056e-196,6.941100979999318e-199
20,0.9981018038573761,3.8107788601420366e-196,7.321455506074247e-199
21,0.9980019986673331,3.811959615948755e-196,7.701889838263972e-199
22,0.99790220345731,3.816295191764863e-196,8.082718776989232e-199
23,0.997802418226309,3.816577410237677e-196,8.463537794552203e-199
24,0.9977026429733321,3.824651354748757e-196,8.845124271696616e-199
25,0.9976028776973818,3.8324408521986946e-196,9.227449674609697e-199
26,0.9975031223974601,3.8506452765928477e-196,9.61155274391452e-199
27,0.9974033770725698,3.880227046784574e-196,9.998567900586575e-199
28,0.9973036417217132,3.889265359115044e-196,1.0386445751859886e-198
29,0.9972039163438929,3.8953277767483185e-196,1.0774889363949056e-198
30,0.9971042009381119,3.89801474497716e-196,1.1163562052350282e-198
31,0.997004495503373,3.90096580758032e-196,1.15524900976946e-198
32,0.996904800038679,3.906711206205262e-196,1.1941952013726941e-198
33,0.9968051145430329,3.910608208736087e-196,1.233176344072092e-198
34,0.9967054390154381,3.9178887896184013e-196,1.2722261547978618e-198
35,0.9966057734548976,3.9179804108903575e-196,1.3112729738407069e-198
36,0.9965061178604149,3.921463370832562e-196,1.3503505963058523e-198
37,0.9964064722309933,3.9378769106522344e-196,1.3895878567774715e-198
38,0.9963068365656366,3.95260893707827e-196,1.428967969905903e-198
39,0.9962072108633482,3.9538815583446237e-196,1.468356823164772e-198
40,0.9961075951231319,3.9625820041043047e-196,1.50782840353643e-198
41,0.9960079893439915,3.9653300488452196e-196,1.547323407692623e-198
42,0.995908393524931,3.9763902202771686e-196,1.5869246117216757e-198
43,0.9958088076649545,3.982465527884912e-196,1.6265823542766556e-198
44,0.9957092317630661,3.9839021829733746e-196,1.6662504361630338e-198
45,0.99560966581827,3.992126341697942e-196,1.705996431958911e-198
46,0.9955101098295706,4.0042254855116387e-196,1.745858901553995e-198
47,0.9954105637959723,4.0048129280828165e-196,1.7857232325668275e-198
48,0.9953110277164796,4.011126037729429e-196,1.8256464124224943e-198
49,0.9952115015900972,4.0283553909248944e-196,1.8657370686647344e-198
50,0.9951119854158298,4.031414671403555e-196,1.9058541593085456e-198
51,0.9950124791926823,4.0345272068473535e-196,1.94599820856001e-198
52,0.9949129829196596,4.0379379442145347e-196,1.9861721774761887e-198
53,0.9948134965957668,4.0380416587744213e-196,2.0263431609627752e-198
54,0.9947140202200089,4.062078948431616e-196,2.0667492298425793e-198
55,0.9946145537913912,4.0717155159485615e-196,2.10724710502068e-198
56,0.9945150973089191,4.0719077269962575e-196,2.1477428421816427e-198
57,0.9944156507715979,4.092826562243166e-196,2.1884425501433774e-198
58,0.9943162141784332,4.1068860665088157e-196,2.2292779842685612e-198
59,0.9942167875284308,4.1213517257063607e-196,2.270253155066908e-198
60,0.9941173708205961,4.1222545223032907e-196,2.3112332034108674e-198
61,0.9940179640539353,4.123076273231689e-196,2.352217322306752e-198
62,0.993918567227454,4.132038638228908e-196,2.39328642160557e-198
63,0.9938191803401585,4.1455619882993853e-196,2.434485811846839e-198
64,0.9937198033910547,4.1470939144378774e-196,2.475696305408527e-198
65,0.993620436379149,4.1482596480296526e-196,2.516914261094112e-198
66,0.9935210793034477,4.149820155807368e-196,2.558143599163951e-198
67,0.9934217321629571,4.157449238180635e-196,2.5994446034685162e-198
68,0.993322394956684,4.166415172590943e-196,2.6408305385137205e-198
69,0.9932230676836347,4.1979501035071366e-196,2.6825255473810853e-198
70,0.9931237503428162,4.2149105406893516e-196,2.7243848250861293e-198
71,0.9930244429332351,4.2191145874550246e-196,2.766281664284747e-198
72,0.9929251454538985,4.220737483541672e-196,2.8081904281522704e-198
73,0.9928258579038134,4.2266133532318887e-196,2.850153338506719e-198
74,0.9927265802819868,4.230119278542351e-196,2.8921468570324293e-198
75,0.9926273125874261,4.239111831894788e-196,2.9342254389570763e-198
76,0.9925280548191384,4.239723384086676e-196,2.9763058830610155e-198
77,0.9924288069761313,4.245866463336171e-196,3.0184430850191206e-198
78,0.9923295690574124,4.254628340904212e-196,3.0606630201697614e-198
79,0.9922303410619892,4.267293164428022e-196,3.103004397759848e-198
80,0.9921311229888693,4.281714195378647e-196,3.1454846169604348e-198
81,0.9920319148370607,4.31586732491051e-196,3.1882993982969436e-198
82,0.9919327166055711,4.319902327028558e-196,3.2311499228755687e-198
83,0.9918335282934089,4.333364653194185e-196,3.2741296864807926e-198
84,0.9917343498995819,4.348776515100017e-196,3.3172579970532884e-198
85,0.9916351814230984,4.348975962956667e-196,3.360383972805475e-198
86,0.9915360228629667,4.365631441521616e-196,3.403670781245738e-198
87,0.9914368742181953,4.367387543476845e-196,3.4469706718639495e-198
88,0.9913377354877926,4.410015246488655e-196,3.4906888172160235e-198
89,0.9912386066707672,4.425833597776952e-196,3.5345593885773075e-198
90,0.991139487766128,4.433850844843251e-196,3.5785050352024414e-198
91,0.9910403787728836,4.452077940018508e-196,3.622626925356007e-198
92,0.9909412796900431,4.456287904822051e-196,3.666786121820311e-198
93,0.9908421905166154,4.458281740221796e-196,3.710960658348143e-198
94,0.9907431112516095,4.459741998833656e-196,3.755145245054832e-198
95,0.9906440418940348,4.496429097735788e-196,3.79968885208379e-198
96,0.9905449824429005,4.500798570700397e-196,3.844271286570017e-198
97,0.990445932897216,4.507793717046039e-196,3.8889185461783e-198
98,0.9903468932559909,4.523140687785679e-196,3.933713329532053e-198
99,0.9902478635182347,4.524754192102475e-196,3.9785196113234726e-198
100,0.9901488436829572,4.525759958112372e-196,4.0233313712912604e-198
101,0.9900498337491681,4.532918103643127e-196,4.068209519515164e-198
102,0.9899508337158773,4.553279590600019e-196,4.1132847488588645e-198
103,0.9898518435820949,4.557984355199309e-196,4.158402041104202e-198
104,0.9897528633468309,4.564639843594869e-196,4.2035806947329584e-198
105,0.9896538930090956,4.568850207164497e-196,4.248796498749252e-198
106,0.9895549325678993,4.577148293672174e-196,4.294089895535716e-198
107,0.9894559820222522,4.593671477620444e-196,4.339542252841242e-198
108,0.989357041371165,4.621760402558874e-196,4.3852679648954556e-198
109,0.9892581106136482,4.639178865478158e-196,4.431161418164554e-198
110,0.9891591897487125,4.640139430011573e-196,4.477059783830169e-198
111,0.9890602787753687,4.642595562504574e-196,4.522977852519634e-198
