max_level,L_per_level,levels_finished,lam,beta,quantile,evidence
300,2000,77,10,10,0.05,3.2305962975709765e-45
300,2000,97,10,10,0.05,9.717950023730833e-43
300,2000,6,10,10,0.05,3.7529393686617835e-41
300,2000,61,10,10,0.05,7.39002515760253e-47
300,2000,49,10,10,0.05,8.6950003577355e-45
300,2000,27,10,10,0.05,3.837138941083776e-42
300,2000,60,10,10,0.05,3.322783242355315e-43
300,2000,73,10,10,0.05,2.279377924121496e-40
300,2000,64,10,10,0.05,1.1766931246293938e-43
300,2000,95,10,10,0.05,8.359259431435939e-43
300,2000,27,10,10,0.05,6.527863026767881e-46
300,2000,64,10,10,0.05,7.101558558704421e-41
300,2000,68,10,10,0.05,1.0020289718835154e-44
300,2000,73,10,10,0.05,1.0762434600417452e-45
300,2000,74,10,10,0.05,3.9872168075978466e-44
300,2000,56,10,10,0.05,1.1199960792306499e-44
300,2000,43,10,10,0.1,7.874321268893933e-44
300,2000,0,10,10,0.1,1.7299327865374067e-42
300,2000,16,10,10,0.1,8.529013439118843e-38
300,2000,79,10,10,0.1,7.86898411226004e-45
300,2000,68,10,10,0.1,6.28528909012555e-44
300,2000,13,10,10,0.1,6.185371208508678e-38
300,2000,40,10,10,0.1,4.898709550139386e-43
300,2000,45,10,10,0.1,5.730671972884492e-44
300,2000,15,10,10,0.1,3.462362253289088e-40
300,2000,49,10,10,0.1,1.0949810000607101e-41
300,2000,65,10,10,0.1,1.8340747907619073e-42
300,2000,33,10,10,0.1,2.2270508062859055e-42
300,2000,12,10,10,0.1,9.187466737113508e-42
300,2000,69,10,10,0.1,5.1105384689693435e-46
300,2000,82,10,10,0.1,1.0201247706204096e-41
300,2000,31,10,10,0.1,2.287051522762595e-43
300,2000,0,10,10,0.2,1.5767871940903744e-44
300,2000,27,10,10,0.2,4.897921815269431e-40
300,2000,10,10,10,0.2,1.6429679579613205e-40
300,2000,0,10,10,0.2,1.4490063760173514e-41
300,2000,0,10,10,0.2,5.123512617993781e-44
300,2000,15,10,10,0.2,6.092034987534293e-42
300,2000,0,10,10,0.2,5.756192627188361e-42
300,2000,0,10,10,0.2,3.639365546775072e-45
300,2000,0,10,10,0.2,2.3071735497536494e-44
300,2000,0,10,10,0.2,2.540853439250087e-40
300,2000,0,10,10,0.2,5.437891162366771e-44
300,2000,0,10,10,0.2,2.0385867944286218e-43
300,2000,0,10,10,0.2,8.842123557257077e-41
300,2000,0,10,10,0.2,8.396005646619616e-44
300,2000,0,10,10,0.2,1.9171860531852601e-41
300,2000,0,10,10,0.2,8.422127302936785e-41
300,2000,0,10,10,0.36787944117144233,1.4261866297087739e-40
300,2000,0,10,10,0.36787944117144233,1.1892507677119505e-37
300,2000,0,10,10,0.36787944117144233,3.352980719263569e-41
300,2000,0,10,10,0.36787944117144233,1.1196677839221733e-40
300,2000,0,10,10,0.36787944117144233,5.622208796578498e-39
300,2000,0,10,10,0.36787944117144233,8.17796403264648e-43
300,2000,0,10,10,0.36787944117144233,2.603621612188826e-40
300,2000,0,10,10,0.36787944117144233,2.393017497227672e-38
300,2000,0,10,10,0.36787944117144233,9.862234289922859e-41
300,2000,0,10,10,0.36787944117144233,9.722600081693398e-41
300,2000,0,10,10,0.36787944117144233,1.319877714250676e-41
300,2000,0,10,10,0.36787944117144233,3.177563663236039e-41
300,2000,0,10,10,0.36787944117144233,3.9796069273861755e-44
300,2000,0,10,10,0.36787944117144233,6.941002244998989e-41
300,2000,0,10,10,0.36787944117144233,1.7726396366226532e-40
300,2000,0,10,10,0.36787944117144233,1.0001700545720255e-39
300,2000,0,10,10,0.4,7.313954043648742e-42
300,2000,0,10,10,0.4,3.527289688288064e-41
300,2000,0,10,10,0.4,2.1848050618099652e-40
300,2000,0,10,10,0.4,5.479500307333055e-38
300,2000,0,10,10,0.4,2.6794835843848883e-40
300,2000,0,10,10,0.4,2.3599091281683455e-41
300,2000,0,10,10,0.4,4.273664932534748e-43
300,2000,0,10,10,0.4,4.707321879286413e-38
300,2000,0,10,10,0.4,4.941886566119253e-38
300,2000,0,10,10,0.4,1.7859730618486655e-42
300,2000,0,10,10,0.4,4.326440163856345e-41
300,2000,0,10,10,0.4,2.4446355497538957e-39
300,2000,0,10,10,0.4,6.032589515840773e-40
300,2000,0,10,10,0.4,3.1511149769627017e-38
300,2000,0,10,10,0.4,3.787264701782964e-40
300,2000,0,10,10,0.4,8.904829689314723e-41
300,2000,0,10,10,0.5,5.205752590509087e-41
300,2000,0,10,10,0.5,1.0692826255095666e-40
300,2000,0,10,10,0.5,3.1442018405538937e-40
300,2000,0,10,10,0.5,4.426024309469966e-38
300,2000,0,10,10,0.5,1.0919853535940201e-39
300,2000,0,10,10,0.5,1.6115891153049946e-39
300,2000,0,10,10,0.5,4.3867829226318137e-41
300,2000,0,10,10,0.5,1.6321498020326867e-38
300,2000,0,10,10,0.5,1.2045851326191724e-39
300,2000,0,10,10,0.5,1.9453106039550646e-38
300,2000,0,10,10,0.5,6.784340268847383e-40
300,2000,0,10,10,0.5,1.064654617629195e-37
300,2000,0,10,10,0.5,2.2050849102913354e-38
300,2000,0,10,10,0.5,1.8046547421731393e-40
300,2000,0,10,10,0.5,2.186903234368315e-42
300,2000,0,10,10,0.5,6.060642647763196e-41
300,2000,0,10,10,0.6,3.5206015999961975e-38
300,2000,0,10,10,0.6,8.507202521930395e-40
300,2000,0,10,10,0.6,1.5644691219396115e-38
300,2000,0,10,10,0.6,2.3587833606857706e-39
300,2000,0,10,10,0.6,1.9894059400887795e-40
300,2000,0,10,10,0.6,1.3486386968235596e-39
300,2000,0,10,10,0.6,5.4017861801149545e-39
300,2000,0,10,10,0.6,9.257186979584942e-39
300,2000,0,10,10,0.6,4.510862871242363e-40
300,2000,0,10,10,0.6,2.3940146676538435e-40
300,2000,0,10,10,0.6,3.978654908164036e-40
300,2000,0,10,10,0.6,3.506758965482011e-39
300,2000,0,10,10,0.6,2.273631309519223e-38
300,2000,0,10,10,0.6,2.760551965920127e-40
300,2000,0,10,10,0.6,3.225564418293047e-40
300,2000,0,10,10,0.6,1.758956187407593e-39
300,2000,0,10,10,0.7,3.5955700148555414e-39
300,2000,0,10,10,0.7,4.4245220281847174e-39
300,2000,0,10,10,0.7,2.5555325422517788e-37
300,2000,0,10,10,0.7,4.034023751484408e-39
300,2000,0,10,10,0.7,1.7524770111733906e-40
300,2000,0,10,10,0.7,3.5484057106601074e-39
300,2000,0,10,10,0.7,4.2753735012802163e-41
300,2000,0,10,10,0.7,8.880434777881847e-40
300,2000,0,10,10,0.7,9.574623537628346e-40
300,2000,0,10,10,0.7,8.542673069103597e-39
300,2000,0,10,10,0.7,2.9195163065932733e-39
300,2000,0,10,10,0.7,4.4432493017253427e-39
300,2000,0,10,10,0.7,5.4256293941863804e-39
300,2000,0,10,10,0.7,3.850112512003433e-39
300,2000,0,10,10,0.7,9.401907016853915e-39
300,2000,0,10,10,0.7,9.224203087211161e-39
