max_level,L_per_level,levels_finished,lam,beta,quantile,evidence
100,200000,200185,10,10,0.36787944117144233,1.222196826875074e-41
100,200000,200183,10,10,0.36787944117144233,3.870296557732284e-42
100,200000,200170,10,10,0.36787944117144233,3.61878825236034e-42
100,200000,200091,10,10,0.36787944117144233,8.717977298157866e-42
100,200000,200127,10,10,0.36787944117144233,6.339822566602741e-42
100,200000,200164,10,10,0.36787944117144233,4.221617897674623e-42
100,200000,200109,10,10,0.36787944117144233,6.557078497182728e-42
100,200000,200153,10,10,0.36787944117144233,1.7895475911716708e-41
100,200000,200143,10,10,0.36787944117144233,1.4150812322665066e-41
100,200000,200133,10,10,0.36787944117144233,7.2316085468539e-42
100,200000,200150,10,10,0.36787944117144233,3.04863897021245e-42
100,200000,200149,10,10,0.36787944117144233,1.179902288565563e-41
100,200000,200171,10,10,0.36787944117144233,7.864762168906037e-42
100,200000,200140,10,10,0.36787944117144233,1.1742316956074924e-41
100,200000,200146,10,10,0.36787944117144233,6.413373089426952e-42
100,200000,200146,10,10,0.36787944117144233,6.562140372062299e-42
100,350000,350116,10,10,0.36787944117144233,9.920995196392722e-42
100,350000,350155,10,10,0.36787944117144233,6.76127887937758e-42
100,350000,350131,10,10,0.36787944117144233,3.200075853274934e-42
100,350000,350144,10,10,0.36787944117144233,9.091475939918686e-42
100,350000,350165,10,10,0.36787944117144233,5.84958947781643e-42
100,350000,350153,10,10,0.36787944117144233,3.4095366706048114e-41
100,350000,350178,10,10,0.36787944117144233,3.0360625622332745e-42
100,350000,350118,10,10,0.36787944117144233,6.901119001846597e-42
100,350000,350160,10,10,0.36787944117144233,6.472816221138819e-42
100,350000,350141,10,10,0.36787944117144233,4.3344439259473315e-42
100,350000,350136,10,10,0.36787944117144233,4.663230502456433e-42
100,350000,350119,10,10,0.36787944117144233,9.72675635095191e-42
100,350000,350123,10,10,0.36787944117144233,1.9866617568219656e-42
100,350000,350157,10,10,0.36787944117144233,6.091084133716371e-42
100,350000,350144,10,10,0.36787944117144233,6.604964009625997e-42
100,350000,350182,10,10,0.36787944117144233,5.654689318759771e-42
100,500000,500100,10,10,0.36787944117144233,7.882349117835279e-42
100,500000,500167,10,10,0.36787944117144233,1.0847512190079058e-41
100,500000,500168,10,10,0.36787944117144233,7.878585327684202e-42
100,500000,500169,10,10,0.36787944117144233,3.564785612573998e-42
100,500000,500153,10,10,0.36787944117144233,5.289339858321787e-42
100,500000,500164,10,10,0.36787944117144233,1.8314742577021438e-41
100,500000,500149,10,10,0.36787944117144233,6.933032901986184e-42
100,500000,500107,10,10,0.36787944117144233,1.1037565595243596e-41
100,500000,500123,10,10,0.36787944117144233,9.95262115464495e-42
100,500000,500155,10,10,0.36787944117144233,3.666933827682587e-42
100,500000,500137,10,10,0.36787944117144233,1.262552424200552e-41
100,500000,500178,10,10,0.36787944117144233,5.0503380197337253e-42
100,500000,500106,10,10,0.36787944117144233,6.839692193959025e-42
100,500000,500118,10,10,0.36787944117144233,8.356424248734713e-42
100,500000,500192,10,10,0.36787944117144233,3.4603361651765854e-42
100,500000,500152,10,10,0.36787944117144233,5.470145237382263e-42
100,750000,750114,10,10,0.36787944117144233,7.850162885310754e-42
100,750000,750214,10,10,0.36787944117144233,3.3611872659378196e-42
100,750000,750118,10,10,0.36787944117144233,1.0748713681012816e-41
100,750000,750159,10,10,0.36787944117144233,8.064556379490722e-42
100,750000,750199,10,10,0.36787944117144233,5.24913015283413e-42
100,750000,750143,10,10,0.36787944117144233,4.981674966767978e-42
100,750000,750141,10,10,0.36787944117144233,3.750594810565795e-42
100,750000,750187,10,10,0.36787944117144233,7.054416651051468e-42
100,750000,750136,10,10,0.36787944117144233,1.207751903213926e-41
100,750000,750187,10,10,0.36787944117144233,7.240866375535385e-42
100,750000,750141,10,10,0.36787944117144233,9.204567368120138e-42
100,750000,750107,10,10,0.36787944117144233,1.341758178172296e-41
100,750000,750157,10,10,0.36787944117144233,4.637979043190663e-42
100,750000,750161,10,10,0.36787944117144233,8.301831659750288e-42
100,750000,750146,10,10,0.36787944117144233,6.355023649483292e-42
100,750000,750157,10,10,0.36787944117144233,7.801070037359583e-42
