iteration,prior mass,evidence
0,1.0,0.0
1,0.9900498337491681,4.105563313569173e-198
2,0.9801986733067553,8.802152297920172e-198
3,0.9704455335485082,1.3566806758654405e-197
4,0.9607894391523232,2.098053910818111e-197
5,0.951229424500714,3.1996772186020383e-197
6,0.9417645335842487,4.7391491363114584e-197
7,0.9323938199059483,6.532204413414693e-197
8,0.9231163463866358,9.020031941009522e-197
9,0.9139311852712282,1.1970388879803004e-196
10,0.9048374180359595,1.5321985663001405e-196
11,0.8958341352965282,1.86487216501663e-196
12,0.8869204367171575,2.2423975668632865e-196
13,0.8780954309205613,2.667015664107608e-196
14,0.8693582353988059,3.187588375149054e-196
15,0.8607079764250578,4.419183412875831e-196
16,0.8521437889662113,6.067514807320872e-196
17,0.8436648165963837,7.774501532685969e-196
18,0.835270211411272,1.1506469823442247e-195
19,0.8269591339433623,1.6724161033873188e-195
20,0.8187307530779818,2.2278242644445684e-195
21,0.8105842459701871,2.9244146349907963e-195
22,0.8025187979624785,3.8914253509840725e-195
23,0.794533602503334,4.882927663496607e-195
24,0.7866278610665535,6.300552076100312e-195
25,0.7788007830714049,7.759508510688268e-195
26,0.7710515858035663,9.242361191189415e-195
27,0.7633794943368531,1.1536618512768067e-194
28,0.7557837414557255,1.4111927765387785e-194
29,0.7482635675785653,1.689377587578052e-194
30,0.7408182206817179,1.9981336390287274e-194
31,0.7334469562242892,2.3318697268929195e-194
32,0.7261490370736909,2.675808680173262e-194
33,0.7189237334319262,3.066880993830098e-194
34,0.7117703227626097,3.4782803923972193e-194
35,0.7046880897187134,3.933111366095282e-194
36,0.697676326071031,4.480350617855661e-194
37,0.6907343306373547,5.055019357002857e-194
38,0.6838614092123558,5.7521153323757e-194
39,0.6770568744981647,6.466726296755225e-194
40,0.6703200460356393,7.205451666062252e-194
41,0.6636502501363194,8.056893222942773e-194
42,0.6570468198150567,9.067781969980523e-194
43,0.6505090947233165,1.1290640852407367e-193
44,0.6440364210831414,1.471531172434813e-193
45,0.6376281516217733,1.8709026613143938e-193
46,0.631283645506926,2.5152071784199483e-193
47,0.6250022682827008,3.1715450887298477e-193
48,0.6187833918061408,3.851115038256909e-193
49,0.6126263941844161,4.630437688832992e-193
50,0.6065306597126334,5.718206261522251e-193
51,0.6004955788122659,6.904838159485215e-193
52,0.5945205479701944,8.377715314640947e-193
53,0.5886049696783552,1.0073244273935713e-192
54,0.5827482523739896,1.2308918740702146e-192
55,0.5769498103804866,1.4795882042879647e-192
56,0.5712090638488149,1.8729236220481612e-192
57,0.5655254386995371,2.2776293594469214e-192
58,0.559898366565402,2.6862777112392267e-192
59,0.5543272847345071,3.118291747658971e-192
60,0.5488116360940264,4.171762237793841e-192
61,0.5433508690744998,5.302991815201136e-192
62,0.5379444375946745,6.677636419355986e-192
63,0.5325918010068972,8.157012398841478e-192
64,0.5272924240430485,1.0938791377463372e-191
65,0.522045776761016,1.4641391740666294e-191
66,0.5168513344916992,1.8645330320401164e-191
67,0.5117085777865424,2.3207480567844334e-191
68,0.5066169923655895,2.794266437748898e-191
69,0.5015760690660556,3.283253079777876e-191
70,0.4965853037914095,3.7974453272842987e-191
71,0.4916441974609651,4.36980719977061e-191
72,0.4867522559599717,5.072960755374549e-191
73,0.48190899009020244,5.958424422283701e-191
74,0.4771139155210344,6.938250130527337e-191
75,0.4723665527410147,8.11190500090122e-191
76,0.46766642700990924,9.312514300753384e-191
77,0.46301306831122807,1.0747921119297457e-190
78,0.4584060113052235,1.2731793324986146e-190
79,0.45384479528235583,1.523362178331097e-190
80,0.44932896411722156,1.7717710984902283e-190
81,0.4448580662229411,2.0251095651821244e-190
82,0.4404316545059993,2.300128965834445e-190
83,0.4360492863215356,2.589385133212021e-190
84,0.43171052342907973,2.8833402010631346e-190
85,0.4274149319487267,3.1794032839228646e-190
86,0.4231620823177488,3.4927771732799926e-190
87,0.418951549247639,3.9307115557122757e-190
88,0.4147829116815814,4.5207150790879e-190
89,0.4106557527523455,5.153540726407471e-190
90,0.4065696597405991,5.826103750696366e-190
91,0.40252422403363597,6.520466301248144e-190
92,0.39851904108451414,7.349389266421356e-190
93,0.3945537103716011,8.206444782267877e-190
94,0.39062783535852114,9.147286705136716e-190
95,0.38674102345450123,1.0173735746373685e-189
96,0.38289288597511206,1.1323201251353818e-189
97,0.37908303810339883,1.2532415180783802e-189
98,0.37531109885139957,1.3918250409348783e-189
99,0.3715766910220457,1.5722165135336923e-189
100,0.36787944117144233,1.7630077466445706e-189
101,0.3642189795715233,1.9839680149143026e-189
102,0.3605949401730783,2.3643821670339174e-189
103,0.3570069605691474,2.897928945738763e-189
104,0.35345468195878016,3.5874745976242815e-189
105,0.3499377491111553,4.302845645410455e-189
106,0.3464558103300574,5.028058394268696e-189
107,0.34300851741870664,5.797645235221049e-189
108,0.3395955256449391,6.585995982153223e-189
109,0.33621649370673334,7.54896208494338e-189
110,0.33287108369807955,8.929414258802121e-189
111,0.32955896107518906,1.0647896977117272e-188
112,0.32627979462303947,1.2390459785467018e-188
113,0.32303325642225295,1.4926203544618467e-188
114,0.31981902181630395,1.7459613819813406e-188
115,0.3166367693790533,2.019336139583527e-188
116,0.3134861808826053,2.3663877985392402e-188
117,0.31036694126548503,2.71302653228323e-188
118,0.30727873860113125,3.142631246200943e-188
119,0.3042212640667041,3.698068202989252e-188
120,0.30119421191220214,4.3078090636070215e-188
121,0.2981972794298874,5.242911386630252e-188
122,0.2952301669240142,6.219693611224357e-188
123,0.2922925776808594,7.319590215254928e-188
124,0.2893842179390506,8.575173365088636e-188
125,0.2865047968601901,9.830133648067512e-188
126,0.2836540264997704,1.1129553586921518e-187
127,0.2808316217783798,1.2639653258479631e-187
128,0.27803730045319414,1.4181194295223838e-187
129,0.27527078308975234,1.5899064531347042e-187
130,0.2725317930340126,1.7606800659904888e-187
131,0.2698200563846868,1.9606037808543447e-187
132,0.26713530196585034,2.1668623043222172e-187
133,0.26447726129982396,2.399028970178445e-187
134,0.261845668580326,2.710415925723325e-187
135,0.2592402606458915,3.049946466024096e-187
136,0.2566607769535559,3.4018529623076795e-187
137,0.25410695955280027,3.835478846567147e-187
138,0.2515785530597565,4.2872910927139494e-187
139,0.24907530463166822,4.764534004698946e-187
140,0.2465969639416065,5.367381698446388e-187
141,0.2441432831534371,6.140639558324445e-187
142,0.24171401689703645,6.942273280467626e-187
143,0.23930892224375455,8.116870670159104e-187
144,0.23692775868212176,9.294885484544225e-187
145,0.23457028809379765,1.0480058838418426e-186
146,0.23223627472975883,1.177723591985847e-186
147,0.22992548518672384,1.3209045355474338e-186
148,0.22763768838381274,1.504950586738557e-186
149,0.22537265553943872,1.7248977521024526e-186
150,0.22313016014842982,1.9787862210831892e-186
151,0.2209099779593782,2.3050144350432173e-186
152,0.21871188695221475,2.6565923094108753e-186
153,0.21653566731600707,3.0329105164876898e-186
154,0.21438110142697794,3.5827134228722795e-186
155,0.21224797382674304,4.2324187597720615e-186
156,0.21013607120076472,5.002548386112447e-186
157,0.20804518235702046,5.907882191329406e-186
158,0.20597509820488344,6.812377541669748e-186
159,0.20392561173421342,7.81918737287453e-186
160,0.20189651799465538,9.03987375929202e-186
161,0.1998876140751445,1.0481551771867149e-185
162,0.19789869908361465,1.2159106701854587e-185
163,0.19592957412690937,1.4128028527918508e-185
164,0.1939800422908919,1.6351878500365475e-185
165,0.19204990862075413,1.8855208733773364e-185
166,0.19013898010152055,2.1962204895917346e-185
167,0.1882470656387468,2.521533178680039e-185
168,0.18637397603940997,2.8580433413721013e-185
169,0.18451952399298926,3.201987095649873e-185
170,0.18268352405273466,3.589359874693066e-185
171,0.1808657926171221,3.9803173259828984e-185
172,0.17906614791149322,4.428652281155571e-185
173,0.17728440996987782,4.952022688689566e-185
174,0.17552040061699686,5.4831795267287086e-185
175,0.17377394345044514,6.151042578130148e-185
176,0.17204486382305054,7.018029198696748e-185
177,0.17033298882540943,8.066072652853058e-185
178,0.1686381472685955,9.275316523294833e-185
179,0.1669601696670407,1.1096255310354794e-184
180,0.16529888822158653,1.3148390062498954e-184
181,0.16365413680270405,1.6659854581839102e-184
182,0.16202575093388075,2.043027166232175e-184
183,0.16041356777517274,2.443609598065524e-184
184,0.15881742610692068,2.973540518239527e-184
185,0.1572371663136276,3.5221395597670677e-184
186,0.1556726303679973,4.069485152811375e-184
187,0.1541236618151314,4.763432537224549e-184
188,0.1525901057568839,5.475461496531314e-184
189,0.15107180883637086,6.185808705950301e-184
190,0.14956861922263506,6.98007395794328e-184
191,0.14808038659546247,7.8295301681608e-184
