n_iterations,n_points,stoch_prior,trapezoid
2000,10,True,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.8866625947467979,7.779302717840343e-196,8.816859847192077e-197
2,0.7241156261629044,9.259787980830782e-196,2.3868364507328234e-196
3,0.6859200135571909,1.5490371615831455e-194,8.303478784301204e-196
4,0.6483790779327737,3.959212622374583e-194,2.3166733402295622e-195
5,0.6255487887576553,1.3221351508351963e-187,3.018475098888975e-189
6,0.5847116390201489,1.3786491608210759e-186,5.93185773148268e-188
7,0.5163181893961082,1.6589467551579008e-183,1.135204099051725e-184
8,0.47040683094034114,5.180091384742871e-178,2.3782616760265967e-179
9,0.4113349424392376,3.606898141025624e-177,2.3684890158176915e-178
10,0.3941408239389106,1.2378770879810886e-176,4.4969095497763515e-178
11,0.3405434020815651,1.7765597389334662e-176,1.4018811728015611e-177
12,0.32201765528594856,2.242931587479566e-175,5.557079439755227e-177
13,0.31683561971918295,8.721559582015386e-171,4.520098903110887e-173
14,0.28981026101817187,1.2336219321537298e-167,3.3343595316792014e-169
15,0.22591418371222277,5.588379631567714e-167,3.90419132270434e-168
16,0.1605853563165645,1.2514307463662735e-166,1.2079641645402548e-167
17,0.1494763732120707,4.2337371218665484e-163,4.71533105721378e-165
18,0.1251181846204081,5.933487742517724e-162,1.4924434449577878e-163
19,0.11749566060990836,7.813583872232483e-161,7.448366512372356e-163
20,0.10255839969201301,1.1493061152656815e-160,2.461585183062855e-162
21,0.09895350974143514,2.893348471204407e-159,1.2891788010427454e-161
22,0.09523810887834733,1.3617077748197913e-157,5.1882081219431176e-160
23,0.09441707437653205,2.8293164187318684e-157,7.511174518274436e-160
24,0.08973974111135322,1.3716333738998145e-156,7.166703859198516e-159
25,0.08753325661786324,4.889945006827434e-156,1.7956291690782002e-158
26,0.0843370237495853,2.084636077329204e-155,8.458611517835801e-158
27,0.07873016474907321,2.716625187040076e-155,2.3690345898809272e-157
28,0.07674740253483897,3.189061795468284e-153,6.56005468590061e-156
29,0.04185764755014502,3.3587338868797675e-153,1.2374545705792447e-154
30,0.03909952675792414,1.5587759068485242e-151,5.536746809671109e-154
31,0.03878441520405998,2.051947092297385e-149,7.019597047975906e-153
32,0.036229592783833135,6.755328531358605e-149,1.7960624492710638e-151
33,0.02039385584094508,5.072716606287594e-148,8.212626821226125e-150
34,0.018295220010390727,1.2655672106475127e-147,1.0868591515465723e-149
35,0.017041298034380693,3.1766778111419865e-147,1.4851897633560116e-149
36,0.01617270252511816,9.501468233573595e-146,9.738122402438631e-149
37,0.014378025863418593,4.699298489818584e-145,9.407533566281305e-148
38,0.013678100519119215,7.636828017633875e-145,1.475274304587883e-147
39,0.012930376177360365,2.6966214719350266e-144,3.4916038196632827e-147
40,0.012878864998803393,2.9260487659551296e-144,3.642328040112805e-147
41,0.01285693462206849,5.228383893827901e-144,3.756988468619153e-147
42,0.011609913558360626,1.1367550824350998e-143,1.7932563789354528e-146
43,0.011550429857926769,1.954391346406196e-143,1.9095108083156024e-146
44,0.01126089925062839,3.405185683370768e-143,2.895416287185683e-146
45,0.010056287462799698,6.2669759475150735e-143,1.044468938760123e-145
46,0.006563596442858115,1.3909156212176137e-141,4.9624853935992406e-144
47,0.006215081154326723,1.6121633094879286e-141,5.52434895456515e-144
48,0.00503641430125148,1.6617793063100416e-140,2.5111190809305325e-143
49,0.004883494587168925,1.8421029141786953e-140,2.7928129318773797e-143
50,0.003770523463884495,2.138018506489987e-140,5.1723657906484395e-143
51,0.003429186401300337,3.043195638290803e-140,6.211121250691544e-143
52,0.0025964937764976345,4.0600274851801056e-139,4.001867068474892e-142
53,0.002577543611343231,1.2357102147116469e-137,6.34355833365179e-142
54,0.0025646853250389672,1.258767857978163e-137,7.962118084500607e-142
55,0.0023968809636970424,1.5064941577503123e-135,2.5359250181508216e-139
56,0.002297173708757991,1.7347367794897215e-135,4.265583441398127e-139
57,0.0018616286862881868,6.413117167159443e-135,3.2197596048117595e-138
58,0.0017795009813938508,1.13834627037756e-134,4.1546572704231226e-138
59,0.0017435691086310845,2.0923352170899696e-134,4.9064724983984395e-138
60,0.0016418790290810656,2.474800795076157e-134,7.423099395615884e-138
61,0.001623957711395696,2.1649756156069464e-133,1.130302097445298e-137
62,0.0015720013141434042,7.046598069588817e-132,3.7741886955524176e-136
63,0.001355561630314771,7.064438110428305e-132,1.906443620603291e-135
64,0.0008093006684084505,9.89375935371513e-132,7.311018122033374e-135
65,0.000762182435179678,1.8505427438885005e-130,1.6030448582668476e-134
