5,5000,3.8946643513048885e-40
5,5000,2.6790429050192135e-46
5,5000,6.334065811891786e-45
5,5000,1.8849507460890117e-45
5,5000,4.28572197382249e-42
5,5000,5.272646805518718e-45
5,5000,4.484573177875294e-43
5,5000,5.211969942051531e-45
5,5000,1.2946773361397906e-44
5,5000,5.56875620555238e-48
5,5000,1.0609265386711125e-49
5,5000,1.6788333318005962e-45
5,5000,2.0008232276086988e-45
5,5000,2.0839347361573762e-45
5,5000,3.3011488872926424e-42
5,5000,3.5033811517485865e-44
5,5000,2.2496352667024976e-45
5,5000,7.269379479278682e-47
10,10000,1.373116245417776e-41
10,10000,1.5180951131944401e-46
10,10000,2.3308253690675275e-46
10,10000,1.2749269196614604e-44
10,10000,4.3048107984788493e-42
10,10000,6.8973383133932936e-43
10,10000,4.009152523434e-44
10,10000,2.2870680056971786e-43
10,10000,6.319420513625646e-43
10,10000,5.607306842319791e-45
10,10000,3.594720385957425e-44
10,10000,9.936176289291135e-45
10,10000,2.164787141188276e-43
10,10000,1.1352885004467659e-45
10,10000,2.233080492011187e-45
10,10000,2.750628167153513e-45
10,10000,9.255915463705176e-44
10,10000,1.8413452145528024e-42
20,20000,3.00344853378927e-42
20,20000,1.4609799854425812e-42
20,20000,2.091899107113421e-43
20,20000,1.1117287834882131e-44
20,20000,4.527621478716985e-43
20,20000,7.922650680439059e-46
20,20000,6.462164906342357e-44
20,20000,2.70856975181864e-42
20,20000,1.954893788939169e-45
20,20000,6.97617591970884e-44
20,20000,3.4640795911316912e-43
20,20000,4.5211788092678473e-45
20,20000,1.0366139533701109e-42
20,20000,9.689892522532504e-43
20,20000,5.806246377460483e-40
20,20000,7.124103105965328e-42
20,20000,1.2844867342344158e-40
20,20000,2.1996583268857573e-43
35,35000,2.5229209657548755e-41
35,35000,2.347959249262676e-41
35,35000,1.6711849280668907e-43
35,35000,1.3637575425270055e-47
35,35000,4.7648806865958384e-42
35,35000,6.938775160579399e-43
35,35000,1.4473306992690795e-41
35,35000,1.3937201134129144e-39
35,35000,1.7841527924985037e-38
35,35000,5.3679265173034125e-42
35,35000,7.460151978248784e-42
35,35000,3.093816319495753e-41
35,35000,8.875405464493677e-42
35,35000,3.9151967585235145e-43
35,35000,2.835042610886866e-41
35,35000,7.953704154839642e-43
35,35000,1.629713294629221e-41
35,35000,6.968691882360915e-44
50,50000,1.8057433555881738e-53
50,50000,1.116452435302533e-43
50,50000,1.5134114272551593e-64
50,50000,1.4351214651532026e-43
50,50000,2.2211962309336666e-40
50,50000,2.03409293070124e-42
50,50000,2.9785574287257283e-59
50,50000,1.5464908128542948e-40
50,50000,1.1080227987868004e-42
50,50000,5.914308161337024e-46
50,50000,7.361518301474107e-70
50,50000,1.424747446159039e-41
50,50000,3.504475547833058e-58
50,50000,2.0933797066469704e-54
50,50000,5.4538704259315615e-39
50,50000,1.007923637204674e-40
50,50000,3.6571600035066243e-44
50,50000,4.536076098864177e-44
75,75000,4.2987375350000786e-42
75,75000,3.5183498912430837e-43
75,75000,7.741767381814343e-43
75,75000,3.8271247943952354e-40
75,75000,1.07028048553869e-50
75,75000,2.8399190309744256e-43
75,75000,1.2313454103102884e-41
75,75000,7.42940598999358e-44
75,75000,4.1250292222493466e-50
75,75000,3.472085523300824e-41
75,75000,7.276605621913876e-41
75,75000,7.340414648986177e-42
75,75000,9.386582089001529e-47
75,75000,3.1831389041051454e-68
75,75000,6.072103381562935e-43
75,75000,2.047118107516158e-45
75,75000,5.1959382033560064e-42
75,75000,6.950686546598518e-43
100,100000,1.1186867816951086e-74
100,100000,9.26157719721363e-44
100,100000,1.9237266590976146e-53
100,100000,4.8863862727395334e-60
100,100000,5.235131071041117e-40
100,100000,3.445379307850297e-55
100,100000,3.791663373098739e-46
100,100000,7.449574497040905e-46
100,100000,8.479856444583912e-97
100,100000,8.461022935427362e-60
100,100000,1.2929320790164894e-71
100,100000,1.4922082584620614e-50
100,100000,2.3133657703415386e-41
100,100000,3.2195811108552482e-77
100,100000,1.4287390709997237e-42
100,100000,5.82774477536942e-51
100,100000,4.547547895762219e-98
100,100000,2.9364983845254634e-49
