n_iterations,n_points,stoch_prior,trapezoid
1000,50,True,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9907707313800337,3.951729931567581e-196,3.64715770519983e-198
2,0.9636347127382171,4.271523411961127e-196,1.5238371598793144e-197
3,0.9450683287428729,5.782590954281868e-196,2.5974552013313223e-197
4,0.9433856173794074,8.287988674357754e-196,2.736918128557477e-197
5,0.9048878612960667,4.2642704336090246e-195,1.9153402431205657e-196
6,0.8608086231924276,8.674841528431521e-195,5.739144295551262e-196
7,0.858808737074478,1.0363880266153513e-194,5.946410098274979e-196
8,0.8548457538314137,1.5382483274571788e-194,6.556015332813432e-196
9,0.8506842702911119,1.553492827542734e-194,7.202498815993026e-196
10,0.8384151350700916,2.3036827846312792e-194,1.0028918375090814e-195
11,0.8266937430469666,2.932578088562327e-194,1.3466308116537359e-195
12,0.8061346653544018,3.831527390322792e-194,2.1343575046421e-195
13,0.8056793152367306,4.542956471715596e-194,2.155043862281807e-195
14,0.8049255042538132,4.7465446765472255e-194,2.1908238373627055e-195
15,0.78600569691271,1.9702505587114892e-193,5.9184999358149175e-195
16,0.7654249913678577,4.2288161162673193e-193,1.46217018650373e-194
17,0.758630642354791,4.619859650409885e-193,1.7760595750664178e-194
18,0.7495002111752846,8.056913094766611e-193,2.5116904803767228e-194
19,0.7345648342030127,1.6088364854746415e-192,4.914548420107618e-194
20,0.7229278880780133,2.0813038328675642e-192,7.336550477391062e-194
21,0.7117619983773978,3.871610966974234e-192,1.1659548579483823e-193
22,0.6998974117644902,7.781907029598916e-192,2.0892459576110968e-193
23,0.6995875016228407,1.0628828002077736e-191,2.122185773528017e-193
24,0.6961991294804155,1.1108427485645566e-191,2.4985806359131304e-193
25,0.6567860055840063,1.3716812435686185e-191,7.904804915828186e-193
26,0.6531933173432342,2.3786986125173528e-191,8.759397169181408e-193
27,0.6333627349905395,3.557078378464673e-191,1.5813290741094728e-192
28,0.6239653557392946,4.066369922181436e-191,1.963461277455417e-192
29,0.6016039689753441,5.978916676479476e-191,3.3004299597773272e-192
30,0.5989303751792582,2.5260995969425345e-190,3.9758063808453906e-192
31,0.5936498480658263,4.123198351785658e-190,6.1530724499115604e-192
32,0.5858754289508564,5.414312442564716e-190,1.036238586470101e-191
33,0.583762373886357,1.0682364061943897e-189,1.2619628212892742e-191
34,0.5728334292998657,1.1226012222963198e-189,2.488847476409662e-191
35,0.5707487575952106,1.1649733065952155e-189,2.7317061653034147e-191
36,0.5663676652092287,1.4609079065785674e-189,3.371743415916633e-191
37,0.5309758922244473,2.098303222638482e-189,1.0798010546802261e-190
38,0.515506439711883,2.6826789651103613e-189,1.494796803252524e-190
39,0.5109094260662005,1.089927064565858e-188,1.995837762113321e-190
40,0.49332134364598623,1.1339499604608164e-188,3.9902382986116747e-190
41,0.49230832858851903,2.1480543983388942e-188,4.20783944358927e-190
42,0.4712631890138061,3.288199109342525e-188,1.112790036414529e-189
43,0.46856195939821554,3.503901259663221e-188,1.2074384549416022e-189
44,0.46653099379472046,5.0200035653855804e-188,1.3093930006488102e-189
45,0.45052232417024357,2.0762251073657964e-187,4.6331531816351196e-189
46,0.43126053434936634,2.1019435961229488e-187,8.681872758021029e-189
47,0.42505958185651105,2.1595712236315613e-187,1.0021012614288698e-188
48,0.42400094824948703,2.1875194221307497e-187,1.0252590771917236e-188
49,0.4116133747182798,2.420058086752349e-187,1.3250455521860978e-188
50,0.40919542564997563,3.9418728969462226e-187,1.4203580311715436e-188
51,0.3966428171121476,9.655800944204693e-187,2.6324129248894607e-188
52,0.38525530781936923,1.3500384249649589e-186,4.1697704358790956e-188
53,0.38519096881198983,1.5500321886607001e-186,4.1797431891215504e-188
54,0.37802915888405747,1.6375646017072724e-186,5.352535831335325e-188
55,0.36202747954562103,4.292959646215896e-186,1.2221992198494756e-187
56,0.36137696219295035,5.74719484647533e-186,1.259585719617593e-187
57,0.35551638213131104,7.965097897042442e-186,1.7263866588617142e-187
58,0.3548300329995773,8.667902022759873e-186,1.7858787291344553e-187
59,0.3456188036341101,9.643477052263269e-186,2.67416151922462e-187
60,0.33919069930289397,1.1870850596368553e-185,3.437232180561986e-187
61,0.3391166134883034,1.2859406276954319e-185,3.4467591764537777e-187
62,0.33910728131184936,3.680891499566213e-185,3.450194249351993e-187
63,0.3218964105697744,3.939703838923483e-185,1.0230767602728846e-186
64,0.3068839655610508,6.343243251321587e-185,1.97535266514711e-186
65,0.3030814278214273,1.0138333358059209e-184,2.3608666172561526e-186
66,0.30123392993678966,1.714625352612502e-184,2.677643288445915e-186
67,0.2975856229815924,2.8895555944686013e-184,3.731841865718806e-186
68,0.27950803171603045,2.8927411676432224e-184,8.96122111229067e-186
69,0.2703463678852369,2.9975242807467195e-184,1.1707452090774933e-185
70,0.26252020571826934,4.181907312316963e-184,1.498028057011694e-185
71,0.25594199748696866,7.685498658624076e-184,2.003596162389806e-185
72,0.25295288671303734,9.189158630646723e-184,2.2782702930521072e-185
73,0.2447151822279622,1.467082646958302e-183,3.4868096231345374e-185
74,0.24266036890535253,1.547729666720974e-183,3.804839177032187e-185
75,0.23874016556661215,2.440603572042173e-183,4.7616054041983293e-185
76,0.23799718974734907,3.331915128523071e-183,5.009158641431277e-185
77,0.2362925787250253,6.723060689431846e-183,6.155178976926998e-185
78,0.23486409825169657,6.898136169088249e-183,7.140564258917512e-185
