iteration,prior mass,worst L,evidence
94,0.1525901057568839,2.122777630791899e-181,3.6670144003592093e-183
95,0.14956861922263506,5.602418465427096e-181,5.3597775956107055e-183
96,0.14660696213035015,6.711450613226727e-181,7.347479126428989e-183
97,0.14370394977770293,1.277877565960841e-180,1.1057173485584082e-182
98,0.140858420921045,1.4223500006028048e-180,1.510451145656678e-182
99,0.13806923731089282,1.7318870745222445e-180,1.993506249945863e-182
100,0.1353352832366127,2.3894510479026587e-180,2.6467711927165007e-182
101,0.13265546508012172,2.937218889970438e-180,3.433892443809609e-182
102,0.1300287108784259,4.753185436994447e-180,4.682437425616058e-182
103,0.12745396989482075,6.761232008072607e-180,6.423279540700814e-182
104,0.12493021219858241,8.39655266687277e-180,8.542365982189878e-182
105,0.1224564282529819,9.40291870349573e-180,1.0868444915239326e-181
106,0.12003162851145673,1.1873712945362294e-179,1.3747582523325194e-181
107,0.11765484302177918,1.2442889328127766e-179,1.6704990403800953e-181
108,0.11532512103806251,1.394500571754375e-179,1.995378904212259e-181
109,0.11304153064044985,1.617709715504686e-179,2.364797541457381e-181
110,0.11080315836233387,1.6845042311519526e-179,2.741852298795341e-181
111,0.10860910882495796,1.9521893519658434e-179,3.170172313250425e-181
112,0.1064585043792528,2.9313484485570147e-179,3.800589413788187e-181
113,0.10435048475476504,4.4509808666504686e-179,4.738864915300064e-181
114,0.10228420671553748,5.594220783553073e-179,5.894786470464673e-181
115,0.10025884372280375,5.752202070699052e-179,7.059816190536693e-181
116,0.09827358560436154,6.73912676551378e-179,8.397706802781431e-181
117,0.09632763823049303,7.516728705612468e-179,9.860422651258294e-181
118,0.09442022319630235,7.901803103308918e-179,1.1367624454904899e-180
119,0.09255057751034329,8.608277432844665e-179,1.2977067331490571e-180
120,0.09071795328941251,1.2609088177876387e-178,1.5287839371353392e-180
121,0.08892161745938634,1.5556263941771372e-178,1.8082266801348197e-180
122,0.0871608514619813,1.7308323974624406e-178,2.1129857634007115e-180
123,0.08543495096732123,1.9022216215714056e-178,2.4412902871630277e-180
124,0.08374322559219596,3.8066474934894785e-178,3.085270503052343e-180
125,0.0820849986238988,4.737474415313417e-178,3.870851286761398e-180
126,0.08045960674953244,6.891123356178382e-178,4.990928877600256e-180
127,0.07886639979067495,6.981708720523804e-178,6.103259569425713e-180
128,0.07730474044329974,1.2091373419304856e-177,7.991520201711865e-180
129,0.07577400402284548,1.2095087759491107e-177,9.84295933591622e-180
130,0.07427357821433388,1.7990965127758218e-177,1.254237017568829e-179
131,0.07280286282743559,2.2053109381741733e-177,1.578575490535615e-179
132,0.07136126955638605,5.588804848742675e-177,2.3842538368512604e-179
133,0.06994822174465536,5.631876201654603e-177,3.180064871119883e-179
134,0.06856315415427791,8.519879351383617e-177,4.360125747472629e-179
135,0.06720551273974976,1.0147792078158574e-176,5.7378320266055096e-179
136,0.06587475442640295,1.4130798938146142e-176,7.618299842722532e-179
137,0.06457034689316847,1.5368598575706782e-176,9.622991418463391e-179
138,0.06329176835964073,1.6827158766626493e-176,1.1774475816390565e-178
139,0.06203850737735832,2.188003100051615e-176,1.451661473079822e-178
140,0.06081006262521797,6.092194432822251e-176,2.2000539010817342e-178
141,0.05960594270893937,6.639987753356434e-176,2.9995880508479856e-178
142,0.05842566596450083,7.630902261465265e-176,3.900245698677077e-178
143,0.05726876026546736,1.2868817049535394e-175,5.389046477119735e-178
144,0.056134762834133725,1.923719867344865e-175,7.57053986529429e-178
145,0.05502322005640723,1.1565519736230285e-174,2.0426109798754295e-177
146,0.05393368730035602,1.5279918248641305e-174,3.7074081240433662e-177
147,0.05286572873835037,1.6044664536188826e-174,5.420911810636495e-177
148,0.05181891717272583,2.3247183754186743e-174,7.854453892844643e-177
149,0.0507928338648985,3.1262570683357387e-174,1.1062254086641149e-176
150,0.049787068367863944,5.223412896525105e-174,1.631578255473144e-176
151,0.04880121836201296,6.477384148729308e-174,2.2701511755655292e-176
152,0.04783488949419837,9.280003423367349e-174,3.166904695707341e-176
153,0.046887695219988486,1.3527230893986395e-173,4.448196260577236e-176
154,0.045959256649044204,1.871700769888602e-173,6.185955448607921e-176
155,0.0450492023935578,2.8323232185844354e-173,8.763523246593632e-176
156,0.04415716841969286,4.067674867076754e-173,1.2392027422662653e-175
157,0.043282797901965896,4.437956866718484e-173,1.6272446065865233e-175
158,0.042425741080511385,4.7115015887680916e-173,2.031047064181269e-175
159,0.04158565512117316,5.031208698279619e-173,2.4537118427737743e-175
160,0.04076220397836621,9.217822595172319e-173,3.212754497792411e-175
161,0.039955058260653896,9.741731767352635e-173,3.9990542057044817e-175
162,0.039163895098987066,1.0874078591196345e-172,4.8593712455469307e-175
163,0.038388398017552075,1.50187307500425e-172,6.024069431898521e-175
164,0.03762825680717622,3.179897865188974e-172,8.441240844014863e-175
165,0.036883167401240015,3.4563483082343627e-172,1.1016529351705813e-174
166,0.036152831754046426,5.701777472747684e-172,1.518074069241882e-174
167,0.03543695772159864,6.462081834676265e-172,1.9806777273416103e-174
168,0.03473525894473856,6.593813307855535e-172,2.443364800638203e-174
169,0.034047454734599344,7.727470464392127e-172,2.97486347255174e-174
170,0.03337326996032608,7.751873519886596e-172,3.497482982471704e-174
171,0.03271243493901982,1.2765203370540686e-171,4.341052326606705e-174
172,0.03206468532786077,1.995904555189109e-171,5.633898726141027e-174
173,0.03142976201836771,2.73305718097909e-171,7.36918043652204e-174
174,0.030807411032751076,4.883344199843533e-171,1.0408334512399936e-173
175,0.0301973834223185,7.7700871471897745e-171,1.5148302207652979e-173
176,0.029599435167892,1.0534868144047e-170,2.144760822499924e-173
177,0.029013327082197053,1.757289292446326e-170,3.1747222857078664e-173
178,0.028438824714184505,1.9728981612620796e-170,4.308156951200534e-173
179,0.027875698255247015,2.6913574578156973e-170,5.8237315461552906e-173
180,0.02732372244729256,5.0342904295658166e-170,8.602538073492271e-173
181,0.026782676492638175,1.0036330902862273e-169,1.4032654308058682e-172
182,0.02625234396568796,1.1185213232171973e-169,1.9964536705953415e-172
183,0.02573251272635994,2.0028942364751233e-169,3.0376206637851555e-172
184,0.025222974835227212,2.3201832840292333e-169,4.219841961370817e-172
185,0.024723526470339388,2.800269659585957e-169,5.618432064096008e-172
186,0.024233967845691113,9.359554050586977e-169,1.0200482472422561e-171
187,0.023754103131304997,9.474713825885597e-169,1.474706331637134e-171
188,0.02328374037489701,1.5385409033190692e-168,2.198378671768725e-171
189,0.02282269142509298,2.263423889916564e-168,3.2419278791761075e-171
190,0.0223707718561656,3.1789134084341017e-168,4.678541056373113e-171
191,0.02192780089426162,3.671083890467801e-168,6.304724618563844e-171
192,0.021493601345089923,3.79695040581864e-168,7.953358772997591e-171
193,0.021067999523041434,3.8047883592115367e-168,9.572683631186903e-171
194,0.020650825181712566,4.310440211576684e-168,1.137088868728887e-170
195,0.02024191144580439,4.850488361321701e-168,1.3354320004096048e-170
196,0.019841094744370288,5.289006886560798e-168,1.5474242298229604e-170
197,0.01944821474538539,7.585863344544355e-168,1.845457628133376e-170
198,0.019063114291611637,1.0613183024227228e-167,2.2541717879947568e-170
199,0.018685639337732773,1.3709549910105803e-167,2.771672959996474e-170
200,0.01831563888873418,1.8361662594656257e-167,3.451055300434825e-170
201,0.017952964939502866,1.8526914363881588e-167,4.122978220376751e-170
202,0.017597472415623393,3.699235735378412e-167,5.4380288683715624e-170
203,0.01724901911534628,1.087498922427806e-166,9.227454754049307e-170
204,0.01690746565270528,1.8758174974338322e-166,1.563437436936031e-169
205,0.016572675401761255,1.9322305347733472e-166,2.2103293825545055e-169
206,0.01624451444194987,2.0295987750306213e-166,2.876364464600564e-169
207,0.015922851504511698,2.7010341416174196e-166,3.745187040714016e-169
208,0.01560755791998283,3.7500939042141446e-166,4.927567590093549e-169
209,0.015298507566725518,3.992989581775423e-166,6.161602430894011e-169
210,0.014995576820477703,4.0093856002462254e-166,7.376168602771845e-169
211,0.014698644504901784,8.102537704449562e-166,9.782073885395247e-169
212,0.01440759184311235,1.1053430607644838e-165,1.2999204285655078e-168
213,0.014122302410163962,1.194194493113129e-165,1.6406114983358404e-168
214,0.013842662086479501,1.5546265741626688e-165,2.0753477767431533e-168
215,0.013568559012200934,1.584682410923865e-165,2.5097140973325565e-168
216,0.013299883542443767,1.6455698159852822e-165,2.9518383406606165e-168
217,0.013036528203437736,3.679048288159276e-165,3.9207353498083623e-168
218,0.01277838764953576,3.696691036628046e-165,4.875001221607993e-168
219,0.012525358621074385,5.07179029545071e-165,6.15831139262572e-168
220,0.012277339903068436,1.468430857753079e-164,9.800294780828666e-168
221,0.012034232284723775,1.5449374818018096e-164,1.355615549775103e-167
222,0.011795938519751562,3.046279202061742e-164,2.0815248899909437e-167
223,0.011562363287468536,3.434990615990177e-164,2.8838536210108635e-167
224,0.011333413154667387,6.4164678405186554e-164,4.3529047852119104e-167
225,0.011108996538242306,6.723917596275008e-164,5.861863621289011e-167
226,0.01088902366855445,7.61433498842399e-164,7.53681073945728e-167
227,0.010673406553522925,8.114281823864976e-164,9.286388776871791e-167
228,0.010462058943426803,9.775424854843823e-164,1.1352401457617262e-166
229,0.010254896296404022,1.0687833376154186e-163,1.356652131075979e-166
230,0.010051835744633586,2.1384436740333083e-163,1.7908856834551816e-166
231,0.009852796061187257,3.897938216090905e-163,2.566730072079263e-166
232,0.009657697627537777,5.698202407557353e-163,3.6784404364114004e-166
233,0.009466462401710323,1.9547491994865006e-162,7.416609482409752e-166
234,0.009279013887064744,5.562771499751042e-162,1.7843942031820702e-165
235,0.009095277101695816,6.600436693993071e-162,2.997137223367473e-165
236,0.008915178548439553,6.908884366171398e-162,4.2414173023297493e-165
237,0.00873864618547329,7.316680050003379e-162,5.5330481206249615e-165
238,0.00856560939749806,7.71481640220409e-162,6.867995170680976e-165
239,0.00839599896749147,8.796501915920914e-162,8.359973643194115e-165
240,0.00822974704902003,9.621076311184562e-162,9.959496037688678e-165
241,0.008066787139099614,9.961123105420592e-162,1.158275976165419e-164
242,0.007907054051593441,1.5786871418801882e-161,1.4104445475442372e-164
243,0.007750483891136692,1.781017896006058e-161,1.6892988052982479e-164
244,0.007597014027577567,1.8324219846921475e-161,1.970520357271693e-164
245,0.007446583070924338,2.1818463476303932e-161,2.2987375906160866e-164
246,0.007299130846788583,3.79247035600047e-161,2.8579457795772757e-164
247,0.007154598372314579,6.3130720462295884e-161,3.7703897039515e-164
248,0.007012927832585425,7.1093036808980185e-161,4.777568593522788e-164
249,0.006874062557496248,7.529684670008212e-161,5.823180326558233e-164
250,0.006737946999085467,9.404340810103337e-161,7.103257427410747e-164
251,0.006604526709314811,9.926502802689679e-161,8.427654307754832e-164
252,0.006473748318289405,1.2517973787392814e-160,1.0064734778568276e-163
253,0.006345559512909116,1.4153043707607065e-160,1.187899654394144e-163
254,0.006219909015942573,1.9177480000795327e-160,1.4288656436607316e-163
255,0.006096746565515638,2.21987179408307e-160,1.7022704934536387e-163
256,0.005976022895005943,2.370949580765182e-160,1.9885002294370344e-163
257,0.0058576897133356225,5.873614009011807e-160,2.6835436630267664e-163
258,0.005741699685654202,7.827502069507494e-160,3.591455844745316e-163
259,0.005628006414404065,1.3403417040848896e-159,5.1153341740492546e-163
260,0.0055165644207607716,3.0958699029463655e-159,8.56543331449539e-163
261,0.00540732912644096,3.2567957015900446e-159,1.212300368452225e-162
262,0.005300256835870402,3.357304247047226e-159,1.5717746243258335e-162
263,0.005195304718705231,6.104869570180579e-159,2.2124936107335125e-162
264,0.00509243079269919,7.82181832727002e-159,3.0171547705657825e-162
265,0.004991593906910217,8.01081408247517e-159,3.824940315277031e-162
266,0.004892753725239476,2.1104010305290873e-158,5.910864527833175e-162
267,0.004795870710296421,3.0699608292508284e-158,8.885135136782174e-162
268,0.004700906107583276,3.3230187249222382e-158,1.2040826666988005e-161
269,0.004607821929992752,3.377768446248993e-158,1.5184994646091104e-161
270,0.004516580942612666,4.192723336958422e-158,1.9010476816847257e-161
271,0.004427146647831511,5.050217776964584e-158,2.3527103470588034e-161
272,0.004339483270738895,6.457700386572582e-158,2.918814171198052e-161
273,0.004253555744815125,6.6067699972159256e-158,3.486517571406205e-161
274,0.0041693296979041115,7.808372317446236e-158,4.144185904514094e-161
275,0.004086771438464067,8.413320289887367e-158,4.8387749837588096e-161
276,0.00400584794209042,1.0063022835879238e-157,5.653109975726003e-161
277,0.003926526838305624,1.7467915069450303e-157,7.038684279853875e-161
278,0.003848776397610543,2.5639025935353064e-157,9.032129845320194e-161
279,0.0037725655187922052,3.44501537257926e-157,1.165760633618968e-160
280,0.003697863716482932,3.602495802400511e-157,1.4348735628698775e-160
281,0.0036246411089657558,4.2820265991771195e-157,1.7484147159195327e-160
282,0.003552868406221362,4.631718916056871e-157,2.0808457008772683e-160
283,0.003482516898211663,6.023798135043427e-157,2.5046289836235842e-160
284,0.0034135584433954303,1.1079970449692503e-156,3.2686866252439005e-160
285,0.003345965457471272,5.656027181525444e-156,7.09176428191896e-160
286,0.003279710902343573,1.360801456514258e-155,1.6107693793766658e-159
287,0.00321476827530687,1.466921313655052e-155,2.5634266170255714e-159
288,0.0031511115984444414,1.9841792824029107e-155,3.8264892111960464e-159
289,0.0030887154082367687,2.627407349120614e-155,5.465891298283716e-159
290,0.0030275547453758153,2.7319182439171737e-155,7.136750605082777e-159
291,0.002967605144780944,5.511407449856259e-155,1.0440817358427584e-158
292,0.002908842625812584,5.989963795399458e-155,1.3960670969897086e-158
293,0.0028512436826796323,6.699816846497544e-155,1.781969466532313e-158
294,0.0027947852750368437,7.0363386183468655e-155,2.179229940559636e-158
295,0.0027394448187683684,1.6246062142427716e-154,3.0782944320875898e-158
296,0.0026852001769538205,3.869100838214904e-154,5.177074323220933e-158
297,0.0026320296510131984,4.271009887473823e-154,7.44799274336674e-158
298,0.00257991197202718,4.8086229789935595e-154,9.95413543120652e-158
299,0.0025288262922292556,5.171065738733685e-154,1.259580951663618e-157
300,0.0024787521766663585,5.4419306523545745e-154,1.5320808160348933e-157
301,0.0024296695950245975,6.500706959536339e-154,1.8511522961054995e-157
302,0.0023815589136168707,8.398557829766297e-154,2.255212636137755e-157
303,0.002334400887529135,1.0149933387550494e-153,2.7338634596166394e-157
304,0.0022881766529221693,1.2305640676875032e-153,3.302682281253533e-157
305,0.0022428677194858034,1.6916499909500833e-153,4.069150849629397e-157
306,0.0021984559630425313,3.579372690502217e-153,5.658813131132234e-157
307,0.002154923618297615,3.6155994009498446e-153,7.232768326948853e-157
308,0.002112253271732714,4.014340899756929e-153,8.945701501171691e-157
309,0.0020704278546402606,4.94336741181114e-153,1.1013285539574127e-156
310,0.002029430636295734,6.695372036511303e-153,1.375820183236104e-156
311,0.0019892452172651635,1.0124652255959963e-152,1.7826835766806663e-156
312,0.0019498555228451206,2.0267189640113093e-152,2.5810019833577794e-156
313,0.0019112457966326377,3.819253695179587e-152,4.0556053784267554e-156
314,0.0018734005942224233,4.372412312048838e-152,5.710353668130772e-156
315,0.0018363047770289071,6.5761968919156505e-152,8.149847645441495e-156
316,0.0017999435062305911,6.988559450896084e-152,1.0690976672283127e-155
317,0.0017643022368343355,1.4868038946610905e-151,1.5990134487184928e-155
318,0.0017293667118571557,1.5000114583141544e-151,2.1230503263983937e-155
319,0.0016951229566232505,1.5903623340593644e-151,2.6676501114059034e-155
320,0.001661557273173934,1.6267508728948364e-151,3.213680159910779e-155
321,0.0016286562347882806,1.683341657683336e-151,3.7675170448668656e-155
322,0.0015964066806122474,5.5629726204431156e-151,5.561550913894563e-155
323,0.0015647957103941666,1.0907641404791932e-150,9.009562189858396e-155
324,0.001533810679324463,1.272164230091677e-150,1.2951367009374006e-154
325,0.0015034391929775724,1.4868210426477308e-150,1.7467063509078538e-154
326,0.001473669102353996,1.5033161200454758e-150,2.1942449222042227e-154
327,0.0014444884990205433,2.7435213293860234e-150,2.9948209987010295e-154
328,0.0014158857103468033,8.680480662679528e-150,5.47768053851212e-154
329,0.001387849294835929,9.201462301471351e-150,8.05744074242909e-154
330,0.0013603680375478939,1.412274812121108e-149,1.1938549489760242e-153
331,0.0013334309456133593,1.5580364122262108e-149,1.6135446497109218e-153
332,0.0013070272438363876,1.745250942122752e-149,2.0743555037288032e-153
333,0.0012811463703842113,1.852078151290512e-149,2.5536895062997067e-153
334,0.0012557779725623694,2.361233423522656e-149,3.152696594681231e-153
335,0.001230911902673481,5.742291199776445e-149,4.580578737641131e-153
336,0.0012065382139580404,7.30515335002907e-149,6.361114075362801e-153
337,0.0011826471566155727,9.535842612915995e-149,8.639327702102026e-153
338,0.0011592291739045914,3.535989301282134e-148,1.6919901334466031e-152
339,0.0011362748983197658,4.297461748952845e-148,2.6784413464537018e-152
340,0.0011137751478448032,5.066262339406607e-148,3.8183377312271913e-152
341,0.0010917209222795108,6.850828525973246e-148,5.32923490743673e-152
342,0.0010701033996396044,7.647305070764422e-148,6.982392812451941e-152
343,0.0010489139326277882,9.874937251964414e-148,9.074839383894487e-152
344,0.0010281440451747298,1.1926974411258484e-147,1.1552058545667952e-151
345,0.0010077854290485105,1.746111375330458e-147,1.5106899666065719e-151
346,0.0009878299405312295,2.729233544089573e-147,2.0553218531071473e-151
347,0.0009682695971614017,4.5359750244456684e-147,2.9425741430583484e-151
348,0.0009490965745408727,4.7556966843603845e-147,3.854384944114511e-151
349,0.000930303203204949,5.297596857714012e-147,4.8499819934649324e-151
350,0.0009118819655545162,7.055872429883009e-147,6.149761022085047e-151
351,0.0008938254928488935,1.011315401021628e-146,7.975839915617338e-151
352,0.0008761265622582417,1.3989446028464475e-146,1.045182225821197e-150
353,0.0008587780939743372,1.5416019172922224e-146,1.3126265455067006e-150
354,0.000841773148378549,2.2165443087076385e-146,1.689548699308975e-150
355,0.0008251049232659046,3.5497865929282664e-146,2.2812351196367285e-150
356,0.0008087667511241114,5.264921284268543e-146,3.1414270221904316e-150
357,0.0007927520964664691,3.7080904074847374e-145,9.079805753708847e-150
358,0.0007770545532175816,6.718934193557461e-145,1.962688176268862e-149
359,0.0007616678421508473,1.8047683581849554e-144,4.739633103246495e-149
360,0.0007465858083766792,4.124598463469468e-144,1.0960366436339316e-148
361,0.0007318024188804728,6.332556591804038e-144,2.0322031496680177e-148
362,0.0007173117601093135,1.380466888305727e-143,4.0325906120002535e-148
363,0.0007031080356064829,1.8927680402279441e-143,6.721026191116288e-148
364,0.0006891855636927931,4.778165993808398e-143,1.3373414375890775e-147
365,0.0006755387751938444,8.43358368528936e-143,2.4882547660023618e-147
366,0.0006621622112122764,8.539839869288682e-143,3.630591910041215e-147
367,0.0006490505209441411,1.110553670373718e-142,5.086715485249317e-147
368,0.0006361984595385052,1.9074051885648454e-142,7.538124346135716e-147
369,0.0006236008859994445,2.0358683869599244e-142,1.0102824518193367e-146
370,0.0006112527611295723,5.2164771621001204e-142,1.6544195656038237e-146
371,0.0005991491455142981,8.76617472440075e-142,2.715443658408614e-146
372,0.0005872851975459907,1.6690129547092592e-141,4.695551943718769e-146
373,0.0005756561714872761,2.0664021938606348e-141,7.098576439737809e-146
374,0.0005642574155726738,2.4108123162951242e-141,9.846602554674325e-146
375,0.0005530843701478336,2.617257460162769e-141,1.2770876203764367e-145
376,0.000542132565845609,3.057990201309251e-141,1.6119927228050294e-145
377,0.0005313976217982529,5.150552020257582e-141,2.1649016003096505e-145
378,0.0005208752438850126,5.684276205070653e-141,2.7630226242395796e-145
379,0.0005105612230144218,7.567259595215291e-141,3.543511358221872e-145
380,0.0005004514334406108,1.1863852940374746e-140,4.742921925840143e-145
381,0.0004905418311129505,2.3820920505197183e-140,7.103480418693272e-145
382,0.00048082845205838073,7.136282298485029e-140,1.4035221919253443e-144
383,0.00047130741079576537,9.622647061659977e-140,2.3196983892218352e-144
384,0.0004619748987816513,1.0136856656911253e-139,3.2657217545816e-144
385,0.00045282718288679695,2.289615137830332e-139,5.360196633524565e-144
386,0.000443860603902874,2.72707242429878e-139,7.805447662259886e-144
387,0.0004350715750787321,3.1759620185509056e-139,1.0596809834802265e-143
388,0.00042645658068565383,3.532619258345249e-139,1.3640159345154737e-143
389,0.0004180121746110129,3.951923989080013e-139,1.6977324439145373e-143
390,0.0004097349789797868,4.753618838670444e-139,2.091198774754109e-143
391,0.0004016216828033581,5.096952161087644e-139,2.504729599554034e-143
392,0.0003936690406550783,6.1882256850442556e-139,2.9968570436135395e-143
393,0.00038587387137205064,7.339751408885884e-139,3.569003090889601e-143
394,0.00037823305678262576,2.3436028786498634e-138,5.359706597590204e-143
395,0.0003707435404590882,7.342059763900549e-138,1.0858554242602337e-142
396,0.0003634023264950478,7.437157014537726e-138,1.6318330335390871e-142
397,0.00035620647830703403,8.111654062065653e-138,2.2155353453821856e-142
398,0.0003491531174598264,1.0227331168945747e-137,2.9369059177668656e-142
399,0.0003422394225150394,1.136627259449354e-137,3.72273533154308e-142
400,0.00033546262790251185,1.2761062801530538e-137,4.587526347978456e-142
401,0.00032882002281403995,1.8106820164962145e-137,5.790290905616688e-142
402,0.0003223089501190191,2.8814091978096097e-137,7.666397380720698e-142
403,0.00031592680530155527,3.242117734599743e-137,9.73556387046903e-142
404,0.0003096710354186262,5.262751459164698e-137,1.3027820078427369e-141
405,0.0003035391380788668,6.186384420227384e-137,1.682124749533953e-141
406,0.00029752866044158134,8.952880763477454e-137,2.2202356457155953e-141
407,0.0002916371982355737,1.304445677111588e-136,2.9887448863648903e-141
408,0.0002858623947974087,1.3262906303067704e-136,3.7546516555550484e-141
