iteration,prior mass,worst L,evidence
1141,1.2285700473339545e-10,1.8524114974078777e-77,2.9490304228417913e-88
1142,1.2042427304611603e-10,2.1129828405408688e-77,3.463062453927936e-88
1143,1.1803971267373344e-10,2.1602451428431177e-77,3.9781859501535027e-88
1144,1.1570236976030416e-10,2.2244687255415897e-77,4.4981205713324726e-88
1145,1.1341130933749783e-10,3.4111124162029795e-77,5.279627036783065e-88
1146,1.1116561495059705e-10,4.418320154740685e-77,6.27184671388624e-88
1147,1.0896438829190488e-10,6.278354074901453e-77,7.653854750124408e-88
1148,1.0680674884140736e-10,7.082554566716115e-77,9.182014664469218e-88
1149,1.0469183351455536e-10,7.780508296379891e-77,1.0827526289140515e-87
1150,1.026187963170189e-10,8.210392157341595e-77,1.2529571123993588e-87
1151,1.0058680800627812e-10,8.642707940621366e-77,1.42857592748425e-87
1152,9.859505575991516e-11,9.307825863314945e-77,1.6139647582043783e-87
1153,9.664274285047445e-11,1.0217256487654331e-76,1.8134375756035221e-87
1154,9.472908832676101e-11,1.3539679582538416e-76,2.072540266431074e-87
1155,9.285332670144929e-11,1.3612398035238998e-76,2.3278764050607736e-87
1156,9.101470764487935e-11,1.3855793265654353e-76,2.582631660482029e-87
1157,8.921249568491297e-11,1.584516495444605e-76,2.8681951183674567e-87
1158,8.744596991273637e-11,1.604230741280107e-76,3.1515866132663856e-87
1159,8.571442369448667e-11,1.6210445100021325e-76,3.432277962357248e-87
1160,8.401716438858898e-11,1.6816663088759578e-76,3.7177003415726823e-87
1161,8.235351306869052e-11,1.689942876049783e-76,3.9988479112020043e-87
1162,8.072280425208101e-11,2.7211849360073815e-76,4.4425939378792265e-87
1163,7.912438563349047e-11,3.0671769032955794e-76,4.932857204753081e-87
1164,7.755761782415948e-11,3.092389357866217e-76,5.417362814735333e-87
1165,7.602187409607351e-11,3.3903207301965736e-76,5.938029194495257e-87
1166,7.451654013126447e-11,3.7139114573728616e-76,6.497096900402936e-87
1167,7.304101377607507e-11,3.8585595102983704e-76,7.066437525454135e-87
1168,7.159470480028924e-11,3.861536124949429e-76,7.624934961237693e-87
1169,7.017703466103233e-11,4.3435616682672356e-76,8.240708728750032e-87
1170,6.87874362713461e-11,4.720268486488525e-76,8.896636477521143e-87
1171,6.742535377334622e-11,5.117349518782309e-76,9.593661699089293e-87
1172,6.609024231587262e-11,5.305210913672566e-76,1.0301966486605116e-86
1173,6.478156783654034e-11,5.4027344590000815e-76,1.1009008557115363e-86
1174,6.349880684810845e-11,6.589674314182179e-76,1.1854306270785824e-86
1175,6.224144622907783e-11,6.892214514731322e-76,1.2720906181659264e-86
1176,6.100898301843587e-11,6.955317737026991e-76,1.3578123504580386e-86
1177,5.980092421446522e-11,1.0343149046854778e-75,1.4827636731263745e-86
1178,5.861678657753666e-11,1.3326046979552328e-75,1.6405624109260352e-86
1179,5.745609643680668e-11,1.8241218139767354e-75,1.8522864314233635e-86
1180,5.631838950074272e-11,2.121495843714723e-75,2.0936504850458732e-86
1181,5.520321067140113e-11,2.202216340080144e-75,2.3392369890546226e-86
1182,5.411011386238073e-11,2.2840323409612133e-75,2.588903835415033e-86
1183,5.303866182038308e-11,2.600329523540801e-75,2.8675166732014887e-86
1184,5.1988425950305175e-11,2.7265074573032367e-75,3.1538642663709653e-86
1185,5.0958986143795644e-11,3.580817826078892e-75,3.522487907373419e-86
1186,4.994993061120584e-11,4.274242406116008e-75,3.95378270212555e-86
1187,4.8960855716868466e-11,4.814744096449329e-75,4.429996952971262e-86
1188,4.7991365817637785e-11,4.864753022585791e-75,4.901629844736146e-86
1189,4.704107310462775e-11,1.1064629086552075e-74,5.953093484047081e-86
1190,4.610959744808222e-11,1.1505911263816884e-74,7.024841108908921e-86
1191,4.519656624531877e-11,1.210458998549688e-74,8.130027944250589e-86
1192,4.4301614271682353e-11,1.2766861280081926e-74,9.272600714225753e-86
1193,4.3424383534450674e-11,1.7084761829533303e-74,1.0771328535740668e-85
1194,4.256452312963228e-11,1.9076627184148747e-74,1.2411652173053838e-85
1195,4.172168910160028e-11,2.185337060585237e-74,1.4253528610434508e-85
1196,4.089554430550538e-11,2.246519434434285e-74,1.6109478950518457e-85
1197,4.008575827241402e-11,2.3069070662838605e-74,1.797758007243488e-85
1198,3.929200707711553e-11,2.628306679553084e-74,2.006380164094115e-85
1199,3.85139732085483e-11,2.7093963572900538e-74,2.2171803770285488e-85
1200,3.775134544279098e-11,3.1489545662465496e-74,2.4573283955613418e-85
1201,3.7003818718568756e-11,3.1542561428341256e-74,2.693117471742403e-85
1202,3.627109401522479e-11,4.136128506279695e-74,2.9961818250180347e-85
1203,3.5552878233107946e-11,4.171289515386664e-74,3.2957704211909567e-85
1204,3.484888407632904e-11,5.417924181465025e-74,3.6771891177532093e-85
1205,3.4158829937838525e-11,5.978391528879811e-74,4.0897304993552226e-85
1206,3.3482439786780416e-11,7.029359375505982e-74,4.5651894443392454e-85
1207,3.2819443058075496e-11,8.143866943387416e-74,5.1051251585866454e-85
1208,3.2169574544192215e-11,1.627684133840919e-73,6.162905827717238e-85
1209,3.153257428905999e-11,1.7061970072814226e-73,7.249753756661344e-85
1210,3.0908187484083317e-11,2.1539376922253204e-73,8.594644030428741e-85
1211,3.029616436621494e-11,2.2326688790888337e-73,9.961088998976377e-85
1212,2.969626011804729e-11,2.3208611676934786e-73,1.135338347288303e-84
1213,2.910823476988217e-11,2.4436113599219014e-73,1.2790288893581348e-84
1214,2.8531853103740085e-11,2.5938816116428406e-73,1.4285354698675369e-84
1215,2.796688455926927e-11,2.8101321322641768e-73,1.5872990959211327e-84
1216,2.7413103141518932e-11,3.2403214918922284e-73,1.7667420788958298e-84
1217,2.6870287330538113e-11,3.2868532313305125e-73,1.9451576691297894e-84
1218,2.6338219992764787e-11,3.2926936959026546e-73,2.120351146017984e-84
1219,2.5816688294169513e-11,3.6489455330656624e-73,2.310655222212121e-84
1220,2.5305483615119005e-11,3.7410752047553224e-73,2.501900737147197e-84
1221,2.4804401466925405e-11,4.2543000108737655e-73,2.715076115998065e-84
1222,2.431324141004843e-11,4.5909647447975545e-73,2.9405659665155606e-84
1223,2.3831806973916345e-11,4.6330046336137466e-73,3.163614763853678e-84
1224,2.3359905578335488e-11,4.637814872812555e-73,3.382473894946268e-84
1225,2.289734845645553e-11,6.055584207024555e-73,3.6625792551565688e-84
1226,2.24439505792602e-11,6.673087366321263e-73,3.965135619779473e-84
1227,2.199953058155324e-11,7.775241507645017e-73,4.310682901079338e-84
1228,2.1563910689409884e-11,8.043734024679809e-73,4.661083955905424e-84
1229,2.113691664906494e-11,8.322227894255691e-73,5.016438127229388e-84
1230,2.0718377657208856e-11,8.550487881246094e-73,5.374309384998828e-84
1231,2.030812629266445e-11,1.2016265389090253e-72,5.867278312259029e-84
1232,1.9905998449415737e-11,1.2293120271661693e-72,6.361618906423063e-84
1233,1.951183327096364e-11,1.3503223897377262e-72,6.8938689721418935e-84
1234,1.912547308598118e-11,1.4041111995611826e-72,7.436361634940299e-84
1235,1.8746763345242814e-11,1.4553551054889763e-72,7.987518789622285e-84
1236,1.8375552559802725e-11,2.619742198925742e-72,8.959995348936054e-84
1237,1.801169224039719e-11,3.286972044730857e-72,1.0155994047008891e-83
1238,1.765503683804685e-11,3.5232557898398886e-72,1.1412582258317405e-83
1239,1.730544368583542e-11,3.820108182286283e-72,1.2748065919551539e-83
1240,1.6962772941840653e-11,4.93934710217755e-72,1.4440635665903115e-83
1241,1.6626887533195942e-11,5.300218690052413e-72,1.6220901786517707e-83
1242,1.62976531012593e-11,6.069853444186687e-72,1.8219306537153187e-83
1243,1.5974937947868097e-11,6.550946685131234e-72,2.03333963015029e-83
1244,1.5658612982658053e-11,6.994255133414439e-72,2.254585381325039e-83
1245,1.5348551671425367e-11,7.06134642696886e-72,2.4735304145464597e-83
1246,1.504462998551128e-11,9.343011443019523e-72,2.75748479347417e-83
1247,1.474672635218919e-11,1.3585775947687275e-71,3.162209995105758e-83
1248,1.4454721606033618e-11,1.6493239026958766e-71,3.643820402640787e-83
1249,1.416849894125265e-11,1.8595625678758354e-71,4.176069356145148e-83
1250,1.3887943864964021e-11,2.800539111362782e-71,4.961774820182822e-83
1251,1.361294415139643e-11,3.0656027202067927e-71,5.8048146901517184e-83
1252,1.3343389796997741e-11,3.151599604455775e-71,6.654342086853957e-83
1253,1.3079172976432086e-11,4.058611412621757e-71,7.726695490208362e-83
1254,1.2820187999448302e-11,4.248449673584991e-71,8.826980131138532e-83
1255,1.2566331268602371e-11,5.122121708165792e-71,1.0127265202968476e-82
1256,1.2317501237817245e-11,5.821261117596312e-71,1.1575769786068227e-82
1257,1.2073598371762785e-11,6.247480001919653e-71,1.3099548064154349e-82
1258,1.1834525106040489e-11,6.786020946481269e-71,1.4721904253089535e-82
1259,1.1600185808156379e-11,7.668890459057544e-71,1.6519026658815233e-82
1260,1.1370486739266739e-11,8.211876132699433e-71,1.840528696033335e-82
1261,1.1145336016681316e-11,8.329752052212493e-71,2.0280736653846399e-82
1262,1.0924643577109027e-11,8.612152082443723e-71,2.2181373506888473e-82
1263,1.07083211406314e-11,1.138182649432089e-70,2.464351794570557e-82
1264,1.0496282175389584e-11,1.2674720452302671e-70,2.733105255514112e-82
1265,1.0288441862970217e-11,1.4711929316724838e-70,3.038878454062085e-82
1266,1.0084717064477094e-11,1.5284118531594664e-70,3.3502538508614994e-82
1267,9.885026287274447e-12,1.6240500701860442e-70,3.674561671592963e-82
1268,9.68928965238882e-12,1.6986019983793573e-70,4.0070403107657404e-82
1269,9.497428862556397e-12,2.3561942422194956e-70,4.459101599076581e-82
1270,9.30936717090307e-12,2.477378210180041e-70,4.92500153614813e-82
1271,9.125029350244622e-12,2.4877063911342498e-70,5.38357991072791e-82
1272,8.944341662994986e-12,3.0513028847747925e-70,5.934912772076012e-82
1273,8.767231831670027e-12,3.139697300709147e-70,6.490984031416036e-82
1274,8.593629009975718e-12,3.2549376754761825e-70,7.056050396317816e-82
1275,8.423463754468647e-12,3.346330497567828e-70,7.625479580447549e-82
1276,8.256667996777711e-12,3.687272628461484e-70,8.240501012324831e-82
1277,8.093175016375861e-12,4.010373240009304e-70,8.896168885857776e-82
1278,7.932919413891e-12,4.913506088976823e-70,9.683585764459793e-82
1279,7.775837084945365e-12,6.371140058822443e-70,1.068437928293845e-81
1280,7.62186519451289e-12,6.801180029088128e-70,1.1731569829188743e-81
1281,7.470942151784473e-12,7.513367136800863e-70,1.2865510058610425e-81
1282,7.32300758553066e-12,9.202294513888297e-70,1.422684750606234e-81
1283,7.17800231995246e-12,9.557552855188149e-70,1.5612742996106574e-81
1284,7.035868351010216e-12,9.675270047676872e-70,1.6987927528570898e-81
1285,6.896548823221205e-12,1.0422586372100835e-69,1.8439997340272169e-81
1286,6.759988006916693e-12,1.5309716019349581e-69,2.0530704657264821e-81
1287,6.6261312759493215e-12,1.8911378550313523e-69,2.3062119968096254e-81
1288,6.494925085841903e-12,1.9896021840628655e-69,2.5672601192099133e-81
1289,6.366316952369e-12,2.633099213057588e-69,2.9058980942502196e-81
1290,6.2402554305624016e-12,3.5832594575110663e-69,3.35760923449195e-81
1291,6.116690094132544e-12,4.055717177513074e-69,3.858755291995705e-81
1292,5.995571515297294e-12,4.867854277628163e-69,4.448342884079122e-81
1293,5.876851245010183e-12,5.545033491262492e-69,5.106650758912887e-81
1294,5.7604817935801365e-12,5.658514588528506e-69,5.765128997488865e-81
1295,5.646416611674971e-12,5.859103445809635e-69,6.433448697836325e-81
1296,5.5346100717010135e-12,6.823294685372615e-69,7.196337667830528e-81
1297,5.425017449551542e-12,6.996588176995054e-69,7.963112112247409e-81
1298,5.317594906716421e-12,7.493141915287905e-69,8.768044470612064e-81
1299,5.212299472746197e-12,7.961273530464614e-69,9.606330221957991e-81
1300,5.109089028063325e-12,8.442731235372873e-69,1.0477708267098798e-80
1301,5.007922287113773e-12,9.372343173641256e-69,1.1425877681036862e-80
1302,4.908758781852254e-12,1.1922566857368766e-68,1.2608161202328362e-80
1303,4.8115588455544655e-12,1.2018112601618326e-68,1.3776320981625315e-80
1304,4.716283596949873e-12,1.3308254304897442e-68,1.5044268219017562e-80
1305,4.622894924668662e-12,1.5533871371073642e-68,1.6494955841749235e-80
1306,4.531355471996758e-12,1.722975794309492e-68,1.807215845352955e-80
1307,4.4416286219325295e-12,2.3085027144170566e-68,2.0143505222823176e-80
1308,4.353678482539579e-12,2.436637305457207e-68,2.2286531129473428e-80
1309,4.267469872589465e-12,3.788949330323674e-68,2.5552931678859618e-80
1310,4.182968307488743e-12,4.763498900158202e-68,2.957816280304898e-80
1311,4.100139985484672e-12,5.780680566859559e-68,3.436620351699419e-80
1312,4.018951774144056e-12,6.17951832981515e-68,3.938324391843662e-80
1313,3.939371197099822e-12,6.317501080177803e-68,4.441074773281782e-80
1314,3.861366421060091e-12,7.547388839166365e-68,5.029807149365721e-80
1315,3.7849062430743565e-12,7.658889695573253e-68,5.615407218662358e-80
1316,3.7099600780519416e-12,7.75100722419116e-68,6.196315485176519e-80
1317,3.636497946527541e-12,1.2353718368739185e-67,7.103845968796238e-80
1318,3.5644904626690374e-12,1.3194407808659458e-67,8.0539420761008e-80
1319,3.4939088225227743e-12,1.5163094909841573e-67,9.124178184530871e-80
1320,3.4247247924915922e-12,1.538124274667818e-67,1.0188314544633957e-79
1321,3.3569106980410013e-12,1.6840041584178276e-67,1.13303067151753e-79
1322,3.2904394126290445e-12,1.7053427900211953e-67,1.2463869988382516e-79
1323,3.2252843468552502e-12,1.7295685611884898e-67,1.3590771522027746e-79
1324,3.1614194378245623e-12,1.80297229443611e-67,1.4742238137717874e-79
1325,3.0988191387218256e-12,1.9077483193283513e-67,1.5936494291744856e-79
1326,3.037458408592717e-12,2.1998730215559624e-67,1.728635243968488e-79
1327,2.9773127023270306e-12,2.6376980232465104e-67,1.8872814544922538e-79
1328,2.918357960840307e-12,2.8523257433985173e-67,2.05543958133024e-79
1329,2.8605706014498777e-12,3.4252770107313666e-67,2.253377294961149e-79
1330,2.8039275084414685e-12,3.748721893604848e-67,2.4657164978432682e-79
1331,2.7484060238226446e-12,4.713780096592181e-67,2.727432566972729e-79
1332,2.693983938259252e-12,4.9202751652200835e-67,2.995204203009772e-79
1333,2.6406394821914275e-12,4.949457953352438e-67,3.259230345361926e-79
1334,2.5883513171254756e-12,5.756815912367363e-67,3.5602436860420893e-79
1335,2.537098527098185e-12,5.7825602992595424e-67,3.8566160348801856e-79
1336,2.486860610310165e-12,5.8081401044492134e-67,4.1484048941406665e-79
1337,2.4376174709248527e-12,6.19203400388779e-67,4.4533200876727066e-79
1338,2.389349411029901e-12,6.195675152336698e-67,4.752373307015358e-79
1339,2.342037122757787e-12,6.412903667345318e-67,5.0557824539860965e-79
1340,2.2956616805623547e-12,9.74360350841507e-67,5.507646375265812e-79
1341,2.2502045336483773e-12,1.005403776206648e-66,5.964674246894745e-79
1342,2.205647498550986e-12,1.082871168023622e-66,6.44716953329056e-79
1343,2.1619727518620412e-12,1.212818332091752e-66,6.976864867628719e-79
1344,2.1191628231005284e-12,1.381603699758163e-66,7.568328427261614e-79
1345,2.0772005877241373e-12,1.4213136749933382e-66,8.164743416999152e-79
1346,2.0360692602792052e-12,1.5504513898599122e-66,8.802464655036933e-79
1347,1.9957523876863443e-12,1.572385096747797e-66,9.436401151161876e-79
1348,1.9562338426589448e-12,1.8787947475957218e-66,1.0178873499462908e-78
1349,1.9174978172520745e-12,1.9626889845331578e-66,1.0939141203169518e-78
1350,1.8795288165390832e-12,2.2261214589012909e-66,1.17843772757718e-78
1351,1.842311652413426e-12,2.2775923101070258e-66,1.263203254393768e-78
1352,1.8058314375132171e-12,2.3116867543387105e-66,1.3475340839740106e-78
1353,1.770073579266087e-12,2.687742682788856e-66,1.4436420058299356e-78
1354,1.735023774051959e-12,2.696936869489748e-66,1.538169117780352e-78
1355,1.7006680014814045e-12,2.813398986748029e-66,1.6348256135192955e-78
1356,1.6669925187873243e-12,2.9616996289758113e-66,1.734562278119934e-78
1357,1.6339838553276224e-12,3.651806204381701e-66,1.8551035201404209e-78
1358,1.6016288071967933e-12,3.882792108006317e-66,1.980731445676969e-78
1359,1.5699144319441785e-12,3.9825714714478266e-66,2.1070362117928235e-78
1360,1.5388280433968128e-12,4.419566632909218e-66,2.2444245773544124e-78
1361,1.5083572065847867e-12,4.436994364116604e-66,2.379623508559289e-78
1362,1.4784897327670918e-12,4.804724708368998e-66,2.523128497987732e-78
1363,1.449213674555958e-12,5.55031616923743e-66,2.6856198772485236e-78
1364,1.4205173211377586e-12,6.941345291413746e-66,2.884811174928687e-78
1365,1.3923891935884977e-12,6.977694462180542e-66,3.081080654760673e-78
1366,1.3648180402821088e-12,8.206464713201792e-66,3.30734235147183e-78
1367,1.3377928323896494e-12,9.502359699879436e-66,3.56414559783e-78
1368,1.3113027594676214e-12,1.0611882884976025e-65,3.8452551492930365e-78
1369,1.2853372251336503e-12,1.1603328198157039e-65,4.1465417660106174e-78
1370,1.2598858428277908e-12,1.296037241158925e-65,4.47640115908429e-78
1371,1.23493843165776e-12,1.3827826450155287e-65,4.821369631124141e-78
1372,1.2104850123264619e-12,1.4138279891319198e-65,5.167098917929828e-78
1373,1.1865158031401098e-12,1.6382107663794618e-65,5.559765083436664e-78
1374,1.1630212160954354e-12,1.7347082739242372e-65,5.967327628824963e-78
1375,1.1399918530443554e-12,1.8733077672019815e-65,6.398738475597988e-78
1376,1.117418501934587e-12,1.9668567125817568e-65,6.842723947155114e-78
1377,1.0952921331247048e-12,2.2562177916986303e-65,7.3419430169005345e-78
1378,1.0736038957721622e-12,2.5065230864564936e-65,7.885563693187496e-78
1379,1.0523451142928377e-12,2.507451945306297e-65,8.418617422939232e-78
1380,1.0315072848906821e-12,2.5198889241575614e-65,8.943707578078998e-78
1381,1.0110820721561003e-12,2.7472080129762885e-65,9.504830658990883e-78
1382,9.91061305731655e-13,3.0548973776013255e-65,1.0116444527466949e-77
1383,9.714369770438292e-13,3.109615409790125e-65,1.0726685676411442e-77
1384,9.522012360994867e-13,3.115172136447667e-65,1.1325912118548855e-77
1385,9.333463883457698e-13,3.535572770988283e-65,1.1992538981740568e-77
1386,9.148648915921756e-13,4.708677371116493e-65,1.2862773037220686e-77
1387,8.967493529935794e-13,6.387477653952887e-65,1.4019899017099227e-77
1388,8.789925260929949e-13,6.71096153179815e-65,1.5211552839665437e-77
1389,8.615873079229075e-13,7.950474664464043e-65,1.6595350300572929e-77
1390,8.445267361639731e-13,8.14035024610533e-65,1.7984140595738317e-77
1391,8.27803986360011e-13,9.884097207660395e-65,1.9637033442155775e-77
1392,8.114123691881265e-13,1.183497753225491e-64,2.1576977651621545e-77
1393,7.95345327782893e-13,1.3673413511770196e-64,2.3773890662066446e-77
1394,7.795964351135185e-13,1.426772052526581e-64,2.602089865395688e-77
1395,7.641593914129471e-13,1.4313561838220111e-64,2.823048945003123e-77
1396,7.49028021657866e-13,1.51369860742312e-64,3.052092278269829e-77
1397,7.341962730986241e-13,1.8992010730069247e-64,3.3337770060526395e-77
1398,7.196582128380358e-13,1.900652200968268e-64,3.6100949683736035e-77
1399,7.054080254581535e-13,1.9386275829638818e-64,3.886353031544039e-77
1400,6.914400106940203e-13,1.966480297861948e-64,4.161031289883167e-77
1401,6.777485811534877e-13,2.1874012789604308e-64,4.460517794760744e-77
1402,6.643282600821847e-13,3.3146291179775195e-64,4.905351664716226e-77
1403,6.511736791727428e-13,4.029909193561874e-64,5.435469330160357e-77
1404,6.382795764174015e-13,4.694314077050717e-64,6.0407590109137304e-77
1405,6.256407940031327e-13,6.31964902337937e-64,6.83948570032411e-77
1406,6.132522762484559e-13,6.619870077934597e-64,7.659589480265576e-77
1407,6.011090675810846e-13,6.990690694325221e-64,8.508483638567998e-77
1408,5.8920631055564e-13,8.342554027071637e-64,9.501477574126772e-77
1409,5.775392439106067e-13,8.472640033006875e-64,1.048998613337146e-76
1410,5.661032006637635e-13,8.78478548557379e-64,1.1494618000644083e-76
1411,5.548936062453291e-13,9.480494325418517e-64,1.2557342963386188e-76
1412,5.439059766680729e-13,1.1786429560752356e-63,1.3852392183905883e-76
1413,5.331359167336584e-13,1.2797528945987523e-63,1.5230693721512786e-76
1414,5.225791182745129e-13,1.293083167465603e-63,1.6595775560497566e-76
1415,5.122313584304917e-13,1.360373086075075e-63,1.800345695979505e-76
1416,5.020884979596853e-13,1.483354206655199e-63,1.9508002434483793e-76
1417,4.921464795826652e-13,1.9207108631864834e-63,2.1417576704358012e-76
1418,4.824013263595188e-13,2.180597414664537e-63,2.3542602296748288e-76
1419,4.728491400990196e-13,2.209720337393632e-63,2.5653368321387994e-76
1420,4.634860997992993e-13,2.361060905729617e-63,2.786403916243205e-76
1421,4.543084601193941e-13,2.396122298868052e-63,3.006311387123175e-76
1422,4.453125498810653e-13,2.7479235865842337e-63,3.253512126390159e-76
1423,4.3649477060026865e-13,2.778642700350828e-63,3.498526706709062e-76
1424,4.2785159504772e-13,4.057283298488331e-63,3.849204824861645e-76
1425,4.1937956583795446e-13,4.5232064345044066e-63,4.2324121952108534e-76
1426,4.1107529404632616e-13,5.169851608357264e-63,4.661730723992708e-76
1427,4.029354578533934e-13,5.213002543888389e-63,5.086060591798641e-76
1428,3.949568012161464e-13,5.87209579459712e-63,5.554574952659767e-76
1429,3.8713613256554675e-13,6.030764557629883e-63,6.026221065809801e-76
1430,3.794703235298559e-13,7.355310132779681e-63,6.590065094571512e-76
1431,3.719563076832501e-13,7.609906442511806e-63,7.161874670573723e-76
1432,3.645910793192012e-13,9.454960488699817e-63,7.858254102297059e-76
1433,3.5737169224815913e-13,1.328751693491154e-62,8.817531381958588e-76
1434,3.502952586190358e-13,1.7258157737586263e-62,1.0038793459868291e-75
1435,3.4335894776402575e-13,1.7670481347688048e-62,1.1264472975720504e-75
1436,3.365599850663017e-13,2.070342599078411e-62,1.2672091185984826e-75
1437,3.2989565085013043e-13,2.2541428515139376e-62,1.417432731933304e-75
1438,3.233632792929654e-13,2.592566658058557e-62,1.586788818904865e-75
1439,3.169602573590866e-13,3.399666521504544e-62,1.8044702119555349e-75
1440,3.1068402375434455e-13,3.5233883854882022e-62,2.0256062978311245e-75
1441,3.045320679016131e-13,4.304556358229439e-62,2.290420704645345e-75
1442,2.98501928936524e-13,5.861433953140836e-62,2.643873317366652e-75
1443,2.9259119472308833e-13,5.970136881214729e-62,2.9967522405935525e-75
1444,2.867975008888098e-13,7.7595671309518326e-62,3.4463178030262135e-75
1445,2.8111852987890444e-13,8.624943119633048e-62,3.9361258224109993e-75
1446,2.755520100292467e-13,8.825109340537783e-62,4.427377285606033e-75
1447,2.700957146576775e-13,1.3727467562383097e-61,5.17638846284601e-75
1448,2.647474611732955e-13,1.3745334473954711e-61,5.911523792789251e-75
1449,2.595051102033961e-13,1.8489278819699473e-61,6.880796680321168e-75
1450,2.543665647376923e-13,2.217575080333071e-61,8.020307717711501e-75
1451,2.49329769289483e-13,2.303699793865592e-61,9.180634181289789e-75
1452,2.443927090734307e-13,2.3986264948894556e-61,1.0364850525398557e-74
1453,2.3955340919962067e-13,2.4819129827491788e-61,1.1565922643821114e-74
1454,2.348099338835786e-13,3.3141160525319027e-61,1.3137965412789508e-74
1455,2.301603856719299e-13,3.523813379676029e-61,1.4776379432555142e-74
1456,2.2560290468339694e-13,3.753872711432604e-61,1.648719978412782e-74
1457,2.2113566786481615e-13,4.067319479815646e-61,1.8304167717444153e-74
1458,2.1675688826189617e-13,4.160430187116732e-61,2.012592840171608e-74
1459,2.1246481430441132e-13,4.6322641667744094e-61,2.2114130441156353e-74
1460,2.0825772910555018e-13,4.662719577607817e-61,2.4075776293295743e-74
1461,2.04133949775138e-13,5.496859245116973e-61,2.634255974701559e-74
1462,2.0009182674645818e-13,6.515366516159556e-61,2.897615105054139e-74
1463,1.9612974311640285e-13,8.122320193809569e-61,3.2194282238337464e-74
1464,1.9224611399869286e-13,8.773964384191567e-61,3.560176459435714e-74
1465,1.8843938588989806e-13,8.807273905616228e-61,3.895445430819356e-74
1466,1.8470803604801788e-13,8.880575332154024e-61,4.226810764433736e-74
1467,1.8105057188336354e-13,8.929357446554609e-61,4.553398813175364e-74
1468,1.7746553036150235e-13,9.376406187458962e-61,4.88954686825413e-74
1469,1.7395147741802437e-13,1.1324704560800778e-60,5.287502982213134e-74
1470,1.7050700738489757e-13,1.2002346392110809e-60,5.700920206961467e-74
1471,1.671307424281812e-13,1.3785298606049308e-60,6.16634841297622e-74
1472,1.6382133199687633e-13,1.4101410364392855e-60,6.6330219585365434e-74
1473,1.6057745228268374e-13,1.450388438253076e-60,7.103510521791406e-74
1474,1.5739780569046547e-13,1.6859027488401197e-60,7.639568014807497e-74
1475,1.5428112031918877e-13,1.8811285914735754e-60,8.225856611061099e-74
1476,1.512261494531488e-13,1.9811817195307363e-60,8.831101854410836e-74
1477,1.482316710632656e-13,2.3599828353622882e-60,9.5377936145096e-74
1478,1.4529648731825636e-13,2.54225473926308e-60,1.0283992093145372e-73
1479,1.4241942410548675e-13,2.660006655965768e-60,1.1049292822705513e-73
1480,1.3959933056130979e-13,2.664080207953634e-60,1.180058836226748e-73
1481,1.368350786107071e-13,3.6642491938723203e-60,1.2813479160433069e-73
1482,1.3412556251604073e-13,3.75685119447634e-60,1.3831404038103091e-73
1483,1.3146969843474545e-13,3.815493941202686e-60,1.484474736918709e-73
1484,1.2886642398577675e-13,3.965559931415878e-60,1.587709145371799e-73
1485,1.2631469782464424e-13,4.9040005969010586e-60,1.7128458115450176e-73
1486,1.2381349922686003e-13,5.554144017764085e-60,1.851765983836249e-73
1487,1.2136182767963523e-13,5.992775551359447e-60,1.9986891569179723e-73
1488,1.1895870248166113e-13,6.826660988676364e-60,2.162742367317122e-73
1489,1.1660316235081733e-13,6.920987348401972e-60,2.3257690017593526e-73
1490,1.1429426503964337e-13,8.344133323500596e-60,2.5184264717064278e-73
1491,1.1203108695842915e-13,1.130720944935876e-59,2.7743287575612983e-73
1492,1.0981272280576603e-13,1.2042413646025456e-59,3.041473345000139e-73
1493,1.0763828520641439e-13,1.223795377456246e-59,3.307580013265499e-73
1494,1.0550690435634157e-13,1.229926236277264e-59,3.5697241359658484e-73
1495,1.0341772767478878e-13,1.315064689255069e-59,3.844464384318364e-73
1496,1.0136991946322696e-13,1.338212238106137e-59,4.118504585318991e-73
1497,9.936266057106774e-14,1.8782685526504137e-59,4.495521710736048e-73
1498,9.739514806799009e-14,2.032053138315917e-59,4.8953307063915227e-73
1499,9.546659492275891e-14,2.1186793955441936e-59,5.303929287592846e-73
1500,9.357622968840175e-14,2.2694800919762353e-59,5.732943914186604e-73
1501,9.172329619361964e-14,2.4028857283433004e-59,6.178182659204725e-73
1502,8.990705324030856e-14,2.487663103187563e-59,6.630002717342362e-73
1503,8.81267743070703e-14,2.6865450179880643e-59,7.108282667214397e-73
1504,8.638174725859421e-14,3.6355918289224176e-59,7.742703275083226e-73
1505,8.467127406079322e-14,3.791700499748239e-59,8.391263482974022e-73
1506,8.299467050158224e-14,3.8261476775332057e-59,9.032756764395924e-73
1507,8.135126591718224e-14,3.907163186551919e-59,9.674861753673757e-73
1508,7.974040292384712e-14,4.200863776362529e-59,1.0351563353412198e-72
1509,7.81614371549011e-14,4.713011702425868e-59,1.1095731768089445e-72
1510,7.661373700298343e-14,6.267694101897311e-59,1.2065782879457443e-72
1511,7.509668336739705e-14,8.013196805268303e-59,1.3281427814067584e-72
1512,7.360966940646009e-14,9.081854837197127e-59,1.463191230747908e-72
1513,7.215210029476081e-14,1.0167104579034065e-58,1.6113838066460722e-72
1514,7.072339298522052e-14,1.1706926493288028e-58,1.7786415211781864e-72
1515,6.932297597586547e-14,1.2024568932678724e-58,1.9470356298130424e-72
