n_iterations,n_points,stoch_prior,trapezoid
4000,20,False,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.951229424500714,5.0577546322476e-196,2.4666960414889498e-197
2,0.9048374180359595,5.373515180037059e-196,4.959577551196306e-197
3,0.8607079764250578,6.2461848131981415e-196,7.71598403124559e-197
4,0.8187307530779818,7.743365647308413e-195,4.022048295475968e-196
5,0.7788007830714049,1.2880441575881109e-194,9.165204753439961e-196
6,0.7408182206817179,6.365131436963743e-194,3.334160494574331e-195
7,0.7046880897187134,5.677773694978559e-193,2.3848031212362027e-194
8,0.6703200460356393,3.175856668173908e-192,1.3299601191534512e-193
9,0.6376281516217733,1.096931771031536e-191,4.916037882931252e-193
10,0.6065306597126334,1.252352143650237e-191,8.810538948386978e-193
11,0.5769498103804866,3.1388163736845725e-191,1.8095424371510843e-192
12,0.5488116360940264,2.345228659948512e-190,8.40858771467437e-192
13,0.522045776761016,4.535761821274832e-190,2.0548944002302465e-191
14,0.4965853037914095,4.800572214626475e-190,3.277142791321661e-191
15,0.4723665527410147,1.18400155677226e-189,6.144646685996391e-191
16,0.44932896411722156,3.709506402322089e-189,1.4690454935398704e-190
17,0.4274149319487267,1.0708432141867629e-188,3.8156947578501854e-190
18,0.4065696597405991,2.6331002048762525e-187,5.870338527977222e-189
19,0.38674102345450123,4.824488030689474e-187,1.5436640370694643e-188
20,0.36787944117144233,7.957471373540584e-187,3.0445690478406784e-188
21,0.3499377491111553,1.7303762586266825e-186,6.149156845911827e-188
22,0.33287108369807955,1.194870025880009e-185,2.6541603789719137e-187
23,0.3166367693790533,1.5784437066656083e-185,5.216655505861753e-187
24,0.30119421191220214,6.460315809767144e-185,1.519303532049536e-186
25,0.2865047968601901,3.603776249888766e-184,6.813040040969492e-186
26,0.2725317930340126,9.578181475528354e-184,2.0196636681507505e-185
27,0.2592402606458915,1.1187577360096352e-183,3.506664136414059e-185
28,0.2465969639416065,1.6682525676782554e-183,5.6158853554982095e-185
29,0.23457028809379765,1.8714007419206008e-183,7.866558365941012e-185
30,0.22313016014842982,2.3393601379735706e-183,1.0542816294812112e-184
31,0.21224797382674304,9.616431429332759e-183,2.1007596151184488e-184
32,0.20189651799465538,1.032554335142288e-182,3.169603674564052e-184
33,0.19204990862075413,1.9716989040820593e-182,5.111058565708574e-184
34,0.18268352405273466,3.5183094890868296e-182,8.406442536118509e-184
35,0.17377394345044514,9.689729566480815e-182,1.7039585194813384e-183
36,0.16529888822158653,1.2419003754791546e-181,2.756475946573946e-183
37,0.1572371663136276,6.873322521798798e-181,8.29755742201923e-183
38,0.14956861922263506,1.8876079133135012e-180,2.2772767594593988e-182
39,0.1422740715865136,4.5414099096237415e-180,5.590029851549848e-182
40,0.1353352832366127,6.335510707331117e-180,9.986106640219996e-182
41,0.12873490358780423,8.745046715045223e-180,1.575816947680638e-181
42,0.1224564282529819,9.82215845142471e-180,2.1924987434005052e-181
43,0.11648415777349697,1.5132653556036047e-179,3.096261744490374e-181
44,0.11080315836233387,1.6398654645580578e-179,4.027869218344476e-181
45,0.10539922456186433,2.079342481650984e-179,5.151532130279073e-181
46,0.10025884372280375,2.3166425112916665e-179,6.34237460787876e-181
47,0.09536916221554961,2.8509233294978465e-178,2.0282481690723765e-180
48,0.09071795328941251,3.5273368825778583e-178,3.6688862484462517e-180
49,0.0862935864993705,1.6801879725944054e-176,7.800656491819339e-179
50,0.0820849986238988,2.724826195220826e-176,1.9268326979793376e-178
51,0.07808166600115317,3.3605910468802756e-176,3.2721890749476076e-178
52,0.07427357821433388,2.665088392404783e-175,1.3421079632858123e-177
53,0.0706512130604296,3.5925005803316213e-175,2.6434428550432293e-177
54,0.06720551273974976,5.478618959670351e-175,4.531210765665107e-177
55,0.06392786120670757,1.3857490845398183e-174,9.073213377018849e-177
56,0.06081006262521797,1.094779732701031e-173,4.32062403536072e-176
57,0.057844320874838456,2.1696120050223657e-173,1.0755132940780163e-175
58,0.05502322005640723,8.043798326558078e-173,3.3447498983128885e-175
59,0.05233970594843238,1.4065532322565195e-171,4.108980432209284e-174
60,0.049787068367863944,1.7104125904455628e-171,8.475043888858038e-174
61,0.04735892439114093,1.7849050352325952e-171,1.2809050299180646e-173
62,0.0450492023935578,2.8554768405853434e-171,1.9404407971469786e-173
63,0.04285212686704019,4.284121045826701e-171,2.8816945473894675e-173
64,0.04076220397836621,1.3718638149185985e-170,5.748784134331445e-173
65,0.03877420783172201,3.2470257946472177e-170,1.2203858902144443e-172
66,0.036883167401240015,4.017462760592256e-170,1.9801043410380203e-172
67,0.035084354100845025,4.598897132903286e-170,2.807360074019502e-172
68,0.03337326996032608,8.202863210507382e-170,4.2109389886540523e-172
69,0.03174563637806794,1.0794956685725116e-168,2.1781173009362294e-171
