n_iterations,n_points,stoch_prior,trapezoid
2000,10,False,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9048374180359595,5.0577546322476e-196,4.8130898974526765e-197
2,0.8187307530779818,6.2461848131981415e-196,1.0191471327209285e-196
3,0.7408182206817179,4.46946711849936e-192,3.4832941637738995e-193
4,0.6703200460356393,3.1388163736845725e-191,2.5611376653172493e-192
5,0.6065306597126334,1.18400155677226e-189,7.808787037730335e-191
6,0.5488116360940264,3.680056229205355e-188,2.2021803944903615e-189
7,0.4965853037914095,2.6331002048762525e-187,1.5953897023085932e-188
8,0.44932896411722156,2.2050422592100293e-185,1.0579761569947657e-186
9,0.4065696597405991,3.603776249888766e-184,1.6467472714418444e-185
10,0.36787944117144233,1.1187577360096352e-183,5.975245404656623e-185
11,0.33287108369807955,2.6678540838859257e-182,9.93724348601059e-184
12,0.30119421191220214,2.6690427602956575e-182,1.8391936016901579e-183
13,0.2725317930340126,8.827622927839285e-181,2.7141296207334116e-182
14,0.2465969639416065,1.936136162623394e-180,7.735465668459883e-182
15,0.22313016014842982,4.34637932521392e-180,1.7935028752011349e-181
16,0.20189651799465538,2.3166425112916665e-179,6.712578683499995e-181
17,0.18268352405273466,4.189143829850099e-179,1.4761178185974446e-180
18,0.16529888822158653,6.635701708707834e-179,2.6297103954975753e-180
19,0.14956861922263506,1.8417028421406783e-178,5.526758507798208e-180
20,0.1353352832366127,2.104050420195272e-177,3.547441506996905e-179
21,0.1224564282529819,1.7477217737563223e-176,2.605609678293857e-178
22,0.11080315836233387,2.724826195220826e-176,5.780923184095447e-178
23,0.10025884372280375,7.949451416871548e-176,1.4163074879210662e-177
24,0.09071795328941251,1.7749635576562928e-175,3.109780770607166e-177
25,0.0820849986238988,3.732583828835991e-175,6.3321034685642365e-177
26,0.07427357821433388,6.007071630146089e-175,1.1024479661908396e-176
27,0.06720551273974976,4.485137292977321e-174,4.272572371117108e-176
28,0.06081006262521797,1.4256576000423432e-173,1.3390294432591018e-175
29,0.05502322005640723,8.043798326558078e-173,5.993848900364592e-175
30,0.049787068367863944,1.1780781757703406e-172,1.2162444929660455e-174
31,0.0450492023935578,3.090905859713574e-172,2.6806742632180877e-174
32,0.04076220397836621,4.154668852074991e-172,4.461780141667223e-174
33,0.036883167401240015,3.741012378869164e-171,1.8973303994782595e-173
34,0.03337326996032608,9.61265423595531e-171,5.2712734497952634e-173
35,0.0301973834223185,3.030629447372621e-170,1.489620871339532e-172
36,0.02732372244729256,8.316593999117157e-170,3.879528033379323e-172
37,0.024723526470339388,1.4982844414526787e-168,4.283785980334716e-171
38,0.0223707718561656,1.7039887301077054e-168,8.29285332759575e-171
39,0.02024191144580439,3.4521723676669117e-168,1.5642046410864762e-170
40,0.01831563888873418,4.285781849141365e-168,2.3897630372455402e-170
41,0.016572675401761255,6.215683676594524e-166,1.107268599860243e-168
42,0.014995576820477703,1.4431442049808587e-165,3.3832492781231342e-168
43,0.013568559012200934,2.0857591957798554e-165,6.359664794278021e-168
44,0.012277339903068436,3.3022926339253e-165,1.0623648147149857e-167
