n_iterations,n_points,stoch_prior,trapezoid
2000,10,False,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9048374180359595,4.717318904027368e-196,4.48912246855022e-197
2,0.8187307530779818,4.836267826422997e-196,8.65347140231874e-197
3,0.7408182206817179,1.4807887864639491e-195,2.0190671832058421e-196
4,0.6703200460356393,3.055597288176291e-195,4.173207495905204e-196
5,0.6065306597126334,4.785740945587673e-195,7.226002276104401e-196
6,0.5488116360940264,1.616325515232668e-194,1.6555275335011556e-195
7,0.4965853037914095,3.903289276091942e-194,3.694072361565341e-195
8,0.44932896411722156,1.0781724057457373e-193,8.789120504891039e-195
9,0.4065696597405991,4.47158828264786e-192,1.9999112492956937e-193
10,0.36787944117144233,4.363505310303202e-191,1.888240866762641e-192
11,0.33287108369807955,7.036185266588546e-189,2.4821352992830285e-190
12,0.30119421191220214,1.0121603106517655e-188,5.688342538010011e-190
13,0.2725317930340126,1.3743372208095268e-188,9.627525448282965e-190
14,0.2465969639416065,4.499019195578529e-188,2.1295654840361318e-189
15,0.22313016014842982,7.74291495228963e-187,2.0299712081299595e-188
16,0.20189651799465538,1.3004720950159653e-183,2.7634058808619652e-185
17,0.18268352405273466,5.024023346430153e-183,1.2416058892765044e-184
18,0.16529888822158653,1.0332951741363732e-182,3.0379519201208685e-184
19,0.14956861922263506,5.461481312321568e-181,8.894852209568562e-183
20,0.1353352832366127,1.2390520331643058e-179,1.852532911314854e-181
21,0.1224564282529819,2.500233550858545e-179,5.072547443986403e-181
22,0.11080315836233387,2.8709078473370313e-179,8.418093841606182e-181
23,0.10025884372280375,6.36952541911305e-179,1.513432185396748e-180
24,0.09071795328941251,1.430817179655912e-178,2.87855917952784e-180
25,0.0820849986238988,1.175384562397587e-177,1.302560082125088e-179
26,0.07427357821433388,1.418273588602312e-177,2.4104332077605865e-179
27,0.06720551273974976,4.005110013729434e-177,5.2412711887558004e-179
28,0.06081006262521797,1.6608343494935316e-175,1.1145910349562307e-177
29,0.05502322005640723,1.1115590492629404e-173,6.543876327517203e-176
30,0.049787068367863944,1.5250255431382067e-173,1.4529141400291967e-175
31,0.0450492023935578,2.1219912955559982e-173,2.458285175728054e-175
32,0.04076220397836621,5.905531927076561e-171,2.5562834529813358e-173
33,0.036883167401240015,1.834262978637416e-169,7.370801531501117e-172
34,0.03337326996032608,7.486292964337231e-169,3.364692204896036e-171
35,0.0301973834223185,3.290334221397943e-168,1.3814420364179411e-170
36,0.02732372244729256,5.163735415549921e-168,2.8653245313204584e-170
37,0.024723526470339388,1.1800823171316372e-167,5.933769824799718e-170
38,0.0223707718561656,1.1930951745396299e-166,3.400437159526565e-169
39,0.02024191144580439,9.769483767710619e-166,2.419830438227217e-168
40,0.01831563888873418,1.4251758621444264e-165,5.165107590474906e-168
41,0.016572675401761255,1.8099338394352155e-165,8.319756186447202e-168
42,0.014995576820477703,3.016640802113738e-165,1.3077296115702853e-167
43,0.013568559012200934,5.928382326718919e-165,2.153720327020402e-167
44,0.012277339903068436,1.0881992914301504e-163,1.6204757523410944e-166
