n_iterations,n_points,stoch_prior,trapezoid
15000,75,False,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9867551618071957,4.1261253431076323e-196,5.464986253268975e-198
2,0.973685749353145,4.767548972332705e-196,1.1695892644699137e-197
3,0.9607894391523232,4.885251907423265e-196,1.799606504542783e-197
4,0.9480639384933955,1.1523238697113294e-195,3.265996320873739e-197
5,0.9355069850316178,1.6265078290879472e-195,5.3083946323811925e-197
6,0.9231163463866358,1.913467147390676e-195,7.679302630617435e-197
7,0.9108898197456121,2.6815786888704405e-195,1.0957941958565004e-196
8,0.8988252314716089,3.2120905683890855e-195,1.4833196979207342e-196
9,0.8869204367171575,3.685597724779878e-195,1.9220825425305087e-196
10,0.8751733190429475,3.695025562837132e-195,2.356141543489127e-196
11,0.8635817900415641,4.235339556134144e-195,2.8470821564454786e-196
12,0.8521437889662113,4.81153335228514e-195,3.3974253930208094e-196
13,0.8408572823643508,5.384558799418726e-195,4.0051539773982694e-196
14,0.8297202637161938,5.9581213416276425e-195,4.668711062295161e-196
15,0.8187307530779818,1.4221572322864747e-194,6.23159226563739e-196
16,0.8078867967299912,1.4237666657893615e-194,7.77551862299179e-196
17,0.7971864668291995,1.9246792557563424e-194,9.834988921972106e-196
18,0.7866278610665535,4.445674583213431e-194,1.4529001449288724e-195
19,0.7762091023287752,5.3511162597374237e-194,2.010420037808941e-195
20,0.7659283383646487,1.0301338911205998e-193,3.0694763764147455e-195
21,0.7557837414557255,1.1989547450669217e-193,4.2857676364892175e-195
22,0.7457735080913922,1.2416756954610183e-193,5.5287139839277776e-195
23,0.7358958586482417,1.4795136055000346e-193,6.99012565807788e-195
24,0.7261490370736909,1.7931580787709128e-193,8.737884842952311e-195
25,0.7165313105737893,2.9903935993630223e-193,1.1613963619525319e-194
26,0.7070409693051614,3.3904595014120335e-193,1.4831625392111543e-194
27,0.697676326071031,6.42214074118976e-193,2.0845731076173088e-194
28,0.6884357160212701,7.804587822084637e-193,2.8057646342472816e-194
29,0.679317496356421,8.278149195538474e-193,3.560584462080414e-194
30,0.6703200460356393,1.0142644332252934e-192,4.4731638470884525e-194
31,0.6614417654885042,1.0965476906771555e-192,5.4467096502029466e-194
32,0.6526810763306461,1.2765631358634782e-192,6.565066932570998e-194
33,0.6440364210831414,1.5308539620426502e-192,7.888437406184532e-194
34,0.6355062628956224,2.7145672326214515e-192,1.0204006196676201e-193
35,0.6270890852730561,3.4000494839331954e-192,1.306588823985427e-193
36,0.6187833918061408,5.2909679404878896e-192,1.7460404025551092e-193
37,0.6105877059052739,5.487289620049823e-192,2.195761424285268e-193
38,0.602500570538043,9.389673747734386e-192,2.955117050805894e-193
39,0.5945205479701944,1.044894912183627e-191,3.788945548831444e-193
