iteration,prior mass,evidence
0,1.0,0.0
1,0.9900498337491681,4.4093762857838236e-198
2,0.9801986733067553,8.98156603269686e-198
3,0.9704455335485082,1.4504918426669867e-197
4,0.9607894391523232,2.168606800910234e-197
5,0.951229424500714,2.921347558067597e-197
6,0.9417645335842487,3.850900186703028e-197
7,0.9323938199059483,5.0490255128492244e-197
8,0.9231163463866358,6.295852530757258e-197
9,0.9139311852712282,8.597618935237309e-197
10,0.9048374180359595,1.0982065700997029e-196
11,0.8958341352965282,1.4004417644175311e-196
12,0.8869204367171575,1.858850287047246e-196
13,0.8780954309205613,2.3241070536738826e-196
14,0.8693582353988059,2.836224706382224e-196
15,0.8607079764250578,3.3925432024532e-196
16,0.8521437889662113,4.1510826803072675e-196
17,0.8436648165963837,5.139553648968734e-196
18,0.835270211411272,6.192968828924667e-196
19,0.8269591339433623,7.653077863351089e-196
20,0.8187307530779818,9.256182055728277e-196
21,0.8105842459701871,1.0994065778964262e-195
22,0.8025187979624785,1.295320752463534e-195
23,0.794533602503334,1.5057747884131081e-195
24,0.7866278610665535,1.762763743742261e-195
25,0.7788007830714049,2.073237904254506e-195
26,0.7710515858035663,2.4104043411338996e-195
27,0.7633794943368531,2.7450069031427135e-195
28,0.7557837414557255,3.106236425673361e-195
29,0.7482635675785653,3.561348076847004e-195
30,0.7408182206817179,4.032492586786872e-195
31,0.7334469562242892,4.6463362771061675e-195
32,0.7261490370736909,5.457078750889471e-195
33,0.7189237334319262,6.6164989180240055e-195
34,0.7117703227626097,7.769051503697286e-195
35,0.7046880897187134,8.940474181331076e-195
36,0.697676326071031,1.0177207572221229e-194
37,0.6907343306373547,1.1579969148843027e-194
38,0.6838614092123558,1.3092405606963716e-194
39,0.6770568744981647,1.5100940420015115e-194
40,0.6703200460356393,1.7287955639620933e-194
41,0.6636502501363194,1.949652748323033e-194
42,0.6570468198150567,2.1735345128551946e-194
43,0.6505090947233165,2.4330115960678894e-194
44,0.6440364210831414,2.7082057327099354e-194
45,0.6376281516217733,2.996241410084912e-194
46,0.631283645506926,3.3088048240580123e-194
47,0.6250022682827008,3.651282081304878e-194
48,0.6187833918061408,4.0716313895219476e-194
49,0.6126263941844161,4.5680124191423004e-194
50,0.6065306597126334,5.099358546669088e-194
51,0.6004955788122659,6.071814187108481e-194
52,0.5945205479701944,7.327049683243106e-194
53,0.5886049696783552,8.639020508736861e-194
54,0.5827482523739896,1.0025489748198514e-193
55,0.5769498103804866,1.264195949150684e-193
56,0.5712090638488149,1.5402251783018537e-193
57,0.5655254386995371,1.9522282481060818e-193
58,0.559898366565402,2.372077191692525e-193
59,0.5543272847345071,2.8240155608203745e-193
60,0.5488116360940264,3.3352113447051537e-193
61,0.5433508690744998,3.883928033605596e-193
62,0.5379444375946745,4.5956500196196015e-193
63,0.5325918010068972,5.324313738276529e-193
64,0.5272924240430485,6.215505363379977e-193
65,0.522045776761016,7.146733422101887e-193
66,0.5168513344916992,8.19721174413806e-193
67,0.5117085777865424,9.355457082352148e-193
68,0.5066169923655895,1.0890299202031887e-192
69,0.5015760690660556,1.323143066621883e-192
70,0.4965853037914095,1.5880633642680732e-192
71,0.4916441974609651,2.0246842914946277e-192
72,0.4867522559599717,2.489587185395197e-192
73,0.48190899009020244,3.1436920529814878e-192
74,0.4771139155210344,4.037437187482676e-192
75,0.4723665527410147,4.991724427871814e-192
76,0.46766642700990924,6.040994617291768e-192
77,0.46301306831122807,7.104123076463275e-192
78,0.4584060113052235,8.193991869767718e-192
79,0.45384479528235583,9.400389301154718e-192
80,0.44932896411722156,1.096424345535156e-191
81,0.4448580662229411,1.2874826126347573e-191
82,0.4404316545059993,1.5215702482175855e-191
83,0.4360492863215356,1.7688609275745818e-191
84,0.43171052342907973,2.0187880195051853e-191
85,0.4274149319487267,2.2685542114250427e-191
86,0.4231620823177488,2.7169422087661574e-191
87,0.418951549247639,3.2102067352963986e-191
88,0.4147829116815814,3.7984636975202195e-191
89,0.4106557527523455,4.3926413062280704e-191
90,0.4065696597405991,5.0233723100411115e-191
91,0.40252422403363597,5.90007189042534e-191
92,0.39851904108451414,6.814386524893108e-191
93,0.3945537103716011,8.370003160976077e-191
94,0.39062783535852114,1.021344166411555e-190
95,0.38674102345450123,1.240823014280363e-190
96,0.38289288597511206,1.5837658597608694e-190
97,0.37908303810339883,2.1283528637742912e-190
98,0.37531109885139957,2.671792795773929e-190
99,0.3715766910220457,3.2272672055989385e-190
100,0.36787944117144233,3.839835772264835e-190
101,0.3642189795715233,4.4836672346176527e-190
102,0.3605949401730783,5.386550614932119e-190
103,0.3570069605691474,6.329613529933107e-190
104,0.35345468195878016,7.689099883008876e-190
105,0.3499377491111553,9.135215635472886e-190
106,0.3464558103300574,1.0616265266851852e-189
107,0.34300851741870664,1.2085746310834433e-189
108,0.3395955256449391,1.3562551781159026e-189
109,0.33621649370673334,1.523534017474703e-189
110,0.33287108369807955,1.6931728494055924e-189
111,0.32955896107518906,1.904506124711621e-189
112,0.32627979462303947,2.1617264820202403e-189
113,0.32303325642225295,2.462745280246312e-189
114,0.31981902181630395,2.845375065090676e-189
115,0.3166367693790533,3.226603163490369e-189
116,0.3134861808826053,3.626426680345769e-189
117,0.31036694126548503,4.251311883280558e-189
118,0.30727873860113125,4.9520463995691906e-189
119,0.3042212640667041,5.7536240587960815e-189
120,0.30119421191220214,6.614543869966054e-189
121,0.2981972794298874,7.506991849757416e-189
122,0.2952301669240142,8.825160199780259e-189
123,0.2922925776808594,1.0441346799344931e-188
124,0.2893842179390506,1.2175023554907934e-188
125,0.2865047968601901,1.4002129896748035e-188
126,0.2836540264997704,1.5823868613319722e-188
127,0.2808316217783798,1.7899778606116902e-188
128,0.27803730045319414,2.0036747821725528e-188
129,0.27527078308975234,2.368692952077483e-188
130,0.2725317930340126,2.7614358947928196e-188
131,0.2698200563846868,3.240347147695753e-188
132,0.26713530196585034,3.898509353357112e-188
133,0.26447726129982396,4.58883236852364e-188
134,0.261845668580326,5.308022619146731e-188
135,0.2592402606458915,6.040220917371505e-188
136,0.2566607769535559,6.768672950084233e-188
137,0.25410695955280027,7.88723129408314e-188
138,0.2515785530597565,9.081330050870546e-188
139,0.24907530463166822,1.0504627342342981e-187
140,0.2465969639416065,1.192044564155014e-187
141,0.2441432831534371,1.3328995221465188e-187
142,0.24171401689703645,1.5190661899227864e-187
143,0.23930892224375455,1.7268000395716286e-187
144,0.23692775868212176,1.9426005180609637e-187
145,0.23457028809379765,2.1699337449863044e-187
146,0.23223627472975883,2.4571887164604464e-187
147,0.22992548518672384,2.754048580302673e-187
148,0.22763768838381274,3.110302216428073e-187
149,0.22537265553943872,3.5155498673087066e-187
150,0.22313016014842982,4.187169269184692e-187
151,0.2209099779593782,4.958257606326015e-187
152,0.21871188695221475,5.905512683335681e-187
153,0.21653566731600707,7.340072499688746e-187
154,0.21438110142697794,8.87597465775057e-187
155,0.21224797382674304,1.0648732208260996e-186
156,0.21013607120076472,1.2430328989373065e-186
157,0.20804518235702046,1.5147056393513765e-186
158,0.20597509820488344,1.7881228969250337e-186
159,0.20392561173421342,2.069770349918156e-186
160,0.20189651799465538,2.420558521209852e-186
161,0.1998876140751445,2.7911502472303792e-186
162,0.19789869908361465,3.1642843744007496e-186
163,0.19592957412690937,3.57425325190443e-186
164,0.1939800422908919,4.000036181256077e-186
165,0.19204990862075413,4.445415324675904e-186
166,0.19013898010152055,4.928776483054226e-186
167,0.1882470656387468,5.92833973096175e-186
168,0.18637397603940997,6.993631346951802e-186
169,0.18451952399298926,8.092453987113348e-186
170,0.18268352405273466,9.214936134463994e-186
171,0.1808657926171221,1.0349107159432029e-185
172,0.17906614791149322,1.2554353123120349e-185
173,0.17728440996987782,1.50535527532899e-185
174,0.17552040061699686,1.7628922291179036e-185
175,0.17377394345044514,2.0662464437046528e-185
176,0.17204486382305054,2.386183382214881e-185
177,0.17033298882540943,2.7457721134266487e-185
178,0.1686381472685955,3.128720557380156e-185
179,0.1669601696670407,3.5183473266648905e-185
180,0.16529888822158653,3.907045200979952e-185
181,0.16365413680270405,4.4108519969112716e-185
182,0.16202575093388075,4.9185878023025045e-185
183,0.16041356777517274,5.517650933886595e-185
184,0.15881742610692068,6.22476042722657e-185
185,0.1572371663136276,6.973223682156806e-185
186,0.1556726303679973,7.87108482257126e-185
187,0.1541236618151314,9.098203386897958e-185
188,0.1525901057568839,1.0415961754516534e-184
189,0.15107180883637086,1.209244046449902e-184
190,0.14956861922263506,1.452551624845631e-184
191,0.14808038659546247,1.7005862702568726e-184
192,0.14660696213035015,1.9554814294019766e-184
193,0.14514819848362373,2.225166426291467e-184
194,0.14370394977770293,2.6110872558475805e-184
195,0.1422740715865136,2.995302724631062e-184
196,0.140858420921045,3.4889034540931473e-184
197,0.13945685621505094,3.992868477028562e-184
198,0.13806923731089282,4.6726412505564353e-184
199,0.13669542544552385,5.461478123037988e-184
200,0.1353352832366127,6.3954573785876e-184
201,0.13398867466880499,7.391354709935356e-184
202,0.13265546508012172,8.61018681632509e-184
203,0.13133552114849312,9.981681316025782e-184
204,0.1300287108784259,1.137744630170878e-183
205,0.12873490358780423,1.2860513608823384e-183
206,0.12745396989482075,1.4615440623656605e-183
207,0.12618578170503877,1.7239164563596575e-183
208,0.12493021219858241,2.006741421687998e-183
209,0.12368713581745483,2.3257237725010204e-183
210,0.1224564282529819,2.6718292262872676e-183
211,0.12123796643338168,3.0629828280226044e-183
212,0.12003162851145673,3.4658835817438093e-183
213,0.11883729385240965,3.8925715088756786e-183
214,0.11765484302177918,4.4664335558711004e-183
215,0.11648415777349697,5.059168905647302e-183
216,0.11532512103806251,5.672726170888063e-183
217,0.1141776169108365,6.306926308007919e-183
218,0.11304153064044985,6.953716748445166e-183
219,0.11191674861732888,7.729092691309248e-183
220,0.11080315836233387,8.887921701676524e-183
221,0.10970064851551141,1.0277504670215662e-182
222,0.10860910882495796,1.1827804377410399e-182
223,0.10752843013579495,1.3462174713910117e-182
224,0.1064585043792528,1.6893663657402306e-182
225,0.10539922456186433,2.053607394112392e-182
226,0.10435048475476504,2.4911264731080046e-182
227,0.1033121800831002,2.9971334051499128e-182
228,0.10228420671553748,3.513598833589647e-182
229,0.1012664618538834,4.168897522474388e-182
230,0.10025884372280375,5.2327260307689994e-182
231,0.09926125155964566,6.365322971966926e-182
232,0.09827358560436154,7.604063276824944e-182
233,0.09729574708953276,9.141732899256603e-182
234,0.09632763823049303,1.0756260169965257e-181
235,0.09536916221554961,1.2444595887773174e-181
236,0.09442022319630235,1.4264849585674473e-181
237,0.09348072627805847,1.6808476231221537e-181
238,0.09255057751034329,2.195192760949644e-181
239,0.09162968387750484,2.8321496226286085e-181
240,0.09071795328941251,3.997361124125586e-181
241,0.08981529457224763,5.318820202807561e-181
242,0.08892161745938634,6.681046618418351e-181
243,0.08803683258237255,8.951811764030148e-181
244,0.0871608514619813,1.2714453770447636e-180
245,0.0862935864993705,1.6840336522639466e-180
246,0.08543495096732123,2.132963429312583e-180
247,0.08458485900156469,2.6880146044923043e-180
