n_iterations,n_points,stoch_prior,trapezoid
2000,10,False,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9048374180359595,2.8066792373599215e-195,2.6709084297203417e-196
2,0.8187307530779818,1.0406567446492326e-194,1.1631656594497464e-195
3,0.7408182206817179,1.0862090867887702e-194,2.0094586660852096e-195
4,0.6703200460356393,4.496927402561879e-194,5.179710400050647e-195
5,0.6065306597126334,5.312799694218541e-193,3.906973361517606e-194
6,0.5488116360940264,5.554105281306402e-193,7.112748700637149e-194
7,0.4965853037914095,6.36958093691722e-192,4.0378733764622384e-193
8,0.44932896411722156,4.501454228084123e-189,2.1312603736779913e-190
9,0.4065696597405991,4.580559313472915e-189,4.0898756726776026e-190
10,0.36787944117144233,5.013728648572421e-189,6.029698245274703e-190
11,0.33287108369807955,6.883317501398703e-189,8.439434642190904e-190
12,0.30119421191220214,1.2641819829413517e-188,1.2443967700955852e-189
13,0.2725317930340126,2.970447905348801e-188,2.095798991285066e-189
14,0.2465969639416065,3.195752356271067e-185,8.309087108067273e-187
15,0.22313016014842982,3.40366406503153e-185,1.6296398787265377e-186
16,0.20189651799465538,1.0325047956341569e-184,3.822023613981707e-186
17,0.18268352405273466,1.862973439864551e-182,3.6175499775474993e-184
18,0.16529888822158653,4.313327824514854e-181,7.860318342709665e-183
19,0.14956861922263506,1.2602769204703875e-180,2.768481331487903e-182
20,0.1353352832366127,1.2241277727828891e-179,2.0191903211328e-181
21,0.1224564282529819,5.021995158431247e-179,8.486945058526e-181
22,0.11080315836233387,3.5879954065220173e-177,4.266057334445908e-179
23,0.10025884372280375,7.2528075353401655e-177,1.1913645801704078e-178
24,0.09071795328941251,8.964810121714147e-176,9.74459169291355e-178
25,0.0820849986238988,1.0581434996953217e-175,1.8879496555391285e-177
26,0.07427357821433388,1.3864819900325057e-175,2.970989026982539e-177
27,0.06720551273974976,4.73915976102678e-175,6.32065817552771e-177
28,0.06081006262521797,1.7828264011571958e-174,1.7722635486998786e-176
29,0.05502322005640723,1.1590416406315704e-173,8.479455053730892e-176
30,0.049787068367863944,1.1462367348552777e-171,6.086663965220114e-174
31,0.0450492023935578,2.093066958854329e-171,1.6003334691520477e-173
32,0.04076220397836621,2.453591677136703e-171,2.6521878322932795e-173
33,0.036883167401240015,4.003307629181939e-171,4.205085504601789e-173
34,0.03337326996032608,6.103479089035975e-170,2.5627671139880873e-172
35,0.0301973834223185,8.074824212518506e-169,2.820749262730326e-171
36,0.02732372244729256,1.6697248291331468e-168,7.618972343242109e-171
37,0.024723526470339388,5.96363893863055e-168,2.3125602319470542e-170
38,0.0223707718561656,9.765868124180244e-168,4.610229361004831e-170
39,0.02024191144580439,1.2153086555758398e-167,7.197451844229544e-170
40,0.01831563888873418,1.0534486555580223e-165,2.1012037539262248e-168
41,0.016572675401761255,1.3172063869847726e-164,2.5059630127146086e-167
42,0.014995576820477703,2.5505071513203325e-164,6.528364222615457e-167
43,0.013568559012200934,2.6856830925417563e-164,1.0360881823060369e-166
44,0.012277339903068436,5.11030569856947e-164,1.6959406194561967e-166
