n_iterations,n_points,stoch_prior,trapezoid
1000,50,True,False
iteration,prior mass,worst L,evidence
0,1.0,0.0,0.0
1,0.9989726584080975,1.4033929330186086e-195,1.4417639298721147e-198
2,0.9983056097569157,3.2703306610954475e-195,3.6232335862740655e-198
3,0.9973652254283315,5.351326661186355e-195,8.655537315588695e-198
4,0.9932373147330108,5.365928936148134e-195,3.0805612761445413e-197
5,0.9804909473394333,1.066708308292271e-194,1.6677217275419343e-196
6,0.9493704349441625,1.5139299963158483e-194,6.379149449133899e-196
7,0.9438260319334191,1.7977777696646547e-194,7.375909897011532e-196
8,0.9205771647689768,5.4459259805270443e-194,2.0037070867877374e-195
9,0.916827519512422,8.934989057473524e-194,2.338737480154979e-195
10,0.8993016952881691,9.903163168234407e-194,4.074348449660703e-195
11,0.888568082784357,9.993343451111698e-194,5.146995211878116e-195
12,0.8882005114746294,2.1307908671215335e-193,5.225316970856449e-195
13,0.8727513779678013,2.7684753697684654e-193,9.502371530648276e-195
14,0.8600618402115585,3.477810604224523e-193,1.391555242778515e-194
15,0.8345258303092907,3.921003798770829e-193,2.39282316110093e-194
16,0.8289659687726137,4.150551627809967e-193,2.6235880846154564e-194
17,0.7855105962237019,4.2184159312490994e-193,4.456716443202402e-194
18,0.7541951966251009,5.379206541746519e-193,6.141236466984408e-194
19,0.7531724498392374,6.930953990255337e-193,6.212122576149427e-194
20,0.699199740439396,7.19324655469198e-193,1.0094512635527429e-193
21,0.6874435390560093,5.112663065191125e-192,1.6105062295506444e-193
22,0.672210654631417,6.758131794499144e-192,2.6399646350683215e-193
23,0.6630044300768303,9.34661593935573e-192,3.5004350867002075e-193
24,0.6315332652884778,1.0927366748508357e-191,6.939404683150914e-193
25,0.6302682065964668,1.2405507564812442e-191,7.096341634887654e-193
26,0.6150946364642467,1.8282211791046643e-191,9.870405862723129e-193
27,0.609969513541025,1.9526800109301627e-191,1.0871178371296615e-192
28,0.5975534049016196,2.606871216892806e-191,1.4107897995084633e-192
29,0.5957735846295401,3.6320327504584816e-191,1.4754334546896884e-192
30,0.5947315473452723,4.3969833192523146e-191,1.521251660259332e-192
31,0.5708486382538166,4.8895437423556265e-191,2.689016947233089e-192
32,0.5636667751803378,5.3357052079425684e-191,3.0722199892720007e-192
33,0.5613053261301374,1.504854828876737e-190,3.4275837899060484e-192
34,0.5491551506562571,2.679868538161153e-190,6.68367108846496e-192
35,0.5483140290491313,2.945184786295478e-190,6.931396944538089e-192
36,0.5434597780433795,4.199803969966981e-190,8.970087209055336e-192
37,0.5371175280144606,5.616801939422845e-190,1.2532403435329003e-191
38,0.5283373418771848,8.202167737598385e-190,1.9734059381856148e-191
39,0.5279143904295611,1.2960800946129379e-189,2.028223833410898e-191
40,0.5225781626681619,3.148160216338179e-189,3.708153827786526e-191
41,0.5171693915057959,4.057509379261428e-189,5.902767799944422e-191
42,0.5147207226207439,6.8689215453370875e-189,7.584739246137458e-191
43,0.4919674469355887,9.502853142650927e-189,2.920684298116543e-190
44,0.4888888857912102,9.974519645599873e-189,3.22775598426438e-190
45,0.48424972175573033,1.2284547443598416e-188,3.797656291189259e-190
46,0.4828807589343133,1.367002434336086e-188,3.9847938421285253e-190
47,0.4708822979219407,1.3829900483819287e-188,5.644169059729515e-190
48,0.46546437149248293,1.4782215095996258e-188,6.445058598274792e-190
49,0.4604858953430902,1.8395974781862305e-188,7.360897815238108e-190
50,0.4505460388842788,1.9932180635253262e-188,9.342127959493286e-190
51,0.4473165097017059,3.152592330438013e-188,1.0360266852683796e-189
52,0.4453999310462193,3.798847609678839e-188,1.1088345877099475e-189
53,0.44515962778099505,3.838450084822918e-188,1.118058508597779e-189
54,0.437351682609447,4.264523754910273e-188,1.4510301852088147e-189
55,0.43314061643979435,5.972157858559094e-188,1.7025217043888498e-189
56,0.42837316777498763,9.54100414894e-188,2.1573841792966433e-189
57,0.42268323248766415,1.6053181854506453e-187,3.0707998383744153e-189
58,0.39871320472773913,2.3433627009597134e-187,8.687846737732136e-189
59,0.39487923467467656,3.1822949671612794e-187,9.907929098142945e-189
60,0.39255474471646057,5.634020490135632e-187,1.1217551503513287e-188
61,0.3714801822671504,1.125760083640684e-186,3.4942452689139515e-188
62,0.3712147160580596,3.0938770759224035e-186,3.576377250787754e-188
63,0.36825415818132073,3.30267729229103e-186,4.5541539779896375e-188
64,0.34817202559688504,4.060578737371244e-186,1.270866203533262e-187
65,0.34498602607003437,4.324818253457384e-186,1.4086548926255658e-187
66,0.34112984823260584,6.072670683041314e-186,1.6428278736450248e-187
67,0.33745933368922887,6.505648135322811e-186,1.881618634592981e-187
68,0.33634018592482623,9.90129130126378e-186,1.9924287148380678e-187
69,0.33505919093079906,1.4924007350439663e-185,2.1836045019054473e-187
70,0.3343111886621609,1.5483446628399315e-185,2.299421033949249e-187
71,0.33205528579143756,3.203162962064019e-185,3.022023486100745e-187
72,0.32699375525887253,3.7736744739102454e-185,4.932080343066543e-187
73,0.3234230674912905,1.099238557242699e-184,8.85711801306755e-187
74,0.31036235021712827,1.569645450040452e-184,2.9357813456721055e-186
75,0.3100536639976731,1.8307684710299907e-184,2.992294645474104e-186
76,0.30662365979637907,2.5551242319943757e-184,3.868703330530992e-186
77,0.30650244037253505,3.5978895969079487e-184,3.91231674093015e-186
78,0.3051905967715779,1.1888867514476146e-183,5.471950218079439e-186
